,n,E,dE,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-1.567672836857445,0.08543029069019781,0.31251582715824133,7,13.0,33,11,11,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",-0.3388201904544214
1,2,-1.8135791457810415,0.24590630892359644,0.0666095182346449,13,39.0,99,16,17,"d_q_exc_[0, 5]_[2, 7]","[[0, 5], [2, 7]]",-0.6664535208769026
2,2,-1.8135791457810415,0.24590630892359644,0.0666095182346449,13,39.0,99,16,17,"d_q_exc_[1, 4]_[3, 6]","[[1, 4], [3, 6]]",0.3768270774164737
3,3,-1.851718165414228,0.038139019633186555,0.02847049860145834,11,52.0,132,22,22,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.4969528707865321
4,4,-1.8756380727784039,0.02391990736417582,0.00455059123728252,14,78.0,198,33,33,"d_q_exc_[0, 3]_[4, 7]","[[0, 3], [4, 7]]",-0.4787668452400831
5,4,-1.8756380727784039,0.02391990736417582,0.00455059123728252,14,78.0,198,33,33,"d_q_exc_[1, 2]_[5, 6]","[[1, 2], [5, 6]]",-0.12821786135207427
6,5,-1.8766062403902715,0.0009681676118675764,0.0035824236254149433,12,84.0,212,33,33,s_q_exc_3_7,"[[3], [7]]",-0.0771040874965765
7,5,-1.8766062403902715,0.0009681676118675764,0.0035824236254149433,12,84.0,212,33,33,s_q_exc_2_6,"[[2], [6]]",0.058321831724741736
8,6,-1.876745876051292,0.00013963566102059843,0.003442787964394345,14,110.0,278,44,44,"d_q_exc_[1, 2]_[4, 7]","[[1, 2], [4, 7]]",0.3103046061181288
9,6,-1.876745876051292,0.00013963566102059843,0.003442787964394345,14,110.0,278,44,44,"d_q_exc_[0, 3]_[5, 6]","[[0, 3], [5, 6]]",0.310304604565056
10,7,-1.8767720270081687,2.6150956876636045e-05,0.003416637007517709,18,123.0,311,55,55,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.2926340255423015
11,8,-1.8790116171833424,0.0022395901751737224,0.0011770468323439864,37,149.0,377,66,66,"d_q_exc_[0, 7]_[4, 3]","[[0, 7], [4, 3]]",1.3009738342989186
12,8,-1.8790116171833424,0.0022395901751737224,0.0011770468323439864,37,149.0,377,66,66,"d_q_exc_[1, 6]_[5, 2]","[[1, 6], [5, 2]]",1.308500887395117
13,9,-1.8793841830774856,0.0003725658941431398,0.0008044809382008467,27,155.0,391,66,66,s_q_exc_3_7,"[[3], [7]]",0.20989178185559063
14,9,-1.8793841830774856,0.0003725658941431398,0.0008044809382008467,27,155.0,391,66,66,s_q_exc_2_6,"[[2], [6]]",-0.15273209914023664
15,10,-1.8795528159311552,0.00016863285366963687,0.0006358480845312098,66,168.0,424,66,66,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",-0.4150320210912955
16,11,-1.8796294193134755,7.660338232029495e-05,0.0005592447022109148,50,194.0,490,66,66,"d_q_exc_[2, 7]_[5, 4]","[[2, 7], [5, 4]]",-1.5490472426200024
17,11,-1.8796294193134755,7.660338232029495e-05,0.0005592447022109148,50,194.0,490,66,66,"d_q_exc_[3, 6]_[4, 5]","[[3, 6], [4, 5]]",0.669148257514358
18,12,-1.8797461119245802,0.0001166926111046962,0.0004425520911062186,69,220.0,556,83,87,"d_q_exc_[0, 1]_[2, 7]","[[0, 1], [2, 7]]",-0.2956419053599842
19,12,-1.8797461119245802,0.0001166926111046962,0.0004425520911062186,69,220.0,556,83,87,"d_q_exc_[1, 0]_[3, 6]","[[1, 0], [3, 6]]",1.3105323186399003
20,13,-1.8801886640156855,0.00044255209110533045,8.881784197001252e-16,180,246.0,622,94,98,"d_q_exc_[0, 3]_[4, 7]","[[0, 3], [4, 7]]",-0.1929732446673575
21,13,-1.8801886640156855,0.00044255209110533045,8.881784197001252e-16,180,246.0,622,94,98,"d_q_exc_[1, 2]_[5, 6]","[[1, 2], [5, 6]]",-0.26824404667668234
