,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
140,141,-15.595246577468993,3.3723068781910115e-10,0,8.251827665617384e-09,508,1803.0,4575,759,759,"d_q_exc_[0, 2]_[4, 12]","[[0, 2], [4, 12]]",0.0004979274719465102
141,142,-15.595246578185453,7.164597803921424e-10,0,7.535367885225241e-09,334,1816.0,4608,770,770,"d_q_exc_[0, 5]_[4, 11]","[[0, 5], [4, 11]]",-0.008995973548307865
142,143,-15.595246578319527,1.340740851674127e-10,0,7.401293800057829e-09,492,1829.0,4641,781,781,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",-0.006903146105770192
143,144,-15.595246578350663,3.113598268100759e-11,0,7.370157817376821e-09,287,1842.0,4674,792,792,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",-0.005893966111937679
144,145,-15.59524657857318,2.2251711584431177e-10,0,7.147640701532509e-09,330,1855.0,4707,792,792,"d_q_exc_[2, 11]_[8, 9]","[[2, 11], [8, 9]]",-0.003986764994211539
145,146,-15.595246578795155,2.219753270082947e-10,0,6.925665374524215e-09,450,1868.0,4740,803,803,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.00010410193611758461
146,147,-15.59524657879626,1.1048939541069558e-12,0,6.924560480570108e-09,79,1881.0,4773,814,814,"d_q_exc_[0, 5]_[1, 12]","[[0, 5], [1, 12]]",-0.020188052504945576
147,148,-15.595246579301778,5.055174057133627e-10,0,6.419043074856745e-09,612,1894.0,4806,825,825,"d_q_exc_[0, 5]_[1, 12]","[[0, 5], [1, 12]]",-0.020188359517077255
148,149,-15.595246579302781,1.0036416142611415e-12,0,6.418039433242484e-09,19,1907.0,4839,825,825,"d_q_exc_[5, 12]_[6, 7]","[[5, 12], [6, 7]]",0.004137350927788746
149,150,-15.595246580004565,7.017835201850176e-10,0,5.716255913057466e-09,694,1920.0,4872,825,825,"d_q_exc_[5, 12]_[6, 7]","[[5, 12], [6, 7]]",0.004137541126948635
150,151,-15.595246580005139,5.737632591262809e-13,0,5.71568214979834e-09,14,1933.0,4905,836,836,"d_q_exc_[0, 13]_[1, 4]","[[0, 13], [1, 4]]",-5.435897712512773e-05
