,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-14.733758243889964,29.12319945487647,0,0.02902373066556585,3,3.0,7,3,4,s_q_exc_4_7,"[[4], [7]]",1.5707963268139988
1,2,-14.747281297939557,0.013523054049592531,0,0.015500676615973319,69,16.0,40,11,11,"d_q_exc_[2, 3]_[4, 11]","[[2, 3], [4, 11]]",-0.15517935731139645
2,3,-14.752750064735142,0.005468766795585722,1,0.010031909820387597,12,19.0,47,11,14,s_q_exc_4_10,"[[4], [10]]",0.4202648426904394
3,4,-14.755205081979408,0.002455017244265889,1,0.007576892576121708,14,32.0,80,17,21,"d_q_exc_[3, 12]_[5, 4]","[[3, 12], [5, 4]]",0.27432833438556004
4,5,-14.75740071893855,0.0021956369591418223,1,0.005381255616979885,19,45.0,113,22,26,"d_q_exc_[2, 13]_[11, 4]","[[2, 13], [11, 4]]",-0.20787651867304185
5,6,-14.759177163473987,0.0017764445354373493,0,0.003604811081542536,22,58.0,146,33,33,"d_q_exc_[2, 5]_[4, 13]","[[2, 5], [4, 13]]",0.030356999490549923
6,7,-14.760495287322831,0.0013181238488435554,2,0.0022866872326989807,32,71.0,179,33,33,"d_q_exc_[10, 13]_[12, 11]","[[10, 13], [12, 11]]",0.7343911016930177
7,8,-14.761548228022003,0.0010529406991715007,0,0.00123374653352748,32,84.0,212,33,33,"d_q_exc_[10, 11]_[12, 13]","[[10, 11], [12, 13]]",0.2766188591979011
8,9,-14.762164231832212,0.0006160038102098753,1,0.0006177427233176047,39,97.0,245,35,43,"d_q_exc_[4, 11]_[9, 8]","[[4, 11], [9, 8]]",0.21040300150061825
9,10,-14.76225712679551,9.28949632967857e-05,0,0.000524847760020819,52,110.0,278,35,43,"d_q_exc_[3, 12]_[9, 8]","[[3, 12], [9, 8]]",0.15477405072031875
10,11,-14.762347698396153,9.057160064429581e-05,3,0.0004342761593765232,62,123.0,311,44,48,"d_q_exc_[2, 11]_[5, 12]","[[2, 11], [5, 12]]",-0.3356209076661803
11,12,-14.76242309530718,7.539691102742552e-05,0,0.0003588792483490977,63,136.0,344,46,54,"d_q_exc_[4, 5]_[12, 13]","[[4, 5], [12, 13]]",-0.03236091832012175
12,13,-14.762490886672436,6.779136525558727e-05,2,0.0002910878830935104,74,149.0,377,46,54,"d_q_exc_[5, 6]_[7, 10]","[[5, 6], [7, 10]]",-0.4497626010871664
13,14,-14.762547030982901,5.614431046474522e-05,0,0.0002349435726287652,51,162.0,410,46,54,"d_q_exc_[0, 5]_[8, 9]","[[0, 5], [8, 9]]",-0.0033518205614479117
14,15,-14.76258671165236,3.968066945958526e-05,0,0.00019526290316917994,87,175.0,443,46,59,"d_q_exc_[1, 13]_[5, 3]","[[1, 13], [5, 3]]",-0.10434762819075459
15,16,-14.762621311523848,3.459987148701771e-05,0,0.00016066303168216223,73,188.0,476,46,59,"d_q_exc_[0, 11]_[3, 12]","[[0, 11], [3, 12]]",-0.009476160061497794
16,17,-14.762645934545262,2.462302141381656e-05,0,0.00013604001026834567,77,201.0,509,46,59,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",5.713269849093292e-05
17,18,-14.762668012843186,2.2078297924110757e-05,0,0.00011396171234423491,70,214.0,542,48,68,"d_q_exc_[0, 11]_[3, 2]","[[0, 11], [3, 2]]",-0.03754852394476502
18,19,-14.76269023081592,2.2217972734495106e-05,0,9.17437396097398e-05,89,227.0,575,55,74,"d_q_exc_[0, 7]_[6, 11]","[[0, 7], [6, 11]]",-0.0015142069004846872
19,20,-14.762710093583914,1.9862767993927832e-05,0,7.188097161581197e-05,155,240.0,608,66,84,"d_q_exc_[0, 11]_[2, 13]","[[0, 11], [2, 13]]",0.015655667803539344
20,21,-14.762729150691523,1.905710760929935e-05,0,5.282386400651262e-05,161,253.0,641,66,90,"d_q_exc_[1, 12]_[11, 2]","[[1, 12], [11, 2]]",-0.08682023421531698
21,22,-14.76274117355537,1.2022863845828624e-05,0,4.0801000160684e-05,97,266.0,674,77,90,"d_q_exc_[0, 5]_[3, 2]","[[0, 5], [3, 2]]",0.019159960398589842
22,23,-14.762748329078688,7.155523318758128e-06,0,3.364547684192587e-05,169,279.0,707,88,90,"d_q_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",0.008439089341216791
23,24,-14.762753391976046,5.06289735824339e-06,0,2.858257948368248e-05,79,292.0,740,99,99,"d_q_exc_[0, 5]_[12, 13]","[[0, 5], [12, 13]]",-0.0006311235687358713
24,25,-14.762758099361823,4.7073857771806615e-06,0,2.3875193706501818e-05,100,305.0,773,110,110,"d_q_exc_[0, 1]_[12, 13]","[[0, 1], [12, 13]]",-0.0003795551493153866
25,26,-14.762761734413402,3.6350515788541315e-06,0,2.0240142127647687e-05,151,318.0,806,121,121,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",-0.01323203151974345
26,27,-14.76276550533979,3.7709263871477106e-06,9,1.6469215740499976e-05,161,331.0,839,121,121,"d_q_exc_[4, 13]_[12, 5]","[[4, 13], [12, 5]]",0.07210151333611228
27,28,-14.762768678710952,3.1733711622905503e-06,2,1.3295844578209426e-05,165,344.0,872,132,132,"d_q_exc_[0, 13]_[11, 2]","[[0, 13], [11, 2]]",0.05463353724723916
28,29,-14.762771468175279,2.789464327079827e-06,0,1.0506380251129599e-05,151,357.0,905,132,132,"d_q_exc_[4, 8]_[6, 10]","[[4, 8], [6, 10]]",3.1415926535779737
29,30,-14.7627740086972,2.5405219208352037e-06,0,7.965858330294395e-06,122,370.0,938,132,132,"d_q_exc_[1, 12]_[4, 3]","[[1, 12], [4, 3]]",0.07680495257193483
30,31,-14.762775152784977,1.144087777404934e-06,0,6.821770552889461e-06,162,383.0,971,143,143,"d_q_exc_[0, 13]_[12, 5]","[[0, 13], [12, 5]]",-0.016479003792946888
31,32,-14.762775859730276,7.069452987451541e-07,0,6.114825254144307e-06,126,396.0,1004,143,143,"d_q_exc_[6, 13]_[12, 7]","[[6, 13], [12, 7]]",0.014703878716254493
32,33,-14.762777783378555,1.9236482788898e-06,9,4.191176975254507e-06,115,409.0,1037,154,154,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0014810880122157698
33,34,-14.762778316389788,5.330112333723491e-07,0,3.658165741882158e-06,108,422.0,1070,165,165,"d_q_exc_[0, 3]_[2, 11]","[[0, 3], [2, 11]]",0.0017759436820196986
34,35,-14.762778818411975,5.02022187376383e-07,0,3.1561435545057748e-06,211,435.0,1103,176,176,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",0.012584267958991086
35,36,-14.762779257317632,4.389056567077887e-07,0,2.717237897797986e-06,181,448.0,1136,187,187,"d_q_exc_[0, 11]_[9, 8]","[[0, 11], [9, 8]]",-0.021310115380836814
