,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.611259319103944,15.005757663938661,0,0.04767304209679768,38,3.0,7,3,4,s_q_exc_3_5,"[[3], [5]]",-1.401957620143363
1,2,-7.641294009807344,0.030034690703399924,1,0.017638351393397755,18,16.0,40,11,14,"d_q_exc_[2, 3]_[5, 10]","[[2, 3], [5, 10]]",1.5710846303550245
2,3,-7.647389902240738,0.0060958924333940345,0,0.01154245896000372,7,19.0,47,14,15,s_q_exc_2_4,"[[2], [4]]",-0.08085798192352926
3,4,-7.649057806648658,0.0016679044079204175,1,0.009874554552083303,15,32.0,80,20,25,"d_q_exc_[3, 10]_[4, 5]","[[3, 10], [4, 5]]",-1.5705116861215755
4,5,-7.6506196620662905,0.0015618554176324295,1,0.008312699134450874,22,45.0,113,25,31,"d_q_exc_[2, 5]_[3, 4]","[[2, 5], [3, 4]]",0.7740956034183863
5,6,-7.655509591716429,0.004889929650138569,5,0.0034227694843123047,28,58.0,146,36,37,"d_q_exc_[2, 5]_[4, 11]","[[2, 5], [4, 11]]",-0.2119871555113362
6,7,-7.658342743055299,0.002833151338870188,1,0.0005896181454421168,29,71.0,179,47,48,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",-0.4925459749906299
7,8,-7.658451911068839,0.0001091680135401063,1,0.00048045013190201047,29,84.0,212,47,48,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-0.04655523036369623
8,9,-7.658564059972062,0.00011214890322275295,0,0.0003683012286792575,33,97.0,245,52,54,"d_q_exc_[0, 10]_[2, 4]","[[0, 10], [2, 4]]",-0.04509364530962512
9,10,-7.658611442722869,4.7382750806512774e-05,0,0.00032091847787274475,46,110.0,278,52,57,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.6650565007021545
10,11,-7.658657218849755,4.577612688638766e-05,0,0.0002751423509863571,60,123.0,311,52,67,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.8999031193614012
11,12,-7.658694472619452,3.7253769696654615e-05,0,0.00023788858128970247,60,136.0,344,52,77,"d_q_exc_[0, 5]_[4, 11]","[[0, 5], [4, 11]]",0.007602616745994486
12,13,-7.658724626618241,3.015399878947278e-05,2,0.0002077345825002297,105,149.0,377,52,77,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",-0.5708013464202882
13,14,-7.658754487061509,2.9860443268248105e-05,0,0.0001778741392319816,74,162.0,410,63,77,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",-0.7216359329693237
