,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.723268206050887,9.41111316105453,0,0.05808580542233699,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963267947904
1,2,-7.772869938463208,0.04960173241232102,0,0.008484073010015969,46,6.0,14,6,7,s_q_exc_5_11,"[[5], [11]]",0.3978941451191329
2,3,-7.780964245893105,0.008094307429897363,0,0.0003897655801186062,15,9.0,21,9,10,s_q_exc_3_5,"[[3], [5]]",0.56502539533557
3,4,-7.781009387204746,4.514131164068402e-05,0,0.00034462426847792216,15,22.0,54,14,16,"d_q_exc_[0, 11]_[5, 10]","[[0, 11], [5, 10]]",0.023829151023920598
4,5,-7.781056976210592,4.758900584622694e-05,0,0.0002970352626316952,29,35.0,87,25,27,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",0.7068697330070977
5,6,-7.781103883069711,4.690685911867831e-05,0,0.0002501284035130169,30,48.0,120,25,27,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.6721544902014809
6,7,-7.781139091257947,3.5208188235991145e-05,0,0.00021492021527702576,29,61.0,153,25,27,"d_q_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",-0.00222031678737333
7,8,-7.781171299294527,3.2208036580883004e-05,0,0.00018271217869614276,75,64.0,160,28,30,s_q_exc_1_5,"[[1], [5]]",-0.011646278260491262
8,9,-7.781203158200793,3.185890626511423e-05,0,0.00015085327243102853,95,77.0,193,33,33,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.0034382345338869326
9,10,-7.781234582450568,3.142424977564673e-05,0,0.0001194290226553818,48,90.0,226,44,44,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.008592615382277772
10,11,-7.781255799235277,2.1216784708677494e-05,2,9.82122379467043e-05,51,103.0,259,44,44,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",0.6618120292157539
11,12,-7.781289342048728,3.354281345124832e-05,1,6.466942449545598e-05,84,116.0,292,44,44,"d_q_exc_[6, 7]_[10, 11]","[[6, 7], [10, 11]]",0.8451972357191756
12,13,-7.781305788622746,1.6446574018225135e-05,0,4.822285047723085e-05,119,129.0,325,44,50,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",0.9031012854103899
13,14,-7.781317923384149,1.2134761402826655e-05,4,3.6088089074404195e-05,93,142.0,358,44,50,"d_q_exc_[2, 5]_[4, 11]","[[2, 5], [4, 11]]",-1.0198593735502113
14,15,-7.781328760967424,1.0837583275247198e-05,8,2.5250505799156997e-05,114,155.0,391,44,57,"d_q_exc_[4, 11]_[6, 7]","[[4, 11], [6, 7]]",-0.5532567873538257
15,16,-7.7813345443954605,5.78342803603249e-06,0,1.9467077763124507e-05,203,168.0,424,55,57,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.00044740587565956006
16,17,-7.781339896421412,5.352025951310679e-06,1,1.4115051811813828e-05,222,181.0,457,66,66,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0008863992697681773
17,18,-7.781343879794499,3.983373087379505e-06,0,1.0131678724434323e-05,159,194.0,490,66,66,"d_q_exc_[2, 5]_[3, 4]","[[2, 5], [3, 4]]",0.5904088952315146
18,19,-7.781347245155311,3.365360812246365e-06,9,6.766317912187958e-06,157,207.0,523,66,66,"d_q_exc_[1, 4]_[3, 10]","[[1, 4], [3, 10]]",0.37876418092671293
19,20,-7.781350088590562,2.843435250809989e-06,8,3.922882661377969e-06,170,220.0,556,66,67,"d_q_exc_[5, 10]_[8, 9]","[[5, 10], [8, 9]]",0.3071498352004002
20,21,-7.781352391463688,2.3028731259699953e-06,5,1.6200095354079735e-06,137,233.0,589,66,73,"d_q_exc_[1, 10]_[2, 5]","[[1, 10], [2, 5]]",-0.19595530596328245
21,22,-7.781352757233792,3.6577010398275434e-07,1,1.2542394314252192e-06,171,236.0,596,66,73,s_q_exc_2_4,"[[2], [4]]",-0.12183559195732728
22,23,-7.781353341021599,5.837878065406699e-07,0,6.704516248845493e-07,207,249.0,629,66,73,"d_q_exc_[1, 4]_[6, 7]","[[1, 4], [6, 7]]",0.16135779115018847
23,24,-7.781353848741563,5.077199647374186e-07,3,1.627316601471307e-07,231,262.0,662,70,79,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",-0.24702193893839505
24,25,-7.781354008152521,1.5941095732330268e-07,0,3.3207028238280145e-09,322,275.0,695,70,79,"d_q_exc_[2, 11]_[4, 5]","[[2, 11], [4, 5]]",0.7343928900494476
25,26,-7.781354011234198,3.0816771356967365e-09,0,2.39025688131278e-10,176,288.0,728,81,90,"d_q_exc_[1, 10]_[6, 7]","[[1, 10], [6, 7]]",0.004874191752136653
26,27,-7.781354011466222,2.3202417764878192e-10,9,7.001510482496087e-12,212,301.0,761,92,101,"d_q_exc_[1, 4]_[10, 11]","[[1, 4], [10, 11]]",0.01490251730584842
27,28,-7.7813540114682285,2.006395050102583e-12,1,4.995115432393504e-12,56,314.0,794,92,101,"d_q_exc_[0, 3]_[2, 11]","[[0, 3], [2, 11]]",1.0829703436741765e-06
28,29,-7.781354011469602,1.3731238368563936e-12,0,3.6219915955371107e-12,56,327.0,827,103,112,"d_q_exc_[1, 4]_[8, 9]","[[1, 4], [8, 9]]",-0.0001562644656051034
29,30,-7.781354011470704,1.1022294188478554e-12,0,2.5197621766892553e-12,7,340.0,860,103,112,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",-0.00012500206084951307
30,31,-7.781354011471027,3.232969447708456e-13,0,2.1964652319184097e-12,9,353.0,893,103,112,"d_q_exc_[3, 4]_[6, 7]","[[3, 4], [6, 7]]",-7.818626057839676e-05
