,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.711865611455154,10.117224635684808,0,0.06884050664754326,3,3.0,7,3,4,s_q_exc_3_4,"[[3], [4]]",1.570796331096085
1,2,-7.768845193782921,0.05697958232776745,0,0.011860924319775812,1,6.0,14,6,7,s_q_exc_4_10,"[[4], [10]]",0.4443561160181225
2,3,-7.780289669817665,0.011444476034744078,0,0.00041644828503173414,37,9.0,21,9,10,s_q_exc_2_4,"[[2], [4]]",0.581002279126534
3,4,-7.780348312503007,5.864268534150341e-05,0,0.00035780559969023074,14,22.0,54,14,16,"d_q_exc_[1, 10]_[4, 11]","[[1, 10], [4, 11]]",-0.031124120291613187
4,5,-7.78039782334311,4.9510840103295095e-05,0,0.00030829475958693564,31,35.0,87,25,27,"d_q_exc_[4, 11]_[6, 7]","[[4, 11], [6, 7]]",-0.9008600480128529
5,6,-7.78044662068192,4.879733880969184e-05,2,0.0002594974207772438,26,48.0,120,25,27,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.9342615794859072
6,7,-7.780488195904983,4.157522306336148e-05,0,0.00021792219771388233,42,61.0,153,25,27,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",-0.6990405020188162
7,8,-7.780521975559218,3.377965423467799e-05,0,0.00018414254347920433,56,74.0,186,25,36,"d_q_exc_[0, 11]_[1, 2]","[[0, 11], [1, 2]]",0.015006106973813594
8,9,-7.780540540491013,1.8564931795417294e-05,1,0.00016557761168378704,71,87.0,219,28,46,"d_q_exc_[2, 11]_[6, 7]","[[2, 11], [6, 7]]",1.211661164522871
9,10,-7.780561267802861,2.0727311848212082e-05,0,0.00014485029983557496,72,100.0,252,33,46,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0021148172474004944
10,11,-7.780590348703872,2.9080901010836158e-05,0,0.0001157693988247388,73,113.0,285,38,46,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",-0.006404655641986626
11,12,-7.780611370713117,2.1022009244475726e-05,0,9.474738958026308e-05,62,126.0,318,44,54,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.002901052834982607
12,13,-7.780639628892148,2.825817903140404e-05,5,6.648921054885903e-05,94,139.0,351,44,54,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",0.6647125255926446
13,14,-7.780662096029948,2.246713779996412e-05,0,4.4022072748894914e-05,109,152.0,384,44,54,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",-0.6607490021292921
14,15,-7.780682590193828,2.0494163879725136e-05,1,2.3527908869169778e-05,119,165.0,417,44,54,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",5.926452132761434
15,16,-7.78069602733043,1.3437136602512112e-05,1,1.0090772266657666e-05,138,178.0,450,44,62,"d_q_exc_[2, 11]_[6, 7]","[[2, 11], [6, 7]]",-0.5834976427212651
16,17,-7.780699645474028,3.6181435980608967e-06,2,6.472628668596769e-06,169,191.0,483,46,72,"d_q_exc_[2, 11]_[8, 9]","[[2, 11], [8, 9]]",-0.471860046153832
17,18,-7.780702237657943,2.5921839146292314e-06,1,3.880444753967538e-06,157,204.0,516,55,72,"d_q_exc_[0, 2]_[4, 10]","[[0, 2], [4, 10]]",-0.1912454640262475
18,19,-7.780704091037355,1.8533794117203684e-06,9,2.0270653422471696e-06,191,217.0,549,55,82,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",-0.10257446710630942
19,20,-7.780705032879842,9.418424875562437e-07,0,1.085222854690926e-06,208,230.0,582,63,82,"d_q_exc_[2, 5]_[8, 9]","[[2, 5], [8, 9]]",0.19539923477739057
20,21,-7.780705680605619,6.477257770143297e-07,6,4.374970776765963e-07,292,243.0,615,74,85,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",-0.24447833092345478
21,22,-7.780706007624985,3.2701936625301187e-07,1,1.1047771142358442e-07,208,256.0,648,74,92,"d_q_exc_[0, 11]_[8, 9]","[[0, 11], [8, 9]]",-0.05153953124520508
22,23,-7.780706102641605,9.50166194613189e-08,2,1.5461091962265527e-08,235,269.0,681,85,96,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",0.17600533376093988
23,24,-7.780706113250148,1.0608543377088608e-08,0,4.852548585176919e-09,200,282.0,714,90,102,"d_q_exc_[0, 4]_[2, 10]","[[0, 4], [2, 10]]",-6.302182618988926
