,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.716025621207701,14.204525220113648,0,0.06143054407633741,3,3.0,7,3,4,s_q_exc_3_4,"[[3], [4]]",1.5707963088889367
1,2,-7.766411601425596,0.050385980217894755,0,0.011044563858442658,1,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",0.3916760598187654
2,3,-7.776845776026924,0.010434174601328117,0,0.0006103892571145408,15,9.0,21,6,8,s_q_exc_2_4,"[[2], [4]]",-0.7346600013868949
3,4,-7.776982543212352,0.0001367671854275443,0,0.00047362207168699655,13,12.0,28,6,8,s_q_exc_1_11,"[[1], [11]]",-3.1571827759607483
4,5,-7.777097881103469,0.00011533789111695114,0,0.0003582841805700454,13,15.0,35,6,8,s_q_exc_0_10,"[[0], [10]]",0.007991209685155166
5,6,-7.777147581521518,4.97004180495253e-05,0,0.0003085837625205201,34,28.0,68,17,17,"d_q_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",1.822875505477113
6,7,-7.777184958862654,3.737734113595792e-05,2,0.0002712064213845622,46,41.0,101,28,28,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",-0.9169889866392396
7,8,-7.77722833937367,4.338051101537843e-05,0,0.00022782591036918376,65,54.0,134,32,34,"d_q_exc_[0, 10]_[2, 4]","[[0, 10], [2, 4]]",3.46905372776585
8,9,-7.777306291781565,7.795240789576496e-05,0,0.0001498735024734188,41,67.0,167,32,34,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",-0.6743032734454004
9,10,-7.777342469002914,3.617722134841017e-05,0,0.00011369628112500862,89,80.0,200,38,44,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",-0.6243777893249464
10,11,-7.777367759463009,2.5290460095028777e-05,2,8.840582102997985e-05,104,93.0,233,38,44,"d_q_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",-0.42303175759081796
11,12,-7.777387132539953,1.9373076944440015e-05,0,6.903274408553983e-05,138,106.0,266,38,44,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",0.3793245883772903
12,13,-7.777405459162696,1.8326622742925736e-05,3,5.07061213426141e-05,146,119.0,299,38,44,"d_q_exc_[0, 5]_[2, 3]","[[0, 5], [2, 3]]",0.6136891166140147
13,14,-7.777421762571235,1.6303408538753672e-05,2,3.4402712803860425e-05,151,132.0,332,38,44,"d_q_exc_[1, 10]_[6, 7]","[[1, 10], [6, 7]]",-0.007801459273131087
14,15,-7.77743610899604,1.4346424805466995e-05,2,2.005628799839343e-05,89,145.0,365,38,54,"d_q_exc_[1, 10]_[8, 9]","[[1, 10], [8, 9]]",-0.008064955061886373
15,16,-7.777445064632831,8.955636790375365e-06,0,1.1100651208018064e-05,102,158.0,398,49,60,"d_q_exc_[4, 11]_[5, 10]","[[4, 11], [5, 10]]",-0.24745943148395555
16,17,-7.777449069793931,4.005161100550936e-06,0,7.095490107467128e-06,89,171.0,431,55,66,"d_q_exc_[0, 4]_[2, 10]","[[0, 4], [2, 10]]",-6.001867208790704
17,18,-7.777452150532408,3.0807384767683743e-06,0,4.014751630698754e-06,72,184.0,464,60,72,"d_q_exc_[0, 2]_[4, 10]","[[0, 2], [4, 10]]",-0.1705599398701481
18,19,-7.77745317036087,1.0198284616791398e-06,0,2.9949231690196143e-06,103,197.0,497,60,78,"d_q_exc_[2, 5]_[10, 11]","[[2, 5], [10, 11]]",-0.1655753472617325
19,20,-7.777453848108705,6.777478356312372e-07,0,2.317175333388377e-06,101,210.0,530,69,84,"d_q_exc_[0, 3]_[5, 10]","[[0, 3], [5, 10]]",0.09104404368898933
20,21,-7.777454812664128,9.645554222004193e-07,8,1.3526199111879578e-06,132,223.0,563,80,84,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.21813777713587187
21,22,-7.777455800947838,9.882837099794983e-07,8,3.6433620120845944e-07,136,236.0,596,91,92,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.20602363759098738
22,23,-7.777456083389066,2.824412286273059e-07,7,8.189497258115352e-08,224,249.0,629,91,94,"d_q_exc_[3, 10]_[6, 7]","[[3, 10], [6, 7]]",0.035613749086981145
23,24,-7.777456153997543,7.060847639905887e-08,2,1.1286496182094652e-08,214,262.0,662,91,100,"d_q_exc_[2, 5]_[3, 10]","[[2, 5], [3, 10]]",0.04505959476380232
24,25,-7.777456163150414,9.152871349726865e-09,9,2.1336248323677864e-09,296,265.0,669,91,100,s_q_exc_3_5,"[[3], [5]]",0.04850174308792286
25,26,-7.777456165157304,2.006889765482356e-09,3,1.2673506688543057e-10,342,278.0,702,91,100,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.012614436128505426
26,27,-7.77745616526448,1.0717648990521411e-10,1,1.9558576980216458e-11,136,291.0,735,91,100,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",0.002834742434318983
27,28,-7.777456165269632,5.151434834260726e-12,7,1.4407142145955731e-11,35,304.0,768,91,110,"d_q_exc_[1, 10]_[6, 7]","[[1, 10], [6, 7]]",9.091690394944815e-06
28,29,-7.777456165279396,9.764633546183177e-12,0,4.6425085997725546e-12,47,317.0,801,91,110,"d_q_exc_[1, 4]_[6, 7]","[[1, 4], [6, 7]]",3.4128534134706838e-06
29,30,-7.777456165280223,8.268941087408166e-13,0,3.815614491031738e-12,64,330.0,834,91,110,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",8.068301293474437e-05
