,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
17,18,-7.778845199052095,2.5774686726265372e-05,0,0.00011688342111781935,110,204.0,516,77,77,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",-1.0008670632115098
18,19,-7.778857692193555,1.249314146001268e-05,1,0.00010439027965780667,93,207.0,523,80,81,s_q_exc_0_4,"[[0], [4]]",0.002243959534388195
19,20,-7.778868065830525,1.03736369698737e-05,1,9.401664268793297e-05,90,220.0,556,91,92,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.7951616633299388
20,21,-7.778883687579149,1.562174862357324e-05,4,7.839489406435973e-05,141,233.0,589,91,92,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.5077700018502895
21,22,-7.778900109277062,1.642169791349346e-05,1,6.197319615086627e-05,234,246.0,622,102,103,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",-0.3548958932496566
22,23,-7.778917065977909,1.6956700847003958e-05,2,4.5016495303862314e-05,194,259.0,655,102,103,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.38539486442876175
23,24,-7.778936368456452,1.930247854264877e-05,1,2.5714016761213543e-05,284,272.0,688,113,114,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",0.4434083508907106
24,25,-7.77894604850439,9.680047938331882e-06,0,1.603396882288166e-05,152,285.0,721,124,125,"d_q_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",-0.0045622623477961834
25,26,-7.7789521142088685,6.065704478253053e-06,1,9.968264344628608e-06,205,298.0,754,135,136,"d_q_exc_[0, 5]_[1, 2]","[[0, 5], [1, 2]]",0.35461186069660144
26,27,-7.778956469849097,4.355640228936863e-06,0,5.6126241156917445e-06,298,311.0,787,146,147,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.0033822795156013205
27,28,-7.778959241518913,2.7716698154378605e-06,0,2.840954300253884e-06,207,324.0,820,146,147,"d_q_exc_[1, 4]_[2, 3]","[[1, 4], [2, 3]]",-0.004550703135936569
28,29,-7.778959710423139,4.6890422655820885e-07,2,2.372050073695675e-06,187,337.0,853,146,147,"d_q_exc_[1, 10]_[2, 5]","[[1, 10], [2, 5]]",-0.0034179343482860815
29,30,-7.77896010320218,3.927790404034681e-07,0,1.979271033292207e-06,225,350.0,886,146,147,"d_q_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",0.0006981908908065798
30,31,-7.7789609711527365,8.679505567599222e-07,2,1.1113204765322848e-06,268,363.0,919,146,147,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.15806016318372446
31,32,-7.77896125656362,2.8541088337163956e-07,5,8.259095931606453e-07,261,366.0,926,149,151,s_q_exc_0_10,"[[0], [10]]",-0.0008695777639518286
32,33,-7.7789613995666596,1.430030396321058e-07,8,6.829065535285395e-07,216,379.0,959,149,151,"d_q_exc_[1, 2]_[5, 10]","[[1, 2], [5, 10]]",0.0008252088859871679
33,34,-7.778961776537109,3.7697044952267333e-07,8,3.0593610400586613e-07,240,392.0,992,149,151,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.5177639723691214
34,35,-7.778961891154208,1.1461709892301997e-07,1,1.9131900508284616e-07,254,405.0,1025,160,162,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.0993641841779442
35,36,-7.778962005238579,1.1408437128324067e-07,0,7.723463379960549e-08,277,418.0,1058,171,173,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.0006653903110004856
36,37,-7.778962033105255,2.7866676077792363e-08,0,4.936795772181313e-08,273,431.0,1091,171,173,"d_q_exc_[1, 4]_[6, 7]","[[1, 4], [6, 7]]",-0.000476993980563425
37,38,-7.7789620549989005,2.189364511906433e-08,2,2.7474312602748796e-08,263,444.0,1124,171,179,"d_q_exc_[1, 10]_[4, 11]","[[1, 10], [4, 11]]",-0.0013207342664249262
38,39,-7.778962070937237,1.5938336872522996e-08,5,1.15359757302258e-08,288,457.0,1157,182,184,"d_q_exc_[0, 3]_[2, 11]","[[0, 3], [2, 11]]",-0.00038131640986663925
39,40,-7.778962074126547,3.1893092611312568e-09,5,8.346666469094544e-09,279,470.0,1190,182,190,"d_q_exc_[1, 10]_[6, 7]","[[1, 10], [6, 7]]",0.00032253776711169314
40,41,-7.778962077162586,3.0360389757788653e-09,0,5.310627493315678e-09,281,483.0,1223,193,200,"d_q_exc_[0, 1]_[3, 10]","[[0, 1], [3, 10]]",-5.26336643645895e-05
41,42,-7.778962078232845,1.0702594366307494e-09,7,4.240368056684929e-09,229,496.0,1256,193,200,"d_q_exc_[2, 3]_[6, 7]","[[2, 3], [6, 7]]",-0.01006606393221375
42,43,-7.778962079226888,9.940430700794423e-10,0,3.2463249866054866e-09,27,509.0,1289,204,210,"d_q_exc_[0, 1]_[2, 5]","[[0, 1], [2, 5]]",3.81195721893168e-05
43,44,-7.778962079961557,7.346692143528344e-10,1,2.5116557722526522e-09,225,522.0,1322,204,210,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",-0.011503167721290073
44,45,-7.778962080442074,4.805169595556436e-10,4,2.0311388126970087e-09,146,535.0,1355,215,220,"d_q_exc_[0, 1]_[3, 4]","[[0, 1], [3, 4]]",-1.0719059369423554e-05
45,46,-7.7789620808403,3.9822545261358755e-10,0,1.6329133600834211e-09,214,548.0,1388,226,228,"d_q_exc_[0, 11]_[8, 9]","[[0, 11], [8, 9]]",0.00014504706825950797
46,47,-7.778962080939246,9.894662866827275e-11,6,1.5339667314151484e-09,129,561.0,1421,237,239,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",0.0001062270187885599
47,48,-7.778962081011579,7.23323623219585e-11,6,1.4616343690931899e-09,154,574.0,1454,248,250,"d_q_exc_[0, 1]_[4, 11]","[[0, 1], [4, 11]]",-6.963078459337028e-06
48,49,-7.778962081044577,3.299849282711875e-11,0,1.4286358762660711e-09,51,587.0,1487,248,250,"d_q_exc_[5, 10]_[8, 9]","[[5, 10], [8, 9]]",-0.0032577359449941254
49,50,-7.778962081073157,2.857980518911063e-11,0,1.4000560710769605e-09,119,600.0,1520,259,261,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",3.843737843593161e-06
50,51,-7.778962081080834,7.677414259887883e-12,0,1.3923786568170726e-09,98,613.0,1553,259,261,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",-0.0027685202762693017
51,52,-7.778962081085896,5.061728813871014e-12,0,1.3873169280032016e-09,30,626.0,1586,259,261,"d_q_exc_[3, 10]_[4, 5]","[[3, 10], [4, 5]]",-2.07247483230703e-05
52,53,-7.7789620810921845,6.288303211476887e-12,0,1.3810286247917247e-09,102,639.0,1619,259,261,"d_q_exc_[2, 5]_[10, 11]","[[2, 5], [10, 11]]",-2.892547863788762e-06
53,54,-7.778962081094681,2.496669537777052e-12,5,1.3785319552539477e-09,108,652.0,1652,259,261,"d_q_exc_[1, 10]_[2, 11]","[[1, 10], [2, 11]]",-0.00042276028719483367
54,55,-7.778962081450431,3.5575009604826846e-10,9,1.0227818592056792e-09,208,665.0,1685,259,261,"d_q_exc_[1, 10]_[2, 3]","[[1, 10], [2, 3]]",0.0013659324164195224
55,56,-7.778962081661359,2.1092816382406454e-10,6,8.118536953816147e-10,210,678.0,1718,270,272,"d_q_exc_[0, 2]_[4, 10]","[[0, 2], [4, 10]]",-3.463853427255051e-05
56,57,-7.778962081697283,3.5923264363191265e-11,8,7.759304310184234e-10,193,691.0,1751,281,283,"d_q_exc_[0, 5]_[2, 11]","[[0, 5], [2, 11]]",-2.6979128265798218e-05
57,58,-7.778962081706687,9.404033107784926e-12,2,7.665263979106385e-10,67,704.0,1784,292,294,"d_q_exc_[0, 1]_[2, 11]","[[0, 1], [2, 11]]",4.454959926713132e-06
58,59,-7.778962081879213,1.7252599349149023e-10,6,5.940004044191483e-10,200,717.0,1817,292,294,"d_q_exc_[4, 11]_[6, 7]","[[4, 11], [6, 7]]",0.002756067782089169
59,60,-7.77896208192926,5.0047077593262657e-11,0,5.439533268258856e-10,95,730.0,1850,303,305,"d_q_exc_[0, 1]_[5, 10]","[[0, 1], [5, 10]]",1.3667664001757456e-05
60,61,-7.7789620821805014,2.512416941158335e-10,7,2.9271163271005207e-10,215,743.0,1883,303,305,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",0.003228093424043213
61,62,-7.778962082189928,9.426237568277429e-12,3,2.8328539514177464e-10,140,756.0,1916,303,305,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",3.424271306605187e-05
62,63,-7.778962082191378,1.4503953593703045e-12,0,2.8183499978240434e-10,22,769.0,1949,314,316,"d_q_exc_[0, 5]_[6, 7]","[[0, 5], [6, 7]]",-1.845344091994218e-05
63,64,-7.778962082192588,1.2096990076315706e-12,2,2.8062530077477277e-10,66,782.0,1982,314,316,"d_q_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",1.7366305472505323e-05
64,65,-7.778962082216186,2.3598012433012627e-11,9,2.5702728834176014e-10,241,795.0,2015,325,327,"d_q_exc_[0, 5]_[3, 4]","[[0, 5], [3, 4]]",1.8171784485453475e-06
65,66,-7.778962082216811,6.252776074688882e-13,9,2.5640201073429125e-10,26,808.0,2048,336,338,"d_q_exc_[0, 3]_[4, 5]","[[0, 3], [4, 5]]",7.517597340817576e-06
