,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.719855003700518,15.205527546405573,0,0.04383110851572791,3,3.0,7,3,4,s_q_exc_3_4,"[[3], [4]]",1.5707963288425169
1,2,-7.757371535421088,0.0375165317205699,0,0.006314576795158011,1,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",0.23339949657540443
2,3,-7.7630337787369585,0.005662243315870619,0,0.0006523334792873925,10,9.0,21,6,7,s_q_exc_4_10,"[[4], [10]]",0.1416563581904266
3,4,-7.763204264335484,0.00017048559852561596,0,0.00048184788076177654,58,12.0,28,6,7,s_q_exc_1_11,"[[1], [11]]",-0.009729762643784227
4,5,-7.763301051531149,9.678719566519334e-05,0,0.0003850606850965832,11,15.0,35,9,9,s_q_exc_0_10,"[[0], [10]]",0.01259400106733307
5,6,-7.763385687587229,8.46360560800008e-05,2,0.0003004246290165824,71,28.0,68,14,15,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.8214732090722605
6,7,-7.763435978954499,5.0291367269750253e-05,3,0.00025013326174683215,38,41.0,101,17,20,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.8261768836435567
7,8,-7.763485538231712,4.955927721272957e-05,5,0.00020057398453410258,35,54.0,134,17,20,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",-0.7653998887523494
8,9,-7.763534927099739,4.938886802730025e-05,2,0.00015118511650680233,51,67.0,167,25,26,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",-0.6625278430593994
9,10,-7.763562370738981,2.7443639242008544e-05,0,0.0001237414772647938,72,80.0,200,36,37,"d_q_exc_[0, 11]_[3, 4]","[[0, 11], [3, 4]]",2.250161107320291
10,11,-7.763582717421579,2.0346682597427446e-05,0,0.00010339479466736634,123,93.0,233,47,48,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.002485693726336638
11,12,-7.763602937927175,2.022050559613575e-05,0,8.317428907123059e-05,97,106.0,266,58,59,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.002507385335425934
12,13,-7.763620418045748,1.7480118573054426e-05,1,6.569417049817616e-05,73,119.0,299,58,59,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",-0.0025006307607025806
13,14,-7.76363768287146,1.726482571218213e-05,0,4.842934478599403e-05,73,132.0,332,58,59,"d_q_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",-0.002066823837466646
