,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.690283770821076,15.247547067877617,0,0.04065752900298758,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.57079632671803
1,2,-7.7254860549935085,0.03520228417243221,0,0.0054552448305553725,34,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.21727288791964983
2,3,-7.730389665984751,0.004903610991242147,0,0.0005516338393132258,7,9.0,21,6,7,s_q_exc_5_11,"[[5], [11]]",0.12064175972257848
3,4,-7.730509383146094,0.00011971716134340227,0,0.0004319166779698236,10,22.0,54,12,16,"d_q_exc_[0, 11]_[3, 4]","[[0, 11], [3, 4]]",0.03282207129626877
4,5,-7.730614917913191,0.00010553476709684873,1,0.00032638191087297486,14,35.0,87,22,26,"d_q_exc_[0, 11]_[3, 10]","[[0, 11], [3, 10]]",0.043334570288335136
5,6,-7.73067218266334,5.7264750148888766e-05,1,0.0002691171607240861,18,48.0,120,33,36,"d_q_exc_[0, 11]_[2, 5]","[[0, 11], [2, 5]]",0.049366703511202245
6,7,-7.73072059570643,4.841304309000094e-05,2,0.00022070411763408515,32,61.0,153,33,36,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",0.8181558726955659
7,8,-7.730768331771465,4.773606503505334e-05,3,0.0001729680525990318,30,74.0,186,33,36,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.7853980046171731
8,9,-7.730796814099401,2.8482327936174556e-05,0,0.00014448572466285725,30,77.0,193,33,36,s_q_exc_1_5,"[[1], [5]]",-0.0384536905456477
9,10,-7.7308195256805945,2.2711581193490815e-05,3,0.00012177414346936644,52,90.0,226,44,44,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.6253129552760579
10,11,-7.730838414560197,1.8888879602663167e-05,1,0.00010288526386670327,65,103.0,259,55,55,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.002670901628713727
11,12,-7.730857076777222,1.8662217025067207e-05,0,8.422304684163606e-05,66,116.0,292,66,66,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.0026709109537362205
12,13,-7.730874858540999,1.7781763776980597e-05,1,6.644128306465547e-05,68,129.0,325,77,77,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0022007385401366306
13,14,-7.730892636678607,1.7778137607393774e-05,0,4.866314545726169e-05,75,142.0,358,88,88,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.002200744549241979
14,15,-7.730908313795322,1.5677116715018258e-05,0,3.2986028742243434e-05,55,155.0,391,99,99,"d_q_exc_[0, 5]_[2, 3]","[[0, 5], [2, 3]]",-0.011867862790565065
15,16,-7.730916279645278,7.965849956548254e-06,0,2.502017878569518e-05,63,168.0,424,110,110,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",-0.014457609996876727
16,17,-7.7309233583096,7.078664322257566e-06,0,1.7941514463437613e-05,63,181.0,457,121,121,"d_q_exc_[0, 1]_[2, 5]","[[0, 1], [2, 5]]",-0.009666906511428456
17,18,-7.730929585991042,6.227681441650645e-06,6,1.1713833021786968e-05,120,194.0,490,121,121,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-0.48280709746315065
18,19,-7.730935120381891,5.5343908487159865e-06,4,6.1794421730709814e-06,80,207.0,523,132,132,"d_q_exc_[0, 5]_[1, 4]","[[0, 5], [1, 4]]",0.4893736506969443
19,20,-7.7309387915013135,3.6711194226768384e-06,7,2.508322750394143e-06,177,220.0,556,132,132,"d_q_exc_[1, 4]_[5, 10]","[[1, 4], [5, 10]]",0.4642452876198425
20,21,-7.73093973416025,9.426589366867688e-07,4,1.5656638137073742e-06,129,233.0,589,143,143,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.182712991899289
21,22,-7.730940709239388,9.750791374329992e-07,6,5.905846762743749e-07,117,246.0,622,143,143,"d_q_exc_[1, 10]_[3, 4]","[[1, 10], [3, 4]]",0.15702914593220357
22,23,-7.730941267508585,5.582691970928977e-07,4,3.231547918147726e-08,99,259.0,655,154,154,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.13400779543525948
23,24,-7.730941289224378,2.171579360776832e-08,0,1.0599685573708939e-08,77,272.0,688,154,154,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",0.009076801731610736
24,25,-7.730941299823196,1.0598817823392892e-08,0,8.677503160470224e-13,84,285.0,721,154,154,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",-0.011747134254355784
25,26,-7.730941299823405,2.0872192862952943e-13,0,6.590283874174929e-13,64,298.0,754,154,154,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",5.084228515625e-05
