,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-15.217049917154293,26.43143947278648,0,0.09603710241014163,3,3.0,7,3,4,s_q_exc_5_6,"[[5], [6]]",1.570796326784731
1,2,-15.239313977485535,0.022264060331242064,0,0.07377304207889956,72,16.0,40,11,11,"d_q_exc_[3, 4]_[5, 10]","[[3, 4], [5, 10]]",-0.3648211223576549
2,3,-15.258567452055933,0.019253474570398055,1,0.05451956750850151,11,29.0,73,22,22,"d_q_exc_[3, 12]_[10, 5]","[[3, 12], [10, 5]]",0.4342700907491865
3,4,-15.275065971819664,0.016498519763731068,0,0.03802104774477044,12,42.0,106,28,32,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",-0.22579678648462712
4,5,-15.285152844448033,0.010086872628368937,3,0.027934175116401505,16,55.0,139,28,32,"d_q_exc_[2, 13]_[11, 4]","[[2, 13], [11, 4]]",0.8352909834899761
5,6,-15.29309137968951,0.00793853524147714,0,0.019995639874924365,21,68.0,172,28,32,"d_q_exc_[4, 7]_[6, 5]","[[4, 7], [6, 5]]",0.6329744264078656
6,7,-15.296169908599314,0.003078528909803424,2,0.01691711096512094,33,81.0,205,33,38,"d_q_exc_[2, 13]_[4, 3]","[[2, 13], [4, 3]]",0.6784345980837504
7,8,-15.298294684716652,0.0021247761173377455,0,0.014792334847783195,31,94.0,238,44,44,"d_q_exc_[2, 10]_[4, 12]","[[2, 10], [4, 12]]",-0.3274863462779028
8,9,-15.300905176797698,0.0026104920810468,3,0.012181842766736395,38,107.0,271,55,55,"d_q_exc_[2, 11]_[5, 4]","[[2, 11], [5, 4]]",0.6315745585892909
9,10,-15.303150730476286,0.0022455536785876973,0,0.009936289088148698,45,120.0,304,55,55,"d_q_exc_[6, 13]_[12, 7]","[[6, 13], [12, 7]]",-0.4327623096182933
10,11,-15.304289700195678,0.00113896971939198,0,0.008797319368756717,45,133.0,337,66,66,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",-0.03630690663834525
11,12,-15.304764242259424,0.0004745420637455311,0,0.008322777305011186,53,146.0,370,66,66,"d_q_exc_[4, 11]_[10, 13]","[[4, 11], [10, 13]]",0.4751400836186538
12,13,-15.30509488940281,0.0003306471433859315,2,0.007992130161625255,59,159.0,403,66,67,"d_q_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",-0.26885640102895453
13,14,-15.3051736877603,7.879835749058373e-05,0,0.007913331804134671,58,162.0,410,66,67,s_q_exc_0_10,"[[0], [10]]",0.00433878667297446
14,15,-15.305232499909927,5.881214962677461e-05,0,0.007854519654507897,58,175.0,443,66,67,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.003667559662781266
15,16,-15.305288143641738,5.5643731810661734e-05,0,0.007798875922697235,57,188.0,476,66,73,"d_q_exc_[0, 3]_[4, 5]","[[0, 3], [4, 5]]",0.019604688381891444
16,17,-15.30532250956223,3.4365920491552515e-05,0,0.007764510002205682,100,201.0,509,72,76,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",-0.001828110425848476
17,18,-15.305355487108322,3.297754609299375e-05,0,0.007731532456112689,51,214.0,542,72,76,"d_q_exc_[1, 6]_[7, 10]","[[1, 6], [7, 10]]",-0.0016081192055715527
18,19,-15.305384712956704,2.9225848381386754e-05,0,0.007702306607731302,58,227.0,575,72,76,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",0.0055066590552890395
19,20,-15.305413747014738,2.9034058034227428e-05,1,0.007673272549697074,80,240.0,608,72,76,"d_q_exc_[0, 13]_[12, 1]","[[0, 13], [12, 1]]",-0.37958194370880843
20,21,-15.305439090390061,2.5343375323672035e-05,0,0.007647929174373402,91,253.0,641,72,76,"d_q_exc_[0, 1]_[12, 13]","[[0, 1], [12, 13]]",-0.0014680692383340094
21,22,-15.305463970837119,2.4880447057284982e-05,0,0.007623048727316117,142,266.0,674,72,76,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0016467682317459192
22,23,-15.305485886291446,2.191545432772557e-05,9,0.007601133272988392,88,279.0,707,72,79,"d_q_exc_[3, 12]_[11, 4]","[[3, 12], [11, 4]]",0.034728665296946244
23,24,-15.305507579073907,2.169278246100248e-05,0,0.007579440490527389,87,292.0,740,78,86,"d_q_exc_[1, 2]_[12, 13]","[[1, 2], [12, 13]]",-0.00041565085850210084
24,25,-15.305523304471224,1.572539731675704e-05,0,0.007563715093210632,77,305.0,773,78,90,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",-0.08749102575254519
25,26,-15.305536853289237,1.3548818012409924e-05,0,0.007550166275198222,88,318.0,806,83,92,"d_q_exc_[0, 5]_[2, 13]","[[0, 5], [2, 13]]",0.040036630991944266
26,27,-15.305549419857138,1.2566567901828307e-05,0,0.007537599707296394,105,331.0,839,91,96,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.0008467117439197512
27,28,-15.305558411822933,8.9919657941806e-06,0,0.0075286077415022135,119,344.0,872,102,103,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.1558688386583726
28,29,-15.30556562933928,7.217516348134723e-06,0,0.007521390225154079,119,357.0,905,102,103,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",-0.010972850974649022
29,30,-15.30557180813979,6.1788005094598475e-06,0,0.007515211424644619,117,370.0,938,113,114,"d_q_exc_[0, 11]_[10, 1]","[[0, 11], [10, 1]]",0.9742056816583852
