,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.669946506575038,13.653523506653205,0,0.0830485077213785,3,3.0,7,3,4,s_q_exc_3_8,"[[3], [8]]",-1.5707963281769912
1,2,-7.704506708723406,0.0345602021483673,0,0.0484883055730112,2,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",0.28970780109520805
2,3,-7.716045186266337,0.011538477542931247,0,0.036949828030079956,7,9.0,21,6,8,s_q_exc_2_4,"[[2], [4]]",-0.1722312262290772
3,4,-7.7161889111047905,0.0001437248384537071,0,0.03680610319162625,10,12.0,28,9,11,s_q_exc_0_2,"[[0], [2]]",0.035743573980866535
4,5,-7.716293765673586,0.00010485456879560928,0,0.03670124862283064,11,25.0,61,14,15,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.00638911308596088
5,6,-7.716360947808652,6.718213506573534e-05,1,0.036634066487764905,21,38.0,94,25,26,"d_q_exc_[0, 9]_[1, 8]","[[0, 9], [1, 8]]",0.6429321775600161
6,7,-7.716415433490175,5.448568152299771e-05,3,0.03657958080624191,40,51.0,127,25,26,"d_q_exc_[8, 11]_[9, 10]","[[8, 11], [9, 10]]",-0.7794738248599682
7,8,-7.716469564491627,5.413100145190697e-05,1,0.03652544980479,49,64.0,160,36,37,"d_q_exc_[0, 9]_[3, 8]","[[0, 9], [3, 8]]",0.4776224484625313
8,9,-7.7165111780902595,4.161359863275038e-05,0,0.03648383620615725,54,77.0,193,47,48,"d_q_exc_[0, 1]_[2, 11]","[[0, 1], [2, 11]]",-0.007332282190274603
9,10,-7.716528055698391,1.6877608131515842e-05,0,0.036466958598025734,39,90.0,226,58,59,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0016977288953517113
10,11,-7.716543957289206,1.5901590814770827e-05,7,0.03645105700721096,70,103.0,259,69,70,"d_q_exc_[0, 9]_[5, 8]","[[0, 9], [5, 8]]",0.4187353839853437
11,12,-7.716556194609523,1.2237320317076694e-05,0,0.036438819686893886,124,116.0,292,80,81,"d_q_exc_[0, 5]_[1, 4]","[[0, 5], [1, 4]]",-0.6773217815314617
12,13,-7.716563734791321,7.5401817980491614e-06,0,0.03643127950509584,85,129.0,325,80,81,"d_q_exc_[1, 2]_[5, 10]","[[1, 2], [5, 10]]",0.001468295030148423
13,14,-7.716569720219129,5.985427807608801e-06,0,0.03642529407728823,76,142.0,358,91,92,"d_q_exc_[0, 11]_[1, 2]","[[0, 11], [1, 2]]",0.18358599464750106
14,15,-7.716575640453869,5.920234740663943e-06,0,0.036419373842547564,109,155.0,391,102,103,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.5680457875535875
15,16,-7.716581378520622,5.738066752414284e-06,7,0.03641363577579515,101,168.0,424,102,103,"d_q_exc_[4, 10]_[5, 11]","[[4, 10], [5, 11]]",3.141592604314334
16,17,-7.716586386239049,5.007718427485486e-06,0,0.036408628057367665,94,181.0,457,102,103,"d_q_exc_[1, 4]_[6, 7]","[[1, 4], [6, 7]]",0.009202240464582416
