,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.62050349104959,15.015001835884307,0,0.03842887015126273,3,3.0,7,3,4,s_q_exc_3_4,"[[3], [4]]",1.5707963267946938
1,2,-7.653763577618453,0.03326008656886348,0,0.00516878358239925,1,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",-0.2104213925875548
2,3,-7.658342743055296,0.004579165436842558,0,0.0005896181455566918,9,9.0,21,6,7,s_q_exc_4_10,"[[4], [10]]",-0.11540057613655605
3,4,-7.65850449454267,0.00016175148737396228,0,0.0004278666581827295,10,12.0,28,6,7,s_q_exc_1_5,"[[1], [5]]",0.010839243540455614
4,5,-7.658580014563729,7.552002105892797e-05,0,0.00035234663712380154,16,25.0,61,14,16,"d_q_exc_[1, 10]_[3, 4]","[[1, 10], [3, 4]]",-0.08287961187722648
5,6,-7.658629639364498,4.962480076908804e-05,1,0.0003027218363547135,16,38.0,94,25,26,"d_q_exc_[1, 4]_[3, 10]","[[1, 4], [3, 10]]",0.00444780089614485
6,7,-7.6586741128542135,4.4473489715812775e-05,0,0.00025824834663890073,128,51.0,127,25,33,"d_q_exc_[3, 4]_[6, 7]","[[3, 4], [6, 7]]",0.5335449758240324
7,8,-7.658717971157814,4.3858303600430304e-05,0,0.00021439004303847042,86,64.0,160,35,43,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",0.624320610522821
8,9,-7.658757719878966,3.974872115186656e-05,3,0.00017464132188660386,59,67.0,167,35,43,s_q_exc_5_11,"[[5], [11]]",0.6144305120181319
9,10,-7.658784251483954,2.6531604988555557e-05,3,0.0001481097168980483,72,80.0,200,35,43,"d_q_exc_[2, 11]_[8, 9]","[[2, 11], [8, 9]]",-0.4805216782129552
10,11,-7.658809795287521,2.5543803566563383e-05,0,0.00012256591333148492,119,93.0,233,40,44,"d_q_exc_[2, 11]_[3, 10]","[[2, 11], [3, 10]]",-0.7117789795306004
11,12,-7.658834828141744,2.5032854223283607e-05,2,9.753305910820131e-05,105,106.0,266,40,44,"d_q_exc_[2, 11]_[6, 7]","[[2, 11], [6, 7]]",-0.6566084764274831
12,13,-7.65885606831723,2.1240175485992552e-05,0,7.629288362220876e-05,88,119.0,299,40,44,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0022488172612125327
13,14,-7.658877169160443,2.110084321316208e-05,0,5.519204040904668e-05,130,132.0,332,40,46,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.00233445572338387
14,15,-7.658893412512929,1.6243352485290075e-05,2,3.894868792375661e-05,105,145.0,365,47,48,"d_q_exc_[2, 5]_[10, 11]","[[2, 5], [10, 11]]",-0.30457351920749515
15,16,-7.658903643936148,1.0231423219764224e-05,4,2.8717264703992385e-05,196,158.0,398,52,54,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",-0.4018804284658625
16,17,-7.65891137317428,7.729238131304328e-06,0,2.0988026572688057e-05,84,161.0,405,52,54,s_q_exc_0_4,"[[0], [4]]",-0.015865557599159138
17,18,-7.65891831917358,6.945999300178585e-06,0,1.4042027272509472e-05,98,174.0,438,57,60,"d_q_exc_[0, 5]_[2, 3]","[[0, 5], [2, 3]]",0.6273836934829753
18,19,-7.658924510480841,6.19130726153827e-06,4,7.850720010971202e-06,222,187.0,471,62,70,"d_q_exc_[0, 3]_[2, 11]","[[0, 3], [2, 11]]",0.3582042975753942
19,20,-7.658930339500381,5.829019539937974e-06,0,2.0217004710332276e-06,157,200.0,504,69,72,"d_q_exc_[0, 10]_[2, 4]","[[0, 10], [2, 4]]",0.4793336487403034
20,21,-7.658931732365636,1.3928652542460895e-06,3,6.28835216787138e-07,179,213.0,537,69,72,"d_q_exc_[4, 11]_[5, 10]","[[4, 11], [5, 10]]",-0.2305589907936592
21,22,-7.658932270898864,5.385332286778066e-07,9,9.030198810933143e-08,162,226.0,570,69,72,"d_q_exc_[6, 7]_[10, 11]","[[6, 7], [10, 11]]",-0.08562807485605756
22,23,-7.658932357622406,8.672354212535538e-08,0,3.578445983976053e-09,93,239.0,603,80,81,"d_q_exc_[0, 4]_[2, 10]","[[0, 4], [2, 10]]",0.03186568338571513
23,24,-7.658932360910399,3.2879929889872983e-09,1,2.9045299498875465e-10,106,252.0,636,91,92,"d_q_exc_[0, 11]_[8, 9]","[[0, 11], [8, 9]]",0.006686468502954694
24,25,-7.658932361018124,1.0772449599016909e-10,5,1.8272849899858556e-10,109,265.0,669,102,103,"d_q_exc_[0, 5]_[1, 2]","[[0, 5], [1, 2]]",0.004079530708484221
25,26,-7.658932361097447,7.932321466341818e-11,1,1.0340528433516738e-10,48,278.0,702,113,114,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",0.0016579259040821741
26,27,-7.6589323611959585,9.851142124261969e-11,4,4.89386309254769e-12,137,291.0,735,113,114,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",-0.003052262837920553
27,28,-7.658932361196934,9.752199048307375e-13,0,3.9186431877169525e-12,50,304.0,768,113,114,"d_q_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",7.128905807017789e-05
