,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.654096069378109,14.14259566828407,0,0.09437655696034497,3,3.0,7,3,4,s_q_exc_2_9,"[[2], [9]]",-1.5707963294364942
1,2,-7.694566782391917,0.040470713013808,0,0.05390584394653697,46,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.33262786192516064
2,3,-7.711615139541568,0.01704835714965114,0,0.03685748679688583,9,9.0,21,6,8,s_q_exc_3_5,"[[3], [5]]",-0.21424625247092882
3,4,-7.711766322187021,0.00015118264545321836,0,0.03670630415143261,9,12.0,28,9,11,s_q_exc_1_3,"[[1], [3]]",-0.03375628663927821
4,5,-7.711872880271098,0.00010655808407733502,0,0.03659974606735528,11,25.0,61,11,14,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.003792883950010374
5,6,-7.711942565500618,6.968522952011114e-05,1,0.036530060837835165,23,38.0,94,22,22,"d_q_exc_[0, 9]_[1, 8]","[[0, 9], [1, 8]]",-0.7410116671392015
6,7,-7.7119948921828865,5.2326682268066804e-05,1,0.0364777341555671,37,51.0,127,25,31,"d_q_exc_[1, 8]_[2, 9]","[[1, 8], [2, 9]]",-0.32020251009312667
7,8,-7.712039716911226,4.482472833977624e-05,0,0.03643290942722732,56,64.0,160,25,31,"d_q_exc_[8, 11]_[9, 10]","[[8, 11], [9, 10]]",1.0145530350610716
8,9,-7.712072850953199,3.313404197236025e-05,0,0.03639977538525496,53,77.0,193,33,41,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.0027051237624764494
9,10,-7.712089750519638,1.6899566439576574e-05,0,0.036382875818815386,55,90.0,226,44,51,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.002877394649517954
10,11,-7.71210559843205,1.5847912411715015e-05,0,0.03636702790640367,70,103.0,259,44,51,"d_q_exc_[3, 10]_[4, 11]","[[3, 10], [4, 11]]",-0.6363925954734201
11,12,-7.712120367512665,1.4769080615373298e-05,3,0.0363522588257883,87,116.0,292,44,51,"d_q_exc_[4, 11]_[6, 7]","[[4, 11], [6, 7]]",0.2454288540928545
12,13,-7.712133170106272,1.2802593606586754e-05,0,0.03633945623218171,89,129.0,325,55,57,"d_q_exc_[0, 5]_[1, 4]","[[0, 5], [1, 4]]",0.8977801861230715
13,14,-7.712139714303586,6.544197313829159e-06,0,0.03633291203486788,84,142.0,358,66,66,"d_q_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",-0.0016340817004773032
14,15,-7.712146255734216,6.541430630058187e-06,9,0.03632637060423782,105,155.0,391,66,66,"d_q_exc_[4, 9]_[5, 8]","[[4, 9], [5, 8]]",-0.37870290285534147
15,16,-7.7121527075273555,6.451793139738982e-06,0,0.036319918811098084,148,168.0,424,66,68,"d_q_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",0.6448945630018525
16,17,-7.712156733794176,4.026266820389424e-06,0,0.036315892544277695,139,181.0,457,66,79,"d_q_exc_[1, 10]_[2, 5]","[[1, 10], [2, 5]]",0.21043746134576793
17,18,-7.712159729570385,2.9957762093246743e-06,0,0.03631289676806837,123,194.0,490,66,79,"d_q_exc_[3, 4]_[5, 10]","[[3, 4], [5, 10]]",-0.3982121264067487
