,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.593265370647441,14.98776371548216,0,0.05123347246308807,3,3.0,7,3,4,s_q_exc_3_6,"[[3], [6]]",-1.5707963273160728
1,2,-7.615286006230332,0.02202063558289069,0,0.02921283688019738,2,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",-0.1881127445449099
2,3,-7.618067664536986,0.002781658306654222,0,0.026431178573543157,8,9.0,21,6,8,s_q_exc_2_4,"[[2], [4]]",-0.08339155052417896
3,4,-7.6181474572004175,7.979266343127733e-05,0,0.02635138591011188,10,12.0,28,6,8,s_q_exc_1_5,"[[1], [5]]",-0.0068707204308188575
4,5,-7.618219473165008,7.201596459083248e-05,0,0.026279369945521047,10,25.0,61,11,14,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.00552990291532607
5,6,-7.618286331971915,6.685880690682211e-05,0,0.026212511138614225,105,28.0,68,11,14,s_q_exc_3_5,"[[3], [5]]",0.8578614540737708
6,7,-7.618335168918134,4.883694621860002e-05,1,0.026163674192395625,41,41.0,101,17,19,"d_q_exc_[3, 6]_[4, 7]","[[3, 6], [4, 7]]",1.168917503041159
7,8,-7.618380254300935,4.508538280134644e-05,0,0.02611858880959428,46,54.0,134,22,25,"d_q_exc_[1, 4]_[3, 10]","[[1, 4], [3, 10]]",0.08618086690294145
8,9,-7.618438552079412,5.829777847665696e-05,0,0.02606029103111762,61,57.0,141,25,29,s_q_exc_3_11,"[[3], [11]]",0.6763810315309989
9,10,-7.618462813444849,2.4261365437538984e-05,0,0.026036029665680083,75,70.0,174,31,39,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.3299252977434271
10,11,-7.618479720385097,1.6906940247807256e-05,1,0.026019122725432275,71,83.0,207,33,39,"d_q_exc_[0, 5]_[8, 9]","[[0, 5], [8, 9]]",0.41550879828430565
11,12,-7.618497091253491,1.7370868393484784e-05,1,0.02600175185703879,90,96.0,240,36,42,"d_q_exc_[1, 4]_[8, 9]","[[1, 4], [8, 9]]",0.0314749417701696
12,13,-7.61850863791541,1.1546661919048518e-05,0,0.025990205195119742,97,109.0,273,47,53,"d_q_exc_[1, 6]_[2, 7]","[[1, 6], [2, 7]]",-0.013455404255214288
