,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.705028833621109,12.257914461963455,0,0.07393324885222974,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963265183675
1,2,-7.763993392696563,0.05896455907545484,0,0.014968689776774902,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",-2.8571309039208588
2,3,-7.778463959058543,0.014470566361979742,1,0.0004981234147951596,12,9.0,21,6,7,s_q_exc_5_11,"[[5], [11]]",0.3718496594313354
3,4,-7.778555612254846,9.165319630266566e-05,0,0.000406470218492494,11,22.0,54,12,16,"d_q_exc_[0, 11]_[3, 10]","[[0, 11], [3, 10]]",0.03938466923839347
4,5,-7.778629684916891,7.4072662044955e-05,0,0.000332397556447539,13,25.0,61,12,16,s_q_exc_1_5,"[[1], [5]]",-0.021793436064479935
5,6,-7.7786832141422835,5.352922539270111e-05,0,0.0002788683310548379,60,38.0,94,20,21,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",0.7855395030064618
6,7,-7.778735962919129,5.2748776845135126e-05,1,0.00022611955420970276,23,51.0,127,20,21,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.8759692034426486
7,8,-7.778765965393384,3.0002474255219624e-05,0,0.00019611707995448313,42,64.0,160,22,22,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.6254786953052399
8,9,-7.77878910169826,2.3136304876381075e-05,4,0.00017298077507810206,72,77.0,193,26,31,"d_q_exc_[2, 5]_[8, 9]","[[2, 5], [8, 9]]",-0.5853998880877632
9,10,-7.778812204280513,2.3102582252576553e-05,0,0.0001498781928255255,57,90.0,226,33,33,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.00247012258132013
10,11,-7.778835005012658,2.280073214500078e-05,0,0.00012707746068052472,71,103.0,259,44,44,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.0024701289588709746
11,12,-7.778856523460867,2.151844820907911e-05,1,0.00010555901247144561,60,116.0,292,55,55,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.003262179410505348
12,13,-7.77887725758287,2.073412200331859e-05,1,8.482489046812702e-05,61,119.0,299,55,55,s_q_exc_4_10,"[[4], [10]]",-0.5588849896130693
13,14,-7.7788981282468725,2.0870664002359263e-05,0,6.395422646576776e-05,89,132.0,332,55,55,"d_q_exc_[1, 4]_[10, 11]","[[1, 4], [10, 11]]",5.315811506455969
14,15,-7.7789192387485695,2.111050169695261e-05,0,4.284372476881515e-05,118,145.0,365,66,66,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0032621995142836538
15,16,-7.778931068495659,1.1829747089464604e-05,9,3.1013977679350546e-05,127,158.0,398,66,66,"d_q_exc_[1, 4]_[5, 10]","[[1, 4], [5, 10]]",-0.7326531120473887
16,17,-7.778939796890004,8.72839434507e-06,3,2.2285583334280545e-05,141,171.0,431,66,66,"d_q_exc_[1, 4]_[2, 11]","[[1, 4], [2, 11]]",5.710928627312411
17,18,-7.778945423703571,5.6268135670833885e-06,9,1.6658769767197157e-05,144,184.0,464,66,74,"d_q_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",0.6993222940284455
18,19,-7.778954014847173,8.591143601854867e-06,6,8.06762616534229e-06,141,197.0,497,75,85,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-6.944791877369182
19,20,-7.778959239289174,5.224442000795193e-06,2,2.8431841645470968e-06,140,210.0,530,80,91,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.24031766010699085
20,21,-7.778960351632578,1.1123434040527513e-06,0,1.7308407604943454e-06,108,223.0,563,91,102,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",-0.18893981170726845
21,22,-7.778961626575908,1.2749433304648505e-06,0,4.558974300294949e-07,104,236.0,596,102,113,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",0.07208752789005243
22,23,-7.778961898592728,2.720168197356543e-07,1,1.8388061029384062e-07,156,249.0,629,102,113,"d_q_exc_[2, 3]_[5, 10]","[[2, 3], [5, 10]]",-0.10269494665573208
23,24,-7.778962081708452,1.8311572436147117e-07,7,7.648859323694523e-10,214,262.0,662,113,124,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",0.49487882286382817
24,25,-7.778962082471681,7.632285914382919e-10,1,1.6573409311604337e-12,142,275.0,695,118,130,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.004006046582785728
25,26,-7.77896208247237,6.892264536872972e-13,0,9.681144774731365e-13,51,288.0,728,129,141,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",-6.282195872394042
