,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.709312962601156,13.366012302351786,0,0.06883824951301776,3,3.0,7,3,4,s_q_exc_3_4,"[[3], [4]]",1.5707963267975247
1,2,-7.764908078634818,0.05559511603366207,0,0.013243133479355684,1,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",0.435536186036378
2,3,-7.777598533304667,0.012690454669849416,0,0.0005526788095062685,15,9.0,21,6,8,s_q_exc_2_4,"[[2], [4]]",-0.818917787850998
3,4,-7.777711166985576,0.00011263368090830284,0,0.00044004512859796563,14,22.0,54,11,13,"d_q_exc_[1, 10]_[4, 11]","[[1, 10], [4, 11]]",-0.03339056801964872
4,5,-7.777806697114279,9.553012870355815e-05,0,0.0003445149998944075,16,25.0,61,12,16,s_q_exc_0_10,"[[0], [10]]",0.009932484037495366
5,6,-7.777861277700958,5.458058667873189e-05,1,0.0002899344132156756,30,38.0,94,22,23,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",-0.7836816127816753
6,7,-7.777915058501046,5.3780800087999125e-05,1,0.00023615361312767646,28,51.0,127,22,23,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",-0.7839248148977529
7,8,-7.777942303545661,2.7245044615042957e-05,2,0.0002089085685126335,45,64.0,160,22,26,"d_q_exc_[0, 11]_[1, 2]","[[0, 11], [1, 2]]",0.6874820893155111
8,9,-7.777969543671138,2.724012547705712e-05,8,0.0001816684430355764,58,77.0,193,22,32,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",0.8955039624530994
9,10,-7.777991046115418,2.1502444280230293e-05,1,0.0001601659987553461,58,90.0,226,25,38,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.002218961311716225
10,11,-7.778011717733071,2.0671617653178487e-05,0,0.0001394943811021676,62,103.0,259,36,38,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0030998764630925392
11,12,-7.778032642171578,2.0924438506320087e-05,0,0.00011856994259584752,68,116.0,292,39,48,"d_q_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",-0.0061026340537127365
12,13,-7.778056639958489,2.3997786911422736e-05,3,9.457215568442479e-05,129,129.0,325,39,48,"d_q_exc_[2, 5]_[6, 7]","[[2, 5], [6, 7]]",1.1736027334529564
13,14,-7.778077426590548,2.0786632059177634e-05,3,7.378552362524715e-05,149,142.0,358,49,57,"d_q_exc_[2, 5]_[8, 9]","[[2, 5], [8, 9]]",-0.41083029586166075
14,15,-7.778099325106183,2.189851563461076e-05,0,5.188700799063639e-05,111,155.0,391,49,57,"d_q_exc_[0, 5]_[8, 9]","[[0, 5], [8, 9]]",-0.6590876911971464
15,16,-7.778114084878702,1.4759772518857517e-05,4,3.7127235471778874e-05,106,168.0,424,60,68,"d_q_exc_[2, 3]_[5, 10]","[[2, 3], [5, 10]]",-0.5713296887299877
