,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-15.271488720789199,29.555993452309913,0,0.06278031900151326,3,3.0,7,3,4,s_q_exc_4_9,"[[4], [9]]",1.5707963258720472
1,2,-15.28872382033177,0.017235099542570964,0,0.0455452194589423,1,16.0,40,11,11,"d_q_exc_[2, 5]_[4, 11]","[[2, 5], [4, 11]]",0.2449179170077383
2,3,-15.299935880279763,0.01121205994799368,1,0.03433315951094862,12,29.0,73,22,22,"d_q_exc_[2, 13]_[11, 4]","[[2, 13], [11, 4]]",-0.44944071348849074
3,4,-15.310254944697844,0.010319064418080615,0,0.024014095092868004,12,42.0,106,33,33,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",-0.1959794657551654
4,5,-15.316219502846996,0.00596455814915231,4,0.018049536943715694,18,55.0,139,33,33,"d_q_exc_[3, 12]_[10, 5]","[[3, 12], [10, 5]]",-1.0076573549918717
5,6,-15.32232055882839,0.006101055981392989,3,0.011948480962322705,25,68.0,172,33,33,"d_q_exc_[5, 8]_[9, 12]","[[5, 8], [9, 12]]",-1.042482357602971
6,7,-15.324532302483565,0.002211743655175624,0,0.00973673730714708,32,81.0,205,44,44,"d_q_exc_[2, 5]_[4, 3]","[[2, 5], [4, 3]]",0.3532805142460123
7,8,-15.327067411056946,0.0025351085733813505,0,0.00720162873376573,33,94.0,238,44,44,"d_q_exc_[3, 11]_[5, 13]","[[3, 11], [5, 13]]",0.3562462708767559
8,9,-15.329757367201644,0.0026899561446978026,3,0.004511672589067928,38,107.0,271,44,49,"d_q_exc_[3, 10]_[5, 4]","[[3, 10], [5, 4]]",-0.6761972052233911
9,10,-15.331339093144678,0.0015817259430335184,0,0.0029299466460344092,40,120.0,304,55,59,"d_q_exc_[2, 3]_[6, 7]","[[2, 3], [6, 7]]",-0.03991228958200899
10,11,-15.332235915291616,0.0008968221469380921,0,0.002033124499096317,48,133.0,337,55,59,"d_q_exc_[8, 13]_[12, 9]","[[8, 13], [12, 9]]",0.3559601964458187
11,12,-15.332397506421177,0.00016159112956160016,0,0.001871533369534717,55,146.0,370,55,60,"d_q_exc_[5, 10]_[11, 12]","[[5, 10], [11, 12]]",0.4574876952447862
12,13,-15.3324770771051,7.957068392272504e-05,9,0.001791962685611992,61,159.0,403,55,70,"d_q_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",-0.19878123963113908
13,14,-15.332556935597745,7.985849264535716e-05,0,0.0017121041929666347,106,162.0,410,55,70,s_q_exc_1_11,"[[1], [11]]",-0.006715234668848815
14,15,-15.33263346571633,7.653011858543834e-05,0,0.0016355740743811964,132,175.0,443,61,76,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",-0.029809711682010485
15,16,-15.332707558640042,7.409292371107767e-05,6,0.0015614811506701187,74,188.0,476,72,82,"d_q_exc_[2, 13]_[10, 5]","[[2, 13], [10, 5]]",-0.0796608815751426
16,17,-15.33277010414075,6.254550070750042e-05,0,0.0014989356499626183,62,201.0,509,72,82,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.0035100896821008178
17,18,-15.332815585770991,4.5481630241539506e-05,0,0.0014534540197210788,67,214.0,542,72,82,"d_q_exc_[0, 9]_[8, 11]","[[0, 9], [8, 11]]",0.0032051757961097473
18,19,-15.332860954351226,4.536858023485024e-05,6,0.0014080854394862286,83,227.0,575,72,82,"d_q_exc_[10, 11]_[12, 13]","[[10, 11], [12, 13]]",-0.0007583497781029137
19,20,-15.332903982503467,4.302815224122014e-05,1,0.0013650572872450084,93,240.0,608,72,82,"d_q_exc_[0, 13]_[12, 1]","[[0, 13], [12, 1]]",-0.355245630181752
20,21,-15.332941098992768,3.711648930071476e-05,0,0.0013279407979442936,156,253.0,641,78,86,"d_q_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",-0.006264443893875786
21,22,-15.332969957129118,2.8858136349896313e-05,2,0.0012990826615943973,108,266.0,674,83,92,"d_q_exc_[0, 3]_[2, 1]","[[0, 3], [2, 1]]",-0.8833243095155338
22,23,-15.332997993628826,2.8036499708505858e-05,0,0.0012710461618858915,96,279.0,707,83,92,"d_q_exc_[0, 1]_[12, 13]","[[0, 1], [12, 13]]",-0.002037698319471416
23,24,-15.333022609102175,2.4615473348532646e-05,0,0.0012464306885373588,114,292.0,740,83,92,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0017588678619278584
24,25,-15.333038970524239,1.6361422064292697e-05,9,0.0012300692664730661,122,305.0,773,83,92,"d_q_exc_[3, 10]_[7, 6]","[[3, 10], [7, 6]]",0.027707576752674677
25,26,-15.33305458801015,1.5617485910723872e-05,0,0.0012144517805623423,108,318.0,806,83,92,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.0061702273787033355
26,27,-15.333068236056915,1.3648046765624144e-05,0,0.0012008037337967181,121,331.0,839,89,102,"d_q_exc_[1, 2]_[12, 13]","[[1, 2], [12, 13]]",-0.004306028445106901
27,28,-15.333081682077665,1.3446020750151888e-05,0,0.0011873577130465662,166,344.0,872,89,102,"d_q_exc_[0, 3]_[12, 13]","[[0, 3], [12, 13]]",0.0005943953267230426
28,29,-15.333090463324577,8.78124691183757e-06,0,0.0011785764661347287,125,347.0,879,89,102,s_q_exc_1_3,"[[1], [3]]",-0.04324212659864537
29,30,-15.333095378675523,4.915350945822183e-06,0,0.0011736611151889065,132,360.0,912,99,108,"d_q_exc_[0, 13]_[5, 2]","[[0, 13], [5, 2]]",0.023063115653370506
30,31,-15.333100226610291,4.8479347682928164e-06,1,0.0011688131804206137,134,373.0,945,110,110,"d_q_exc_[0, 3]_[4, 5]","[[0, 3], [4, 5]]",-0.020830178440922543
31,32,-15.33310379551882,3.5689085287060607e-06,0,0.0011652442718919076,131,386.0,978,121,121,"d_q_exc_[0, 5]_[4, 1]","[[0, 5], [4, 1]]",-0.23127383481704472
32,33,-15.333107631598459,3.83607963883037e-06,1,0.0011614081922530772,154,399.0,1011,132,132,"d_q_exc_[0, 12]_[4, 2]","[[0, 12], [4, 2]]",-0.020741870589687954
33,34,-15.333109538714737,1.907116278232479e-06,0,0.0011595010759748448,154,412.0,1044,143,143,"d_q_exc_[0, 5]_[2, 13]","[[0, 5], [2, 13]]",0.0026669379966611276
34,35,-15.33311117413165,1.6354169130039509e-06,4,0.0011578656590618408,162,425.0,1077,154,154,"d_q_exc_[0, 1]_[4, 13]","[[0, 1], [4, 13]]",-0.00021995262330281034
35,36,-15.333112574063273,1.3999316230695058e-06,3,0.0011564657274387713,171,438.0,1110,165,165,"d_q_exc_[0, 9]_[8, 1]","[[0, 9], [8, 1]]",0.2187239108413268
36,37,-15.333114089393767,1.5153304939730106e-06,2,0.0011549503969447983,164,451.0,1143,176,176,"d_q_exc_[0, 11]_[4, 13]","[[0, 11], [4, 13]]",-0.0083854914203239
37,38,-15.333115281201216,1.1918074491745756e-06,9,0.0011537585894956237,162,464.0,1176,176,176,"d_q_exc_[1, 8]_[9, 10]","[[1, 8], [9, 10]]",-0.004482463184499852
38,39,-15.333117042970068,1.761768851693546e-06,0,0.0011519968206439302,164,477.0,1209,176,176,"d_q_exc_[1, 5]_[3, 13]","[[1, 5], [3, 13]]",0.014665893933019425
39,40,-15.333118464968923,1.4219988546670947e-06,0,0.001150574821789263,256,490.0,1242,187,187,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.28589303663515375
40,41,-15.333119393100784,9.281318611442657e-07,2,0.0011496466899281188,171,503.0,1275,198,198,"d_q_exc_[0, 12]_[10, 4]","[[0, 12], [10, 4]]",-0.02600935681510237
41,42,-15.333120962107833,1.5690070487295316e-06,6,0.0011480776828793893,199,516.0,1308,209,209,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.0019497655060801253
42,43,-15.333122245186003,1.2830781699335603e-06,7,0.0011467946047094557,206,529.0,1341,220,220,"d_q_exc_[0, 5]_[4, 3]","[[0, 5], [4, 3]]",0.008122647234911455
43,44,-15.333124416845113,2.1716591103171368e-06,1,0.0011446229455991386,213,542.0,1374,231,231,"d_q_exc_[0, 10]_[4, 12]","[[0, 10], [4, 12]]",0.012000918455485341
44,45,-15.33312536439393,9.475488162991041e-07,2,0.0011436753967828395,220,555.0,1407,242,242,"d_q_exc_[0, 3]_[2, 11]","[[0, 3], [2, 11]]",0.013757707645252542
45,46,-15.333126126304862,7.61910932567389e-07,0,0.001142913485850272,251,568.0,1440,253,253,"d_q_exc_[0, 5]_[10, 13]","[[0, 5], [10, 13]]",0.003969721994932342
46,47,-15.33312709807153,9.717666689113003e-07,8,0.0011419417191813608,224,571.0,1447,256,257,s_q_exc_0_2,"[[0], [2]]",-0.006350609050057914
47,48,-15.333128143229821,1.0451582905801615e-06,1,0.0011408965608907806,212,584.0,1480,267,268,"d_q_exc_[0, 13]_[12, 11]","[[0, 13], [12, 11]]",-0.010815979734152558
48,49,-15.333128815436433,6.722066121511716e-07,5,0.0011402243542786294,281,597.0,1513,278,279,"d_q_exc_[0, 11]_[10, 1]","[[0, 11], [10, 1]]",0.9820872454466348
49,50,-15.333129395863102,5.804266685061066e-07,1,0.0011396439276101233,240,610.0,1546,289,290,"d_q_exc_[0, 5]_[3, 12]","[[0, 5], [3, 12]]",-0.011122212982034668
50,51,-15.333129734055543,3.381924411627324e-07,5,0.0011393057351689606,240,623.0,1579,300,301,"d_q_exc_[0, 4]_[10, 12]","[[0, 4], [10, 12]]",-0.008201892205173698
51,52,-15.333130668901584,9.348460405789183e-07,2,0.0011383708891283817,262,636.0,1612,311,312,"d_q_exc_[0, 3]_[5, 12]","[[0, 3], [5, 12]]",0.008542968780624395
52,53,-15.333131000526155,3.31624571359157e-07,3,0.0011380392645570225,309,649.0,1645,311,312,"d_q_exc_[2, 10]_[4, 12]","[[2, 10], [4, 12]]",0.04773835921331855
53,54,-15.333131295146666,2.946205110987421e-07,5,0.0011377446440459238,327,662.0,1678,311,312,"d_q_exc_[1, 5]_[11, 13]","[[1, 5], [11, 13]]",0.0036503850542108046
54,55,-15.333131745168178,4.5002151161099846e-07,1,0.0011372946225343128,266,675.0,1711,322,323,"d_q_exc_[0, 9]_[8, 3]","[[0, 9], [8, 3]]",0.005879549727431151
55,56,-15.333132407787433,6.626192554648469e-07,8,0.001136632003278848,273,688.0,1744,333,334,"d_q_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",-0.022455020838542197
56,57,-15.333132761350036,3.5356260319474586e-07,1,0.0011362784406756532,367,701.0,1777,344,345,"d_q_exc_[0, 13]_[4, 1]","[[0, 13], [4, 1]]",-0.6451232922209752
57,58,-15.333133083975994,3.2262595794918525e-07,8,0.001135955814717704,247,714.0,1810,344,345,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",-0.024115348321269735
58,59,-15.333133221198674,1.372226794416065e-07,9,0.0011358185920382624,298,727.0,1843,344,345,"d_q_exc_[5, 12]_[7, 6]","[[5, 12], [7, 6]]",0.020105666357961172
59,60,-15.333133359205675,1.3800700138233424e-07,2,0.00113568058503688,343,740.0,1876,344,345,"d_q_exc_[1, 10]_[12, 13]","[[1, 10], [12, 13]]",0.008111250976076382
60,61,-15.33313387769571,5.184900349064492e-07,9,0.0011351620950019736,435,753.0,1909,355,356,"d_q_exc_[0, 11]_[10, 1]","[[0, 11], [10, 1]]",-0.9675114861347907
61,62,-15.333133944118654,6.642294358982781e-08,0,0.0011350956720583838,346,766.0,1942,355,356,"d_q_exc_[1, 10]_[7, 6]","[[1, 10], [7, 6]]",-0.003025063043331032
62,63,-15.333133979864996,3.574634277470068e-08,2,0.001135059925715609,337,779.0,1975,366,367,"d_q_exc_[0, 5]_[1, 12]","[[0, 5], [1, 12]]",0.03325574556798518
63,64,-15.333134112836076,1.3297107948062603e-07,9,0.0011349269546361285,402,792.0,2008,366,367,"d_q_exc_[5, 12]_[11, 10]","[[5, 12], [11, 10]]",-0.1337120219580147
64,65,-15.333134168398724,5.556264781603204e-08,6,0.0011348713919883124,419,805.0,2041,366,367,"d_q_exc_[3, 10]_[12, 13]","[[3, 10], [12, 13]]",-0.024754027780210363
65,66,-15.333134206836128,3.843740437048382e-08,9,0.001134832954583942,447,818.0,2074,366,367,"d_q_exc_[1, 12]_[2, 13]","[[1, 12], [2, 13]]",0.021359906550326605
66,67,-15.333134238525425,3.1689296520198695e-08,5,0.0011348012652874218,357,831.0,2107,377,378,"d_q_exc_[0, 11]_[12, 13]","[[0, 11], [12, 13]]",-0.002248280651216828
67,68,-15.333134263771928,2.524650355439917e-08,3,0.0011347760187838674,266,844.0,2140,388,389,"d_q_exc_[0, 1]_[2, 11]","[[0, 1], [2, 11]]",-0.002162261665179673
68,69,-15.333134296065982,3.229405365345883e-08,8,0.001134743724730214,410,857.0,2173,399,400,"d_q_exc_[0, 11]_[5, 4]","[[0, 11], [5, 4]]",-0.02334269191579695
69,70,-15.333134306538485,1.047250286489998e-08,0,0.001134733252227349,318,870.0,2206,399,400,"d_q_exc_[1, 3]_[5, 13]","[[1, 3], [5, 13]]",-0.0019208235705817803
70,71,-15.333134339084308,3.254582381373439e-08,7,0.0011347007064035353,569,883.0,2239,399,400,"d_q_exc_[2, 10]_[4, 12]","[[2, 10], [4, 12]]",-0.09147125066211041
71,72,-15.33313434718525,8.100942139321887e-09,4,0.001134692605461396,353,896.0,2272,399,400,"d_q_exc_[2, 11]_[7, 6]","[[2, 11], [7, 6]]",0.026869755906267428
72,73,-15.33313435303842,5.853168616454241e-09,9,0.0011346867522927795,367,909.0,2305,399,400,"d_q_exc_[1, 13]_[5, 3]","[[1, 13], [5, 3]]",0.14612779724117972
73,74,-15.333134355871376,2.8329569801144316e-09,1,0.0011346839193357994,439,922.0,2338,410,411,"d_q_exc_[0, 1]_[5, 12]","[[0, 1], [5, 12]]",-0.00036723631639013507
74,75,-15.333134357620228,1.748851730098977e-09,6,0.0011346821704840693,303,935.0,2371,410,411,"d_q_exc_[1, 10]_[5, 12]","[[1, 10], [5, 12]]",-0.007018638097115475
75,76,-15.333134359564909,1.9446808607881394e-09,3,0.0011346802258032085,441,948.0,2404,410,411,"d_q_exc_[1, 4]_[10, 13]","[[1, 4], [10, 13]]",0.0028409665555608403
76,77,-15.333134367366577,7.80166864444709e-09,8,0.001134672424134564,517,961.0,2437,410,411,"d_q_exc_[3, 10]_[7, 6]","[[3, 10], [7, 6]]",-0.06380161311528046
77,78,-15.333134368342517,9.759393293506946e-10,2,0.0011346714481952347,296,974.0,2470,410,411,"d_q_exc_[3, 12]_[11, 4]","[[3, 12], [11, 4]]",-0.128710749504494
78,79,-15.333134371217989,2.8754723047086372e-09,7,0.00113466857272293,424,987.0,2503,421,422,"d_q_exc_[0, 13]_[12, 3]","[[0, 13], [12, 3]]",-0.019972960368168657
79,80,-15.333134371771905,5.539160241596619e-10,6,0.0011346680188069058,389,1000.0,2536,432,433,"d_q_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",0.012840004860015339
80,81,-15.333134375960935,4.189029567669422e-09,7,0.0011346638297773382,535,1013.0,2569,443,444,"d_q_exc_[0, 11]_[3, 2]","[[0, 11], [3, 2]]",0.003504765250455891
81,82,-15.33313437618039,2.1945467665318574e-10,0,0.0011346636103226615,230,1026.0,2602,443,444,"d_q_exc_[2, 4]_[10, 12]","[[2, 4], [10, 12]]",0.009772994610139684
