,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.631080401130906,10.036439425360566,0,0.14962571697164417,31,3.0,7,3,4,s_q_exc_3_5,"[[3], [5]]",-2.0870193833866666
1,2,-7.711865611455141,0.08078521032423502,1,0.06884050664740915,65,16.0,40,11,13,"d_q_exc_[2, 5]_[3, 4]","[[2, 5], [3, 4]]",0.7463359967269926
2,3,-7.734949193812765,0.02308358235762409,4,0.04575692428978506,13,19.0,47,11,14,s_q_exc_3_11,"[[3], [11]]",0.5404771875037091
3,4,-7.769150035895319,0.03420084208255414,2,0.011556082207230922,22,32.0,80,22,24,"d_q_exc_[2, 3]_[5, 10]","[[2, 3], [5, 10]]",1.5708100477433724
4,5,-7.77631642849108,0.0071663925957610175,1,0.004389689611469905,21,45.0,113,28,35,"d_q_exc_[3, 10]_[4, 11]","[[3, 10], [4, 11]]",-0.989844729717173
5,6,-7.780289669817642,0.003973241326561627,9,0.00041644828490827734,79,58.0,146,39,46,"d_q_exc_[3, 4]_[5, 10]","[[3, 4], [5, 10]]",-0.4405913932799432
6,7,-7.780334928536192,4.525871854976771e-05,0,0.00037118956635850964,22,61.0,153,39,46,s_q_exc_1_11,"[[1], [11]]",-0.00948639904971978
7,8,-7.780379482401866,4.455386567414621e-05,1,0.00032663570068436343,39,74.0,186,39,46,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",-1.1147023149608986
8,9,-7.780422056261359,4.257385949291148e-05,0,0.00028406184119145195,37,87.0,219,45,56,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.3916589994828451
9,10,-7.780441978898096,1.9922636736779964e-05,3,0.000264139204454672,67,100.0,252,45,56,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",1.3663198103586707
10,11,-7.780460464957629,1.8486059533806554e-05,0,0.00024565314492086543,100,113.0,285,45,56,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0029753501707812406
11,12,-7.780495895911833,3.5430954203441445e-05,0,0.00021022219071742398,72,126.0,318,45,56,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",-0.7118247107970307
12,13,-7.7805140414444205,1.814553258761009e-05,1,0.0001920766581298139,171,139.0,351,45,56,"d_q_exc_[0, 5]_[8, 9]","[[0, 5], [8, 9]]",0.010286813039634482
13,14,-7.7805332291308265,1.918768640596369e-05,8,0.0001728889717238502,151,152.0,384,45,56,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",0.5019316172368227
14,15,-7.780551036580084,1.7807449257389862e-05,0,0.00015508152246646034,71,165.0,417,55,56,"d_q_exc_[0, 5]_[6, 7]","[[0, 5], [6, 7]]",0.0083546549473074
15,16,-7.780565924185353,1.4887605269464643e-05,1,0.0001401939171969957,120,178.0,450,55,56,"d_q_exc_[1, 9]_[2, 4]","[[1, 9], [2, 4]]",3.1415926535934307
16,17,-7.780579440487199,1.3516301845761802e-05,1,0.0001266776153512339,91,191.0,483,55,56,"d_q_exc_[1, 7]_[2, 4]","[[1, 7], [2, 4]]",3.14159265359619
17,18,-7.780593631298074,1.4190810874836757e-05,1,0.00011248680447639714,138,204.0,516,66,66,"d_q_exc_[0, 3]_[1, 2]","[[0, 3], [1, 2]]",-0.3572255687037155
18,19,-7.780611917731827,1.8286433753011977e-05,0,9.420037072338516e-05,138,217.0,549,77,77,"d_q_exc_[0, 5]_[1, 2]","[[0, 5], [1, 2]]",0.8118192499937603
19,20,-7.780627848457552,1.5930725725255e-05,0,7.826964499813016e-05,157,230.0,582,88,88,"d_q_exc_[0, 5]_[1, 4]","[[0, 5], [1, 4]]",0.8058673795816528
20,21,-7.78063889325517,1.1044797617820734e-05,0,6.722484738030943e-05,187,243.0,615,88,88,"d_q_exc_[1, 4]_[2, 5]","[[1, 4], [2, 5]]",0.0033741145359508155
