,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.711865611455151,10.117224635684805,0,0.0688405066474651,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963222734138
1,2,-7.768845193782916,0.05697958232776479,0,0.011860924319700317,40,6.0,14,6,7,s_q_exc_5_11,"[[5], [11]]",0.4443655452537108
2,3,-7.780289669817661,0.011444476034744966,0,0.0004164482849553508,15,9.0,21,9,10,s_q_exc_3_5,"[[3], [5]]",0.5816342481343975
3,4,-7.780348312503003,5.864268534239159e-05,1,0.0003578055996129592,16,22.0,54,11,13,"d_q_exc_[0, 11]_[3, 10]","[[0, 11], [3, 10]]",0.04415422532598324
4,5,-7.7803978233431055,4.951084010240692e-05,0,0.0003082947595105523,31,35.0,87,20,21,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",0.8846903115083362
5,6,-7.780446620681916,4.8797338810580015e-05,4,0.0002594974206999723,27,48.0,120,20,21,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.3815847097342747
6,7,-7.780490330950439,4.371026852290072e-05,0,0.00021578715217707156,27,51.0,127,23,24,s_q_exc_1_5,"[[1], [5]]",-0.013453110173344074
7,8,-7.780524744161509,3.4413211070116745e-05,2,0.00018137394110695482,47,64.0,160,23,24,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.39099842894118164
8,9,-7.7805540573206,2.9313159091159946e-05,0,0.00015206078201579487,62,77.0,193,33,33,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.005276305053134095
9,10,-7.7805829734633285,2.8916142728263594e-05,0,0.00012314463928753128,64,90.0,226,44,44,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.002927140898260584
10,11,-7.780602805744279,1.9832280950815573e-05,0,0.0001033123583367157,49,103.0,259,55,55,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.003325342515109831
11,12,-7.780630964555254,2.8158810974510118e-05,4,7.515354736220559e-05,84,116.0,292,55,55,"d_q_exc_[6, 7]_[10, 11]","[[6, 7], [10, 11]]",0.7549948806851534
