,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.583214667725474,9.98857369195769,0,0.13328589065783003,3,3.0,7,3,4,s_q_exc_2_7,"[[2], [7]]",-1.570796325285314
1,2,-7.634039322848594,0.05082465512311973,0,0.0824612355347103,40,6.0,14,3,4,s_q_exc_3_5,"[[3], [5]]",-0.43177177967554703
2,3,-7.6993878928318376,0.0653485699832439,0,0.0171126655514664,9,9.0,21,6,8,s_q_exc_3_11,"[[3], [11]]",0.4355384543244331
3,4,-7.699525276745467,0.0001373839136293853,0,0.016975281637837014,8,12.0,28,9,11,s_q_exc_1_3,"[[1], [3]]",-0.02316296473523639
4,5,-7.699633172984637,0.00010789623916984681,0,0.016867385398667167,10,25.0,61,11,14,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.005151967078649283
5,6,-7.699711663379578,7.849039494089993e-05,1,0.016788895003726267,24,38.0,94,22,22,"d_q_exc_[0, 7]_[1, 6]","[[0, 7], [1, 6]]",-0.7935201459016973
6,7,-7.699776233094366,6.456971478829843e-05,1,0.01672432528893797,36,51.0,127,25,31,"d_q_exc_[1, 6]_[2, 7]","[[1, 6], [2, 7]]",-0.49053637826948926
7,8,-7.699797437907058,2.1204812692410258e-05,0,0.01670312047624556,53,64.0,160,25,31,"d_q_exc_[3, 10]_[4, 5]","[[3, 10], [4, 5]]",-1.230994118808138
8,9,-7.699818199384988,2.0761477929731598e-05,0,0.016682358998315827,71,77.0,193,25,31,"d_q_exc_[6, 11]_[7, 10]","[[6, 11], [7, 10]]",0.41731415592895593
9,10,-7.699834864119565,1.6664734577176432e-05,0,0.01666569426373865,34,90.0,226,33,41,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0017358332313570568
10,11,-7.699845573197607,1.0709078042125952e-05,0,0.016654985185696525,76,103.0,259,44,51,"d_q_exc_[0, 1]_[4, 11]","[[0, 1], [4, 11]]",0.0015537233016236097
11,12,-7.699851728002888,6.154805280544906e-06,0,0.01664883038041598,112,116.0,292,55,55,"d_q_exc_[0, 5]_[10, 11]","[[0, 5], [10, 11]]",0.003941426742975598
12,13,-7.699856954475654,5.226472765684775e-06,0,0.016643603907650295,61,129.0,325,66,66,"d_q_exc_[0, 3]_[5, 10]","[[0, 3], [5, 10]]",-0.0022662853445361043
13,14,-7.699862915407304,5.9609316505060406e-06,0,0.01663764297599979,73,142.0,358,66,66,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",0.5229511824811598
14,15,-7.699868245021493,5.32961418908684e-06,0,0.016632313361810702,114,155.0,391,66,66,"d_q_exc_[1, 2]_[5, 10]","[[1, 2], [5, 10]]",0.8753851650323521
15,16,-7.699873858861345,5.613839851648095e-06,0,0.016626699521959054,116,168.0,424,77,77,"d_q_exc_[0, 7]_[6, 11]","[[0, 7], [6, 11]]",-0.0027453633748674663
16,17,-7.6998761612362685,2.3023749236017466e-06,0,0.016624397147035452,79,181.0,457,77,77,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",0.0016564607229744806
17,18,-7.699878136737304,1.975501035644811e-06,9,0.016622421645999808,131,194.0,490,77,84,"d_q_exc_[1, 10]_[2, 11]","[[1, 10], [2, 11]]",0.24282880981273886
18,19,-7.699879663876851,1.5271395472638005e-06,0,0.016620894506452544,129,207.0,523,88,90,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.07942175327650072
19,20,-7.699880396858501,7.3298164959823e-07,0,0.016620161524802946,111,220.0,556,99,99,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",-0.0006759592070214174
20,21,-7.699880941657417,5.447989162021827e-07,3,0.016619616725886743,153,233.0,589,99,101,"d_q_exc_[1, 4]_[5, 10]","[[1, 4], [5, 10]]",0.3560966641852057
21,22,-7.699881520272269,5.786148520314782e-07,6,0.016619038111034712,109,236.0,596,99,105,s_q_exc_1_5,"[[1], [5]]",-0.0009370216729964315
22,23,-7.699881866502967,3.462306974455487e-07,0,0.016618691880337266,92,249.0,629,110,110,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.00045301787832679357
23,24,-7.699881960779899,9.427693203889476e-08,5,0.016618597603405227,148,252.0,636,110,110,s_q_exc_2_4,"[[2], [4]]",-0.03973799945797539
24,25,-7.699882031962656,7.118275746620384e-08,0,0.01661852642064776,116,265.0,669,121,121,"d_q_exc_[0, 7]_[5, 6]","[[0, 7], [5, 6]]",0.00027105987095363303
25,26,-7.699882041691181,9.728524652530268e-09,9,0.01661851669212311,171,268.0,676,124,125,s_q_exc_0_4,"[[0], [4]]",0.00015005567845359757
26,27,-7.699882043420088,1.728906795506191e-09,2,0.016618514963216313,143,281.0,709,124,125,"d_q_exc_[2, 5]_[8, 9]","[[2, 5], [8, 9]]",-0.005516571259828639
27,28,-7.699882044097081,6.769935723127674e-10,3,0.01661851428622274,260,294.0,742,135,136,"d_q_exc_[0, 11]_[1, 2]","[[0, 11], [1, 2]]",-0.0058334385358432585
28,29,-7.699882044349573,2.524913611523516e-10,3,0.01661851403373138,212,307.0,775,135,136,"d_q_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",-0.007371445278570941
29,30,-7.699882044465079,1.1550671530358159e-10,1,0.016618513918224664,77,320.0,808,135,136,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",0.0016129280165329651
30,31,-7.699882044485487,2.0407675549449777e-11,0,0.01661851389781699,77,333.0,841,135,136,"d_q_exc_[4, 7]_[6, 11]","[[4, 7], [6, 11]]",0.00044518410171448015
31,32,-7.699882044494373,8.886225089099753e-12,3,0.016618513888930764,79,346.0,874,135,136,"d_q_exc_[3, 10]_[4, 11]","[[3, 10], [4, 11]]",-0.00041888742668895197
32,33,-7.699882044496018,1.644906433284632e-12,0,0.016618513887285857,14,359.0,907,135,136,"d_q_exc_[2, 3]_[4, 11]","[[2, 3], [4, 11]]",-0.0001432312825577174
33,34,-7.699882044497349,1.3304912727107876e-12,0,0.016618513885955366,14,372.0,940,146,147,"d_q_exc_[0, 11]_[4, 5]","[[0, 11], [4, 5]]",-2.016501578021736e-06
34,35,-7.699882044498224,8.757439218243235e-13,1,0.016618513885079622,72,385.0,973,146,147,"d_q_exc_[2, 5]_[3, 4]","[[2, 5], [3, 4]]",0.000247340180594224
