,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.62050349104959,15.106554801979101,0,0.038428870151401284,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.570796326650044
1,2,-7.653763577618453,0.03326008656886348,0,0.005168783582537806,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",-0.21056567251795683
2,3,-7.658342743055297,0.0045791654368434465,0,0.0005896181456943594,9,9.0,21,6,7,s_q_exc_5_11,"[[5], [11]]",-0.11555449477233509
3,4,-7.658494253287073,0.00015151023177661926,1,0.0004381079139177402,15,22.0,54,12,16,"d_q_exc_[0, 11]_[4, 5]","[[0, 11], [4, 5]]",-0.09488202063058958
4,5,-7.658569106723405,7.48534363319564e-05,1,0.0003632544775857838,91,35.0,87,22,26,"d_q_exc_[0, 11]_[2, 3]","[[0, 11], [2, 3]]",-0.031175027018144064
5,6,-7.658618779714654,4.967299124913893e-05,0,0.00031358148633664484,105,48.0,120,33,33,"d_q_exc_[0, 5]_[2, 3]","[[0, 5], [2, 3]]",-0.02071468249449901
6,7,-7.658663071156928,4.429144227380277e-05,1,0.00026929004406284207,33,61.0,153,33,33,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.44939164322959707
7,8,-7.658706754989149,4.368383222086436e-05,0,0.0002256062118419777,46,74.0,186,33,43,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.5032714471832541
8,9,-7.658745178282055,3.8423292905598316e-05,1,0.0001871829189363794,48,87.0,219,44,44,"d_q_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",-0.004244397634444543
9,10,-7.658776517729741,3.133944768674013e-05,0,0.00015584347124963926,59,90.0,226,44,44,s_q_exc_4_10,"[[4], [10]]",-0.35720647681458517
10,11,-7.658799267510868,2.2749781126485402e-05,0,0.00013309369012315386,62,103.0,259,55,55,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",-0.02837098307520646
11,12,-7.658821676185568,2.2408674699825326e-05,1,0.00011068501542332854,52,116.0,292,66,66,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.0028897552669223487
12,13,-7.65884382218994,2.2146004372558536e-05,0,8.853901105077e-05,103,129.0,325,77,77,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.0028897690144326746
13,14,-7.658864906415621,2.108422568092294e-05,0,6.745478536984706e-05,55,142.0,358,88,88,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.002402154877225447
14,15,-7.658885861750494,2.0955334872674314e-05,0,4.6499450497172745e-05,67,155.0,391,99,99,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.002402157484656502
15,16,-7.658895759053885,9.897303391070977e-06,5,3.660214710610177e-05,125,168.0,424,99,99,"d_q_exc_[1, 10]_[3, 4]","[[1, 10], [3, 4]]",-0.37286184704226033
16,17,-7.658902867606762,7.108552876999852e-06,0,2.9493594229101916e-05,85,181.0,457,110,110,"d_q_exc_[0, 5]_[3, 4]","[[0, 5], [3, 4]]",-0.008078878870114582
17,18,-7.6589098769123805,7.009305618588257e-06,0,2.248428861051366e-05,77,184.0,464,110,110,s_q_exc_1_11,"[[1], [11]]",-0.002045881552499218
18,19,-7.658917008695975,7.131783594793717e-06,3,1.535250501571994e-05,87,197.0,497,110,110,"d_q_exc_[1, 4]_[2, 11]","[[1, 4], [2, 11]]",-0.14329089469842843
19,20,-7.658923522927543,6.514231567500417e-06,9,8.838273448219525e-06,160,210.0,530,110,110,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",0.4910865334183062
20,21,-7.658929737755962,6.214828419004448e-06,6,2.623445029215077e-06,105,223.0,563,110,110,"d_q_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",-0.3102022572181142
21,22,-7.658932237476128,2.499720165971553e-06,5,1.2372486324352394e-07,186,236.0,596,121,121,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",0.4672995357695691
22,23,-7.65893233074951,9.327338190701084e-08,0,3.04514813365131e-08,90,249.0,629,121,121,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",0.032094313644983774
23,24,-7.658932360150535,2.9401025614106402e-08,0,1.0504557224066957e-09,90,262.0,662,121,121,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",-0.010611769591934852
24,25,-7.6589323612003355,1.049800246732957e-09,4,6.554756737386924e-13,82,275.0,695,121,121,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",-0.005182181106960427
25,26,-7.658932361200404,6.838973831690964e-14,1,5.870859354217828e-13,32,288.0,728,121,121,"d_q_exc_[1, 10]_[4, 5]","[[1, 10], [4, 5]]",7.226567055536152e-05
