,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.682296273838636,15.167968816543791,0,0.06467049080536302,3,3.0,7,3,4,s_q_exc_2_7,"[[2], [7]]",1.5707963265556524
1,2,-7.7085588469161115,0.02626257307747526,0,0.038407917727887764,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.2224720813171061
2,3,-7.714364938795288,0.005806091879176911,0,0.03260182584871085,9,9.0,21,6,8,s_q_exc_3_5,"[[3], [5]]",-0.11805763796099793
3,4,-7.714463714292657,9.877549736891922e-05,0,0.03250305035134193,10,12.0,28,6,8,s_q_exc_1_11,"[[1], [11]]",-0.006823906705892212
4,5,-7.714559048040606,9.533374794834515e-05,0,0.03240771660339359,12,25.0,61,11,14,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.004209729276946908
5,6,-7.714617724285866,5.8676245259903226e-05,0,0.032349040358133685,14,38.0,94,22,22,"d_q_exc_[0, 7]_[3, 6]","[[0, 7], [3, 6]]",0.04435044533550899
6,7,-7.71468457410039,6.684981452487193e-05,1,0.03228219054360881,86,51.0,127,22,22,"d_q_exc_[6, 11]_[7, 10]","[[6, 11], [7, 10]]",1.217733140312227
7,8,-7.714737312213188,5.273811279771223e-05,0,0.0322294524308111,43,64.0,160,22,27,"d_q_exc_[1, 6]_[2, 7]","[[1, 6], [2, 7]]",-0.5746302269153493
8,9,-7.714760422278798,2.31100656096217e-05,0,0.03220634236520148,43,77.0,193,33,33,"d_q_exc_[0, 11]_[3, 4]","[[0, 11], [3, 4]]",0.01801904644065753
9,10,-7.714777756571342,1.733429254446861e-05,2,0.03218900807265701,58,90.0,226,33,36,"d_q_exc_[1, 4]_[10, 11]","[[1, 4], [10, 11]]",-0.37064016770816777
10,11,-7.714794679611934,1.6923040591976246e-05,1,0.032172085032065034,109,103.0,259,42,47,"d_q_exc_[1, 10]_[8, 9]","[[1, 10], [8, 9]]",-0.31971739316392084
11,12,-7.714804271188182,9.591576247913736e-06,0,0.03216249345581712,61,116.0,292,44,47,"d_q_exc_[0, 5]_[8, 9]","[[0, 5], [8, 9]]",0.021130497203605377
12,13,-7.714813275817139,9.004628957143268e-06,0,0.03215348882685998,94,129.0,325,44,47,"d_q_exc_[5, 6]_[7, 10]","[[5, 6], [7, 10]]",0.5989236110987594
13,14,-7.714821286177202,8.010360062371547e-06,0,0.032145478466797606,107,142.0,358,44,47,"d_q_exc_[2, 7]_[5, 6]","[[2, 7], [5, 6]]",0.20863052943299726
14,15,-7.714827263482469,5.977305267634847e-06,0,0.03213950116152997,128,155.0,391,53,58,"d_q_exc_[1, 2]_[4, 11]","[[1, 2], [4, 11]]",0.5760152441509101
15,16,-7.714833145136862,5.881654392858593e-06,1,0.03213361950713711,146,168.0,424,64,69,"d_q_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",-1.540885834921827
16,17,-7.714837397458953,4.25232209089188e-06,0,0.03212936718504622,113,181.0,457,69,75,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.14321153857784963
17,18,-7.714840802698143,3.405239190179543e-06,0,0.03212596194585604,130,194.0,490,80,86,"d_q_exc_[1, 4]_[2, 3]","[[1, 4], [2, 3]]",-0.31484822761486564
18,19,-7.714843541591892,2.7388937491323873e-06,5,0.03212322305210691,183,207.0,523,80,86,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",0.6742930458620596
19,20,-7.714844832883774,1.2912918814222962e-06,4,0.032121931760225486,202,220.0,556,91,97,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",0.30293044166651983
20,21,-7.714845383100167,5.502163933357451e-07,0,0.03212138154383215,203,233.0,589,91,97,"d_q_exc_[2, 5]_[3, 10]","[[2, 5], [3, 10]]",-0.1340914617980236
21,22,-7.714846461450584,1.078350416960916e-06,8,0.03212030319341519,223,246.0,622,91,97,"d_q_exc_[0, 7]_[5, 6]","[[0, 7], [5, 6]]",0.0031631035015218306
22,23,-7.714846994455843,5.330052585961198e-07,9,0.03211977018815659,232,259.0,655,91,97,"d_q_exc_[4, 7]_[6, 11]","[[4, 7], [6, 11]]",0.11037565766461667
23,24,-7.714847546335838,5.51879995036586e-07,5,0.03211921830816156,202,272.0,688,102,108,"d_q_exc_[1, 10]_[2, 3]","[[1, 10], [2, 3]]",0.22503101249080812
24,25,-7.714847876120232,3.297843944594092e-07,0,0.0321188885237671,255,285.0,721,113,119,"d_q_exc_[1, 4]_[3, 10]","[[1, 4], [3, 10]]",-0.18853194581164787
25,26,-7.714848087357348,2.112371157991788e-07,1,0.0321186772866513,329,298.0,754,118,125,"d_q_exc_[0, 5]_[1, 2]","[[0, 5], [1, 2]]",-0.23753732399361938
26,27,-7.714848148796979,6.14396311604537e-08,0,0.03211861584702014,336,311.0,787,118,125,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",-0.029526878772149413
27,28,-7.714848188122054,3.9325074752127875e-08,0,0.032118576521945386,334,324.0,820,118,125,"d_q_exc_[3, 4]_[5, 10]","[[3, 4], [5, 10]]",0.05760720822365542
28,29,-7.714848191557674,3.4356197886609152e-09,1,0.0321185730863256,294,337.0,853,118,125,"d_q_exc_[3, 4]_[10, 11]","[[3, 4], [10, 11]]",0.004634596609256819
29,30,-7.714848193231344,1.6736700914066205e-09,0,0.032118571412655506,219,350.0,886,118,125,"d_q_exc_[2, 3]_[4, 11]","[[2, 3], [4, 11]]",-0.006419757393168611
30,31,-7.714848193856825,6.254810003269995e-10,8,0.032118570787174505,386,363.0,919,118,125,"d_q_exc_[2, 5]_[8, 9]","[[2, 5], [8, 9]]",-0.017803579319201474
31,32,-7.714848193865358,8.533618256478803e-12,0,0.03211857077864089,75,376.0,952,129,136,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",1.350076063597242e-06
32,33,-7.714848193866114,7.558398351648066e-13,0,0.03211857077788505,57,389.0,985,129,136,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",0.00014634941036014828
