,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.660106964795684,15.217370261852226,0,0.05604940263918845,3,3.0,7,3,4,s_q_exc_2_7,"[[2], [7]]",-1.5707963242584606
1,2,-7.683646072223214,0.023539107427529515,0,0.032510295211658935,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.197513570569421
2,3,-7.68755866464445,0.003912592421236205,0,0.02859770279042273,9,9.0,21,6,8,s_q_exc_3_5,"[[3], [5]]",-0.09622972147456083
3,4,-7.6876485443451745,8.98797007247154e-05,0,0.028507823089698014,10,22.0,54,11,11,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.003893795012209944
4,5,-7.687696268305781,4.772396060648276e-05,0,0.02846009912909153,12,35.0,87,22,22,"d_q_exc_[0, 7]_[3, 6]","[[0, 7], [3, 6]]",0.04965264274874005
5,6,-7.687748824794113,5.2556488332022866e-05,0,0.02840754264075951,24,48.0,120,22,22,"d_q_exc_[6, 11]_[7, 10]","[[6, 11], [7, 10]]",1.457060707768634
6,7,-7.687792102181763,4.327738764953182e-05,0,0.028364265253109977,44,61.0,153,22,22,"d_q_exc_[1, 10]_[2, 5]","[[1, 10], [2, 5]]",0.5545620618485612
7,8,-7.687836448615414,4.43464336514765e-05,6,0.0283199188194585,58,74.0,186,28,32,"d_q_exc_[1, 4]_[2, 5]","[[1, 4], [2, 5]]",-0.9918368815385402
8,9,-7.687868395594532,3.194697911812483e-05,3,0.028287971840340376,70,87.0,219,33,38,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",0.6594442219982608
9,10,-7.687893149740582,2.4754146049410508e-05,2,0.028263217694290965,72,100.0,252,33,38,"d_q_exc_[2, 11]_[3, 10]","[[2, 11], [3, 10]]",0.5298754631505685
10,11,-7.687910043584301,1.6893843719500978e-05,0,0.028246323850571464,43,113.0,285,44,48,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.001798209632228803
11,12,-7.687925117906158,1.5074321856545225e-05,0,0.02823124952871492,88,126.0,318,44,48,"d_q_exc_[3, 10]_[8, 9]","[[3, 10], [8, 9]]",-0.44958352165800003
12,13,-7.687935059965285,9.94205912707713e-06,0,0.028221307469587842,161,139.0,351,44,48,"d_q_exc_[2, 11]_[4, 5]","[[2, 11], [4, 5]]",-0.3857784536055441
13,14,-7.687944485716319,9.42575103390908e-06,2,0.028211881718553933,87,152.0,384,55,55,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.3709419382611016
14,15,-7.687952278543774,7.79282745533294e-06,8,0.0282040888910986,119,155.0,391,55,55,s_q_exc_2_4,"[[2], [4]]",-0.18876220281920383
15,16,-7.687954384122836,2.105579062217089e-06,1,0.028201983312036383,99,168.0,424,55,65,"d_q_exc_[1, 2]_[3, 4]","[[1, 2], [3, 4]]",0.1994904399381361
16,17,-7.6879568231937165,2.4390708803778693e-06,1,0.028199544241156005,159,181.0,457,55,65,"d_q_exc_[4, 11]_[5, 10]","[[4, 11], [5, 10]]",-1.5531242516032326
17,18,-7.687958453042007,1.629848290107816e-06,0,0.028197914392865897,81,194.0,490,66,75,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.0005604886270027679
18,19,-7.687959517359728,1.0643177210667432e-06,5,0.02819685007514483,121,207.0,523,66,75,"d_q_exc_[5, 6]_[7, 10]","[[5, 6], [7, 10]]",0.18779937518376003
19,20,-7.687960645074148,1.1277144205124046e-06,0,0.028195722360724318,143,220.0,556,72,86,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",-0.0015304682968136478
20,21,-7.687961487998075,8.429239271023903e-07,8,0.028194879436797216,197,233.0,589,83,97,"d_q_exc_[1, 4]_[2, 3]","[[1, 4], [2, 3]]",0.33801165114408266
21,22,-7.687962325881036,8.378829603472582e-07,4,0.02819404155383687,174,246.0,622,88,103,"d_q_exc_[0, 7]_[1, 6]","[[0, 7], [1, 6]]",-0.40832748619030373
22,23,-7.6879631668830655,8.410020297944243e-07,6,0.028193200551807074,249,259.0,655,93,109,"d_q_exc_[0, 11]_[1, 2]","[[0, 11], [1, 2]]",-0.2412219348301973
23,24,-7.687963723127092,5.562440268391811e-07,9,0.028192644307780235,250,262.0,662,96,113,s_q_exc_1_5,"[[1], [5]]",0.0017061349201685548
24,25,-7.687963960117472,2.369903793209005e-07,6,0.028192407317400914,270,275.0,695,107,124,"d_q_exc_[1, 10]_[2, 5]","[[1, 10], [2, 5]]",0.11008839633753426
25,26,-7.687964162562389,2.024449177184806e-07,1,0.028192204872483195,225,288.0,728,107,124,"d_q_exc_[2, 7]_[6, 11]","[[2, 7], [6, 11]]",-0.07332092430826143
26,27,-7.687964265013861,1.0245147130660825e-07,0,0.02819210242101189,263,301.0,761,107,124,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",0.07701741615176332
27,28,-7.687964287624557,2.2610696426283994e-08,0,0.028192079810315462,248,314.0,794,107,124,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",0.03478574529682213
28,29,-7.687964298616453,1.0991896282064317e-08,0,0.02819206881841918,268,327.0,827,107,124,"d_q_exc_[2, 3]_[5, 10]","[[2, 3], [5, 10]]",-0.027554502877329568
