,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.680018046862532,15.237281343919072,0,0.05092325296194833,3,3.0,7,3,4,s_q_exc_2_4,"[[2], [4]]",-1.7644495017239608
1,2,-7.711717960398656,0.03169991353612378,0,0.019223339425824548,6,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.7974316621956514
2,3,-7.720291583845403,0.008573623446746836,3,0.010649715979077712,23,19.0,47,14,15,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",8.495006066850922e-05
3,4,-7.721715465547086,0.0014238817016831717,4,0.00922583427739454,24,32.0,80,25,26,"d_q_exc_[2, 5]_[4, 11]","[[2, 5], [4, 11]]",-1.3521651263280303
4,5,-7.72689789494391,0.0051824293968243396,8,0.0040434048805702005,36,45.0,113,36,37,"d_q_exc_[2, 3]_[5, 10]","[[2, 3], [5, 10]]",1.5707226244548946
5,6,-7.73028347569828,0.003385580754369677,2,0.0006578241262005236,27,58.0,146,47,48,"d_q_exc_[2, 11]_[3, 10]","[[2, 11], [3, 10]]",0.6475878614924236
6,7,-7.730376865559697,9.338986141749217e-05,0,0.0005644342647830314,26,71.0,179,47,48,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",0.045392752602217784
7,8,-7.730459193756876,8.232819717868267e-05,0,0.0004821060676043487,29,84.0,212,52,54,"d_q_exc_[0, 10]_[2, 4]","[[0, 10], [2, 4]]",0.05285494384779754
8,9,-7.730567333641839,0.0001081398849631654,7,0.0003739661826411833,40,97.0,245,63,65,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",0.18602356052465527
9,10,-7.730630495406715,6.316176487608516e-05,0,0.00031080441776509815,37,100.0,252,63,65,s_q_exc_1_11,"[[1], [11]]",-0.007036873339084092
10,11,-7.730688436869189,5.7941462473287686e-05,0,0.00025286295529181047,39,113.0,285,63,65,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",-0.8572513409401785
11,12,-7.73073724399642,4.8807127231320635e-05,1,0.00020405582806048983,51,126.0,318,63,65,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.7636434186044899
12,13,-7.730783896900431,4.6652904011068586e-05,0,0.00015740292404942124,64,139.0,351,63,65,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.0326957220298728
13,14,-7.730803897992429,2.0001091997734477e-05,0,0.00013740183205168677,65,152.0,384,63,65,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0028247818870783194
14,15,-7.730824492892451,2.0594900022707918e-05,0,0.00011680693202897885,82,165.0,417,74,76,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",-0.93930684635689
15,16,-7.7308632116181935,3.871872574201518e-05,5,7.808820628696367e-05,99,178.0,450,74,76,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",-0.7586162262138905
16,17,-7.730882288995429,1.9077377235277027e-05,0,5.901082905168664e-05,66,191.0,483,74,76,"d_q_exc_[0, 5]_[4, 11]","[[0, 5], [4, 11]]",-0.002917631315883707
17,18,-7.730897114867931,1.4825872502122195e-05,0,4.418495654956445e-05,68,204.0,516,80,86,"d_q_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",0.0033471908901343593
18,19,-7.7309048334040265,7.718536095602246e-06,0,3.64664204539622e-05,67,217.0,549,85,92,"d_q_exc_[1, 4]_[2, 11]","[[1, 4], [2, 11]]",-0.0058218920028350685
19,20,-7.730912542829093,7.709425066337872e-06,0,2.875699538762433e-05,72,230.0,582,90,98,"d_q_exc_[0, 5]_[2, 3]","[[0, 5], [2, 3]]",-0.011510342875768865
20,21,-7.730920689262219,8.146433126299257e-06,0,2.061056226132507e-05,118,243.0,615,90,98,"d_q_exc_[6, 7]_[10, 11]","[[6, 7], [10, 11]]",-0.07814470712226336
21,22,-7.730924536947795,3.847685575486537e-06,7,1.6762876685838535e-05,133,256.0,648,101,109,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",0.24940865294866024
22,23,-7.730932435115978,7.89816818347333e-06,1,8.864708502365204e-06,152,269.0,681,112,120,"d_q_exc_[2, 3]_[6, 7]","[[2, 3], [6, 7]]",0.24532607030815812
23,24,-7.730935597575626,3.1624596479318257e-06,0,5.702248854433378e-06,151,282.0,714,117,126,"d_q_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",-0.004720228720943843
24,25,-7.730937029637208,1.4320615822072114e-06,0,4.270187272226167e-06,171,295.0,747,117,126,"d_q_exc_[0, 3]_[4, 11]","[[0, 3], [4, 11]]",-0.022088872056199582
25,26,-7.73093805080635,1.0211691421346814e-06,1,3.2490181300914855e-06,139,308.0,780,117,126,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.0010073076715072704
26,27,-7.730939055727505,1.0049211542906278e-06,0,2.2440969758008578e-06,157,321.0,813,128,137,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",0.1361574143886012
27,28,-7.730939846044406,7.90316901699839e-07,0,1.4537800741010187e-06,136,334.0,846,128,137,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.003239042006243778
28,29,-7.730940313124038,4.6707963186065626e-07,2,9.867004422403625e-07,230,347.0,879,128,137,"d_q_exc_[0, 5]_[3, 4]","[[0, 5], [3, 4]]",0.0007279976949092805
29,30,-7.730940647107902,3.339838636762238e-07,5,6.527165785641387e-07,176,360.0,912,128,137,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",0.00011460890087518514
30,31,-7.730940943281624,2.961737219919769e-07,0,3.565428565721618e-07,155,373.0,945,132,137,"d_q_exc_[0, 5]_[10, 11]","[[0, 5], [10, 11]]",0.0009416018508819527
31,32,-7.7309410823211815,1.3903955764504872e-07,0,2.1750329892711306e-07,183,386.0,978,143,143,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.06677562955657318
32,33,-7.730941126277541,4.395635944121068e-08,0,1.7354693948590239e-07,160,399.0,1011,154,154,"d_q_exc_[0, 11]_[8, 9]","[[0, 11], [8, 9]]",0.005294587491891745
33,34,-7.730941149242302,2.296476075969167e-08,3,1.5058217872621071e-07,217,412.0,1044,154,154,"d_q_exc_[1, 2]_[5, 10]","[[1, 2], [5, 10]]",-0.01167728124242207
34,35,-7.73094117270439,2.346208827219698e-08,1,1.2712009045401373e-07,186,425.0,1077,165,165,"d_q_exc_[0, 11]_[6, 7]","[[0, 11], [6, 7]]",0.0045873109091769185
35,36,-7.730941193560714,2.085632377912816e-08,0,1.0626376667488557e-07,148,438.0,1110,176,176,"d_q_exc_[0, 1]_[4, 11]","[[0, 1], [4, 11]]",0.00017957789875487894
36,37,-7.730941236007767,4.2447052983618505e-08,9,6.381671369126707e-08,231,451.0,1143,176,176,"d_q_exc_[2, 3]_[6, 7]","[[2, 3], [6, 7]]",0.004931112089487767
37,38,-7.730941246949836,1.094206947271914e-08,0,5.287464421854793e-08,244,464.0,1176,176,176,"d_q_exc_[1, 10]_[2, 11]","[[1, 10], [2, 11]]",-0.0018341194514174413
38,39,-7.730941255387349,8.437512910575151e-09,0,4.443713130797278e-08,261,477.0,1209,187,187,"d_q_exc_[0, 5]_[1, 2]","[[0, 5], [1, 2]]",-0.009785384803887033
39,40,-7.730941260012728,4.625379190770218e-09,0,3.981175211720256e-08,187,490.0,1242,198,198,"d_q_exc_[0, 1]_[3, 10]","[[0, 1], [3, 10]]",0.00019691684511287912
40,41,-7.730941263588884,3.5761553718316463e-09,0,3.623559674537091e-08,260,503.0,1275,198,198,"d_q_exc_[1, 4]_[2, 3]","[[1, 4], [2, 3]]",0.01235381336967081
41,42,-7.730941265703873,2.1149890727656384e-09,2,3.4120607672605274e-08,204,516.0,1308,209,209,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.001681578766238363
42,43,-7.730941279397791,1.3693917999546557e-08,3,2.0426689673058718e-08,267,529.0,1341,220,220,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.0014790505077005695
43,44,-7.730941289230739,9.832948677512832e-09,5,1.0593740995545886e-08,307,542.0,1374,220,220,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",0.001195409803823791
44,45,-7.730941290280135,1.0493952373735738e-09,2,9.544345758172312e-09,278,555.0,1407,231,231,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",-0.08459668112181686
45,46,-7.730941291927491,1.6473560293661649e-09,8,7.896989728806147e-09,261,568.0,1440,231,231,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",0.0003383547614535437
46,47,-7.730941292522944,5.954534643137777e-10,5,7.30153626449237e-09,283,581.0,1473,242,242,"d_q_exc_[0, 11]_[3, 10]","[[0, 11], [3, 10]]",-0.0018649725823604902
47,48,-7.730941293062377,5.39432498669612e-10,7,6.762103765822758e-09,262,594.0,1506,253,253,"d_q_exc_[0, 3]_[5, 10]","[[0, 3], [5, 10]]",0.0002298811970941379
48,49,-7.730941294369186,1.3068097715063232e-09,2,5.455293994316435e-09,278,607.0,1539,264,264,"d_q_exc_[0, 1]_[2, 11]","[[0, 1], [2, 11]]",0.0002872446225783788
49,50,-7.730941294579828,2.106412821945014e-10,3,5.244652712121933e-09,126,620.0,1572,275,275,"d_q_exc_[0, 5]_[8, 9]","[[0, 5], [8, 9]]",-0.0007292551978483121
50,51,-7.730941294864379,2.845510493898473e-10,2,4.960101662732086e-09,273,633.0,1605,275,275,"d_q_exc_[1, 4]_[3, 10]","[[1, 4], [3, 10]]",0.0047931349163456835
51,52,-7.730941295125278,2.60898858073233e-10,5,4.699202804658853e-09,213,646.0,1638,286,286,"d_q_exc_[0, 1]_[5, 10]","[[0, 1], [5, 10]]",-1.6031427416586298e-05
52,53,-7.730941297087237,1.9619594837649856e-09,4,2.7372433208938673e-09,334,659.0,1671,286,286,"d_q_exc_[2, 11]_[4, 5]","[[2, 11], [4, 5]]",0.0005291483249303562
53,54,-7.730941298712476,1.6252386103587924e-09,0,1.112004710535075e-09,255,672.0,1704,297,297,"d_q_exc_[0, 5]_[6, 7]","[[0, 5], [6, 7]]",-0.0006994634870584449
54,55,-7.730941299139431,4.269553599556275e-10,8,6.850493505794475e-10,265,675.0,1711,300,301,s_q_exc_0_4,"[[0], [4]]",-0.0005753512638459907
55,56,-7.730941299170473,3.104183576851938e-11,0,6.540075148109281e-10,55,688.0,1744,311,312,"d_q_exc_[0, 1]_[3, 4]","[[0, 1], [3, 4]]",0.00013979638691401754
56,57,-7.730941299478288,3.078151067370527e-10,1,3.461924080738754e-10,109,701.0,1777,322,323,"d_q_exc_[0, 1]_[2, 5]","[[0, 1], [2, 5]]",-0.00013630910180667137
57,58,-7.730941299501421,2.3132606941089762e-11,7,3.2305980113278565e-10,112,714.0,1810,322,323,"d_q_exc_[1, 2]_[10, 11]","[[1, 2], [10, 11]]",-4.8672713478568426e-05
58,59,-7.730941299512627,1.120614712135648e-11,2,3.1185365401142917e-10,96,717.0,1817,322,323,s_q_exc_5_11,"[[5], [11]]",-2.0473374610282334e-05
59,60,-7.730941299519897,7.270628543665225e-12,7,3.0458302546776395e-10,110,730.0,1850,322,323,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",3.2740304255905045e-05
60,61,-7.730941299628467,1.0857004184572361e-10,7,1.9601298362204034e-10,220,743.0,1883,333,334,"d_q_exc_[0, 5]_[2, 11]","[[0, 5], [2, 11]]",-0.001605409823097272
61,62,-7.730941299629219,7.513989430663059e-13,1,1.9526158467897403e-10,71,756.0,1916,333,334,"d_q_exc_[1, 10]_[3, 4]","[[1, 10], [3, 4]]",-4.894394560746366e-06
