,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.724690656155329,15.065742188333445,0,0.04754835916297839,3,3.0,7,3,4,s_q_exc_3_4,"[[3], [4]]",1.5707963266127491
1,2,-7.764948543270809,0.04025788711548017,0,0.00729047204749822,1,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",0.2502304517536016
2,3,-7.771559681163513,0.0066111378927038444,0,0.0006793341547943754,10,9.0,21,6,7,s_q_exc_4_10,"[[4], [10]]",0.16826661293330944
3,4,-7.7717348331326175,0.00017515196910444786,0,0.0005041821856899276,9,12.0,28,6,7,s_q_exc_1_11,"[[1], [11]]",-0.01000316213107265
4,5,-7.771858522979168,0.00012368984655086734,2,0.0003804923391390602,14,15.0,35,6,7,s_q_exc_0_2,"[[0], [2]]",0.04964276696695563
5,6,-7.7719248384746695,6.63154955011791e-05,2,0.0003141768436378811,24,28.0,68,14,15,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.9173978857041227
6,7,-7.771976602265674,5.176379100468864e-05,0,0.0002624130526331925,40,41.0,101,17,20,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.7531240605566574
7,8,-7.772027610077608,5.100781193334569e-05,1,0.00021140524069984679,85,54.0,134,17,20,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.7845863350045521
8,9,-7.772070639438253,4.302936064526364e-05,3,0.00016837588005458315,54,57.0,141,17,23,s_q_exc_3_5,"[[3], [5]]",-0.7349775703691005
9,10,-7.772103951791416,3.3312353163061914e-05,0,0.00013506352689152124,69,70.0,174,25,26,"d_q_exc_[0, 11]_[3, 4]","[[0, 11], [3, 4]]",2.254016007594337
10,11,-7.772127206079598,2.32542881821729e-05,0,0.00011180923870934834,75,83.0,207,36,37,"d_q_exc_[0, 1]_[4, 11]","[[0, 1], [4, 11]]",-0.011988488326496417
11,12,-7.772147465977463,2.0259897865138043e-05,0,9.154934084421029e-05,56,96.0,240,47,48,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0026143881418634286
12,13,-7.7721676007936376,2.0134816174355308e-05,0,7.141452466985498e-05,117,109.0,273,58,59,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.002613978932282419
13,14,-7.772184278622026,1.6677828388544924e-05,0,5.473669628131006e-05,125,122.0,306,58,59,"d_q_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",-0.0024174290340656704
14,15,-7.772200788312018,1.650968999200586e-05,1,3.82270062893042e-05,94,135.0,339,58,59,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",0.27572991390237983
15,16,-7.772217304912462,1.6516600443772234e-05,0,2.1710405845531966e-05,100,148.0,372,58,62,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",-0.00241735278559861
16,17,-7.772224693542396,7.3886299345460316e-06,7,1.4321775910985934e-05,105,161.0,405,69,70,"d_q_exc_[0, 10]_[2, 4]","[[0, 10], [2, 4]]",-0.5729630486063219
17,18,-7.772231745282945,7.051740548824625e-06,0,7.270035362161309e-06,120,174.0,438,69,70,"d_q_exc_[4, 11]_[5, 10]","[[4, 11], [5, 10]]",-0.18393513808245623
18,19,-7.772233881936339,2.13665339376945e-06,8,5.133381968391859e-06,135,187.0,471,80,81,"d_q_exc_[0, 11]_[3, 10]","[[0, 11], [3, 10]]",0.09347115533501675
19,20,-7.772236226647604,2.3447112651453494e-06,5,2.7886707032465097e-06,153,200.0,504,80,81,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",-0.3871598996367785
20,21,-7.772237761419972,1.534772367861592e-06,7,1.2538983353849176e-06,180,213.0,537,91,92,"d_q_exc_[0, 11]_[4, 5]","[[0, 11], [4, 5]]",0.5394291048198583
21,22,-7.77223850813481,7.467148384066036e-07,5,5.07183496978314e-07,123,226.0,570,91,92,"d_q_exc_[2, 5]_[3, 4]","[[2, 5], [3, 4]]",-0.33755170973374765
22,23,-7.7722389511769165,4.4304210611301187e-07,0,6.414139086530213e-08,73,239.0,603,102,103,"d_q_exc_[0, 2]_[4, 10]","[[0, 2], [4, 10]]",0.04591714497021523
23,24,-7.772238988895505,3.771858825274421e-08,8,2.6422802612557916e-08,220,252.0,636,102,103,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",-0.030592481645253036
24,25,-7.772239012384359,2.3488854417053062e-08,1,2.933948195504854e-09,186,265.0,669,102,103,"d_q_exc_[4, 11]_[6, 7]","[[4, 11], [6, 7]]",-0.030239870568000645
25,26,-7.772239015313811,2.9294513481659123e-09,6,4.496847338941734e-12,199,278.0,702,102,103,"d_q_exc_[2, 5]_[4, 11]","[[2, 5], [4, 11]]",0.0351365910789329
26,27,-7.772239015315136,1.3251622021925868e-12,0,3.1716851367491472e-12,107,291.0,735,102,110,"d_q_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",-0.00012866147255604802
27,28,-7.772239015315724,5.879741138414829e-13,0,2.5837110229076643e-12,5,304.0,768,113,114,"d_q_exc_[0, 5]_[6, 7]","[[0, 5], [6, 7]]",4.2969779999501465e-05
