,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-15.204564468768877,26.34780281261926,0,0.12173745976017436,3,3.0,7,3,4,s_q_exc_4_7,"[[4], [7]]",1.5707963246925487
1,2,-15.255902959853145,0.0513384910842678,0,0.07039896867590656,57,16.0,40,11,13,"d_q_exc_[2, 7]_[4, 13]","[[2, 7], [4, 13]]",0.37925262817017996
2,3,-15.27430999803885,0.018407038185705105,1,0.051991930490201455,10,29.0,73,19,21,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",-0.5599663082083542
3,4,-15.28603849832961,0.01172850029075967,0,0.040263430199441785,12,42.0,106,22,22,"d_q_exc_[2, 3]_[12, 13]","[[2, 3], [12, 13]]",-0.07933631730700799
4,5,-15.295041650287482,0.009003151957871935,0,0.03126027824156985,46,45.0,113,25,26,s_q_exc_2_6,"[[2], [6]]",0.2272724172488516
5,6,-15.300399144930273,0.005357494642790783,2,0.025902783598779067,86,48.0,120,25,26,s_q_exc_5_13,"[[5], [13]]",0.1295257569969
6,7,-15.30479957619876,0.004400431268487992,0,0.021502352330291075,20,61.0,153,30,32,"d_q_exc_[4, 13]_[9, 8]","[[4, 13], [9, 8]]",-0.6920118867629613
7,8,-15.311976570994608,0.0071769947958468805,0,0.014325357534444194,17,74.0,186,36,37,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",-0.18077113010115756
8,9,-15.322332256342595,0.01035568534798692,0,0.003969672186457274,19,87.0,219,36,37,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",0.7853990874095774
9,10,-15.325616208245208,0.0032839519026133246,0,0.0006857202838439491,22,100.0,252,36,37,"d_q_exc_[3, 13]_[7, 5]","[[3, 13], [7, 5]]",0.37990346085027604
10,11,-15.325894326566786,0.00027811832157809135,0,0.00040760196226585776,27,113.0,285,36,42,"d_q_exc_[3, 5]_[7, 13]","[[3, 5], [7, 13]]",0.07426459781088647
11,12,-15.32599958274734,0.00010525618055368113,0,0.00030234578171217663,25,116.0,292,37,45,s_q_exc_1_3,"[[1], [3]]",0.03706362531139096
12,13,-15.326078541002707,7.895825536685663e-05,1,0.00022338752634532,40,129.0,325,43,55,"d_q_exc_[0, 3]_[2, 1]","[[0, 3], [2, 1]]",-0.5018024096799821
13,14,-15.326141961082344,6.342007963766605e-05,0,0.00015996744670765395,100,142.0,358,48,61,"d_q_exc_[0, 7]_[3, 2]","[[0, 7], [3, 2]]",-0.010943610623033314
14,15,-15.326173565100142,3.160401779744859e-05,2,0.00012836342891020536,50,155.0,391,56,71,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",-0.048687246640183306
15,16,-15.32620262391388,2.9058813739268885e-05,0,9.930461517093647e-05,44,168.0,424,61,77,"d_q_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",-0.0034120975271738655
16,17,-15.32622506710581,2.244319192890032e-05,0,7.686142324203615e-05,49,181.0,457,67,77,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",-0.013351749796748785
17,18,-15.326240591822259,1.5524716449277776e-05,0,6.133670679275838e-05,50,194.0,490,67,87,"d_q_exc_[0, 3]_[4, 13]","[[0, 3], [4, 13]]",0.004909495636325618
18,19,-15.326253470833272,1.2879011013211539e-05,0,4.845769577954684e-05,71,207.0,523,78,87,"d_q_exc_[2, 13]_[12, 7]","[[2, 13], [12, 7]]",4.061825089842858
19,20,-15.326259852898943,6.382065670607062e-06,1,4.207563010893978e-05,72,210.0,530,81,90,s_q_exc_0_2,"[[0], [2]]",-0.00795982351470664
20,21,-15.32626533837192,5.485472977184713e-06,0,3.659015713175506e-05,76,223.0,563,81,90,"d_q_exc_[0, 5]_[6, 13]","[[0, 5], [6, 13]]",-0.0020170221580556313
21,22,-15.326270720492776,5.3821208556570355e-06,0,3.120803627609803e-05,33,236.0,596,81,90,"d_q_exc_[0, 1]_[12, 13]","[[0, 1], [12, 13]]",-0.001774888601483682
22,23,-15.326274723529842,4.003037066269144e-06,0,2.7204999209828884e-05,94,249.0,629,92,101,"d_q_exc_[2, 3]_[6, 7]","[[2, 3], [6, 7]]",0.08896777728363063
23,24,-15.326278044386173,3.320856331257005e-06,0,2.388414287857188e-05,115,262.0,662,97,107,"d_q_exc_[1, 6]_[2, 7]","[[1, 6], [2, 7]]",0.07822804683342409
24,25,-15.326280093973512,2.0495873389592134e-06,1,2.1834555539612666e-05,131,275.0,695,97,108,"d_q_exc_[3, 12]_[7, 4]","[[3, 12], [7, 4]]",-0.19874803459632528
25,26,-15.326281546067673,1.4520941604700965e-06,4,2.038246137914257e-05,145,288.0,728,108,118,"d_q_exc_[2, 13]_[12, 3]","[[2, 13], [12, 3]]",0.2640015439576963
26,27,-15.32628269116121,1.1450935364365478e-06,6,1.923736784270602e-05,111,301.0,761,108,118,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.001478237572818874
27,28,-15.326286037652899,3.34649168998169e-06,0,1.589087615272433e-05,116,314.0,794,108,118,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0014782405063693983
28,29,-15.32628904207165,3.00441875111801e-06,0,1.2886457401606322e-05,149,327.0,827,108,118,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0033242584097801595
29,30,-15.32629138888727,2.346815620057896e-06,0,1.0539641781548426e-05,231,340.0,860,113,118,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.002705601667013697
