,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.705483809118104,11.093318308413387,0,0.07438834918223503,3,3.0,7,3,4,s_q_exc_3_4,"[[3], [4]]",1.570796326699607
1,2,-7.764297760199929,0.058813951081824634,0,0.015574398100410392,3,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",0.26475000932226894
2,3,-7.779419912674939,0.015122152475010253,1,0.00045224562540013835,35,9.0,21,6,7,s_q_exc_4_10,"[[4], [10]]",0.3906135439583099
3,4,-7.7794937789797345,7.386630479544465e-05,0,0.0003783793206046937,11,22.0,54,12,16,"d_q_exc_[1, 10]_[4, 11]","[[1, 10], [4, 11]]",-0.02846991635043209
4,5,-7.779550534587843,5.675560810836089e-05,0,0.0003216237124963328,11,25.0,61,15,19,s_q_exc_0_10,"[[0], [10]]",0.006350883322518528
5,6,-7.779601933231767,5.139864392411653e-05,1,0.0002702250685722163,49,38.0,94,22,24,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",-0.9641042633478532
6,7,-7.779652587450234,5.065421846683904e-05,1,0.00021957085010537725,27,51.0,127,22,24,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",-0.6180995781199048
7,8,-7.779684759691429,3.21722411955605e-05,2,0.00018739860890981674,43,64.0,160,22,26,"d_q_exc_[0, 11]_[1, 2]","[[0, 11], [1, 2]]",0.4103259993757283
8,9,-7.779711040231475,2.6280540045497958e-05,1,0.00016111806886431879,57,77.0,193,27,28,"d_q_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",-0.002814055982073854
9,10,-7.779736968872024,2.5928640549288673e-05,0,0.0001351894283150301,60,90.0,226,38,39,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",-0.005083707024380296
10,11,-7.7797596211489655,2.2652276941315108e-05,5,0.000112537151373715,76,103.0,259,38,39,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",-0.4706209608996434
11,12,-7.7797824650214285,2.284387246298536e-05,2,8.969327891072965e-05,74,116.0,292,38,39,"d_q_exc_[5, 10]_[8, 9]","[[5, 10], [8, 9]]",-0.46079083781565155
12,13,-7.779804522551896,2.205753046791159e-05,2,6.763574844281806e-05,92,129.0,325,38,40,"d_q_exc_[0, 10]_[2, 4]","[[0, 10], [2, 4]]",2.4163760211135967
13,14,-7.779827600275169,2.307772327281299e-05,6,4.455802517000507e-05,104,142.0,358,38,45,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",0.47402614788530895
14,15,-7.779834797946195,7.197671025416241e-06,5,3.7360354144588825e-05,108,155.0,391,44,49,"d_q_exc_[0, 1]_[4, 11]","[[0, 1], [4, 11]]",-0.0035681588544247346
15,16,-7.779842753729266,7.955783071444955e-06,1,2.940457107314387e-05,92,168.0,424,50,59,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0023229821511539547
16,17,-7.779854276102446,1.1522373180028467e-05,0,1.7882197893115404e-05,113,181.0,457,58,69,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.002138760370193951
17,18,-7.779860515848062,6.2397456161988885e-06,2,1.1642452276916515e-05,120,194.0,490,69,70,"d_q_exc_[0, 11]_[3, 4]","[[0, 11], [3, 4]]",-0.6940666577572714
18,19,-7.779863799140072,3.2832920098258e-06,6,8.359160267090715e-06,146,207.0,523,80,81,"d_q_exc_[0, 5]_[3, 10]","[[0, 5], [3, 10]]",0.8271071883438503
19,20,-7.779869714638263,5.9154981908449145e-06,2,2.4436620762458006e-06,191,220.0,556,91,92,"d_q_exc_[0, 10]_[2, 4]","[[0, 10], [2, 4]]",-1.331945603681602
20,21,-7.7798709758481746,1.2612099116182662e-06,2,1.1824521646275343e-06,164,233.0,589,91,92,"d_q_exc_[2, 5]_[3, 4]","[[2, 5], [3, 4]]",-0.32295717449895317
21,22,-7.779871824022225,8.481740501053991e-07,0,3.342781145221352e-07,143,246.0,622,102,103,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",0.23581772043101348
22,23,-7.779872042976899,2.189546739472803e-07,9,1.1532344057485489e-07,246,259.0,655,102,103,"d_q_exc_[3, 10]_[6, 7]","[[3, 10], [6, 7]]",0.04569229254540427
23,24,-7.779872105242727,6.226582804913505e-08,1,5.305761252571983e-08,264,272.0,688,113,114,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.089778470959093
24,25,-7.7798721365821155,3.1339388861795214e-08,1,2.171822366392462e-08,309,285.0,721,124,125,"d_q_exc_[0, 11]_[8, 9]","[[0, 11], [8, 9]]",-0.02018490224064489
25,26,-7.779872149315555,1.2733439191947582e-08,6,8.984784471977036e-09,272,298.0,754,135,136,"d_q_exc_[0, 11]_[6, 7]","[[0, 11], [6, 7]]",0.006268074431774918
26,27,-7.779872156564846,7.249290945310349e-09,5,1.735493526666687e-09,230,311.0,787,135,136,"d_q_exc_[2, 11]_[4, 5]","[[2, 11], [4, 5]]",-0.0460097615655149
27,28,-7.779872158300106,1.735259935742306e-09,7,2.3359092438113294e-13,336,324.0,820,146,147,"d_q_exc_[0, 4]_[2, 10]","[[0, 4], [2, 10]]",-0.021826999417739443
28,29,-7.779872158300114,7.993605777301127e-15,4,2.255973186038318e-13,57,337.0,853,146,147,"d_q_exc_[2, 5]_[10, 11]","[[2, 5], [10, 11]]",8.05662914043607e-06
