,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.724690656155324,15.065742188333434,0,0.047548359162699505,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963300930459
1,2,-7.764948543270803,0.040257887115479285,0,0.00729047204722022,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.3004566667695524
2,3,-7.771559681163507,0.0066111378927038444,1,0.0006793341545163756,15,9.0,21,6,8,s_q_exc_3_5,"[[3], [5]]",-0.5815158339306877
3,4,-7.771733143699449,0.00017346253594219263,0,0.000505871618574183,13,22.0,54,11,13,"d_q_exc_[0, 11]_[5, 10]","[[0, 11], [5, 10]]",0.06181572818413355
4,5,-7.771857038563973,0.00012389486452413223,0,0.0003819767540500507,63,25.0,61,12,16,s_q_exc_1_11,"[[1], [11]]",-0.013023046587683166
5,6,-7.7719220501263955,6.501156242233463e-05,3,0.0003169651916277161,32,38.0,94,22,26,"d_q_exc_[0, 11]_[1, 4]","[[0, 11], [1, 4]]",-0.8566705734438866
6,7,-7.771973649377404,5.159925100883811e-05,2,0.00026536594061887797,42,51.0,127,22,26,"d_q_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.9216456171658889
7,8,-7.772024492180864,5.0842803459794084e-05,2,0.0002145231371590839,41,64.0,160,22,26,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.7297216017510125
8,9,-7.772065764929423,4.127274855925123e-05,2,0.00017325038859983266,53,67.0,167,22,26,s_q_exc_2_10,"[[2], [10]]",-0.545486062113025
9,10,-7.772087182824651,2.1417895228026396e-05,7,0.00015183249337180627,59,80.0,200,22,32,"d_q_exc_[1, 2]_[10, 11]","[[1, 2], [10, 11]]",-0.3916009468986087
10,11,-7.772109770604173,2.2587779521465734e-05,4,0.00012924471385034053,87,93.0,233,30,38,"d_q_exc_[1, 4]_[2, 11]","[[1, 4], [2, 11]]",-0.3659721900605765
11,12,-7.772129962269728,2.0191665555557847e-05,0,0.00010905304829478268,74,106.0,266,36,42,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.002572080731343519
12,13,-7.772150029956332,2.0067686604008372e-05,0,8.898536169077431e-05,101,119.0,299,44,52,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.00255780186740868
13,14,-7.772168738552929,1.8708596596361815e-05,1,7.02767650944125e-05,82,132.0,332,55,55,"d_q_exc_[0, 3]_[5, 10]","[[0, 3], [5, 10]]",-0.015514119177396047
14,15,-7.772185395044473,1.6656491544253527e-05,1,5.362027355015897e-05,125,145.0,365,66,66,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.002407997659484966
15,16,-7.77220184627914,1.6451234666980952e-05,0,3.716903888317802e-05,65,158.0,398,77,77,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.0016418223678407765
16,17,-7.772217841127138,1.599484799807982e-05,3,2.11741908850982e-05,133,171.0,431,88,88,"d_q_exc_[0, 3]_[1, 4]","[[0, 3], [1, 4]]",0.3687577129360718
17,18,-7.772225383646606,7.542519467662601e-06,7,1.3631671417435598e-05,95,184.0,464,88,88,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-0.5479925939868001
18,19,-7.77223359555584,8.211909234390191e-06,6,5.419762183045407e-06,125,197.0,497,88,88,"d_q_exc_[4, 11]_[6, 7]","[[4, 11], [6, 7]]",0.2720389478559264
19,20,-7.772235676036524,2.080480683730457e-06,3,3.33928149931495e-06,111,210.0,530,99,99,"d_q_exc_[0, 5]_[1, 2]","[[0, 5], [1, 2]]",0.1295896370705362
20,21,-7.772237829832344,2.1537958199147056e-06,2,1.1854856794002444e-06,97,223.0,563,110,110,"d_q_exc_[0, 5]_[1, 10]","[[0, 5], [1, 10]]",-0.13844079525975986
21,22,-7.772238574118878,7.442865346263261e-07,7,4.411991447739183e-07,216,236.0,596,110,110,"d_q_exc_[2, 5]_[3, 10]","[[2, 5], [3, 10]]",-0.5654269354843401
22,23,-7.772238914969387,3.408505087065805e-07,0,1.0034863606733779e-07,92,249.0,629,110,110,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",0.03274443074172356
23,24,-7.772238955588223,4.0618836294470384e-08,0,5.972979977286741e-08,151,262.0,662,110,110,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",-0.023167767840248446
24,25,-7.772239003244973,4.76567496576763e-08,9,1.2073050115191108e-08,176,275.0,695,121,121,"d_q_exc_[0, 5]_[4, 11]","[[0, 5], [4, 11]]",-0.00018431467872407565
25,26,-7.772239015263837,1.2018864126162043e-08,9,5.418598902906524e-11,173,288.0,728,132,132,"d_q_exc_[0, 5]_[6, 7]","[[0, 5], [6, 7]]",-0.00040214035467905197
26,27,-7.772239015307508,4.367084471823546e-11,0,1.0515144310829783e-11,105,301.0,761,132,132,"d_q_exc_[1, 4]_[8, 9]","[[1, 4], [8, 9]]",-0.000701051374292319
27,28,-7.772239015315218,7.710276861416787e-12,3,2.8048674494129955e-12,48,314.0,794,132,132,"d_q_exc_[1, 10]_[6, 7]","[[1, 10], [6, 7]]",0.00017125518779834235
28,29,-7.772239015315813,5.950795411990839e-13,6,2.2097879082139116e-12,71,327.0,827,143,143,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-7.502616001082858e-07
