,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.716025621207714,14.204525220113652,0,0.06143054407642712,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963267948961
1,2,-7.766411601425608,0.050385980217893866,0,0.011044563858533252,49,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.2871571266640101
2,3,-7.776845776026938,0.010434174601329893,0,0.0006103892572033587,11,9.0,21,6,7,s_q_exc_5_11,"[[5], [11]]",0.2704342036923341
3,4,-7.776981882139707,0.00013610611276959617,0,0.0004742831444337625,72,22.0,54,12,16,"d_q_exc_[0, 11]_[5, 10]","[[0, 11], [5, 10]]",0.04358592424099232
4,5,-7.777097341620462,0.00011545948075486479,0,0.00035882366367889773,38,25.0,61,15,19,s_q_exc_1_11,"[[1], [11]]",-0.009653336968204213
5,6,-7.777152702446229,5.5360825767181154e-05,0,0.0003034628379117166,70,38.0,94,22,24,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",0.5116551117822171
6,7,-7.777207247158471,5.454471224197732e-05,0,0.00024891812566973925,41,51.0,127,33,35,"d_q_exc_[5, 10]_[8, 9]","[[5, 10], [8, 9]]",0.657241988740506
7,8,-7.777236422504911,2.9175346440091232e-05,0,0.00021974277922964802,42,54.0,134,33,35,s_q_exc_0_2,"[[0], [2]]",0.005810002718499398
8,9,-7.777264377651415,2.795514650344444e-05,2,0.00019178763272620358,55,67.0,167,33,35,"d_q_exc_[0, 11]_[1, 4]","[[0, 11], [1, 4]]",-0.44304878679548043
9,10,-7.777291575324212,2.7197672797463213e-05,2,0.00016458995992874037,57,80.0,200,36,37,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.4162758730955876
10,11,-7.777316468690848,2.489336663558106e-05,5,0.0001396965932931593,86,93.0,233,38,41,"d_q_exc_[1, 2]_[5, 10]","[[1, 2], [5, 10]]",-1.9357788365150603
11,12,-7.777337613570368,2.1144879520207382e-05,2,0.00011855171377295193,101,106.0,266,38,41,"d_q_exc_[2, 3]_[4, 11]","[[2, 3], [4, 11]]",-0.6959324065007636
12,13,-7.777357734543578,2.0120973210246973e-05,1,9.843074056270495e-05,70,119.0,299,47,48,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0027707887715273166
