,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
13,14,-7.777377731061128,1.9996517549358828e-05,0,7.843422301334613e-05,59,132.0,332,58,59,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0029399133608896707
14,15,-7.777396144692206,1.841363107857319e-05,2,6.002059193477294e-05,122,145.0,365,58,59,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",0.44702264753418686
15,16,-7.777414706607704,1.856191549798325e-05,9,4.145867643678969e-05,137,158.0,398,58,59,"d_q_exc_[2, 3]_[6, 7]","[[2, 3], [6, 7]]",-0.5649195388789466
16,17,-7.7774355951833245,2.0888575620325867e-05,0,2.057010081646382e-05,156,171.0,431,58,59,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-0.9862877732370834
17,18,-7.77744582746592,1.0232282595445952e-05,0,1.033781822101787e-05,170,184.0,464,58,69,"d_q_exc_[1, 4]_[2, 3]","[[1, 4], [2, 3]]",0.4328167761997808
18,19,-7.77745058605438,4.758588460163082e-06,0,5.579229760854787e-06,191,197.0,497,69,80,"d_q_exc_[1, 10]_[4, 5]","[[1, 10], [4, 5]]",-1.2680326640656039
19,20,-7.7774530309590695,2.4449046893693094e-06,2,3.1343250714854776e-06,208,210.0,530,80,91,"d_q_exc_[1, 4]_[5, 10]","[[1, 4], [5, 10]]",0.3857295943979594
20,21,-7.777454574610034,1.543650964386245e-06,0,1.5906741070992325e-06,185,223.0,563,91,102,"d_q_exc_[1, 4]_[8, 9]","[[1, 4], [8, 9]]",-0.11358215415807157
21,22,-7.77745540440451,8.29794475798451e-07,0,7.608796313007815e-07,210,236.0,596,91,102,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.0006949748223839438
22,23,-7.777456027322727,6.229182174521952e-07,1,1.379614138485863e-07,209,249.0,629,91,102,"d_q_exc_[2, 5]_[6, 7]","[[2, 5], [6, 7]]",-0.09546830433908056
23,24,-7.777456106732753,7.94100261103381e-08,1,5.8551387738248195e-08,225,262.0,662,102,113,"d_q_exc_[1, 4]_[6, 7]","[[1, 4], [6, 7]]",-0.04067369596003711
24,25,-7.777456155356649,4.8623896020671964e-08,8,9.927491717576231e-09,312,275.0,695,102,113,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",-0.02329423216097874
25,26,-7.777456163270303,7.913653732316561e-09,8,2.01383798525967e-09,257,288.0,728,102,113,"d_q_exc_[5, 10]_[8, 9]","[[5, 10], [8, 9]]",-0.03559609178039532
26,27,-7.777456165275403,2.00510008596666e-09,0,8.737899293009832e-12,222,301.0,761,113,124,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",0.012022835845482076
27,28,-7.777456165278675,3.2720492981752614e-12,0,5.465849994834571e-12,56,314.0,794,124,135,"d_q_exc_[1, 10]_[4, 5]","[[1, 10], [4, 5]]",0.0007499996175589141
28,29,-7.777456165280784,2.1085355683680973e-12,0,3.3573144264664734e-12,54,327.0,827,135,146,"d_q_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",-0.00029687561531645837
29,30,-7.777456165281946,1.162625551387464e-12,0,2.1946888750790094e-12,53,340.0,860,146,157,"d_q_exc_[1, 10]_[2, 5]","[[1, 10], [2, 5]]",-0.0002812503056974836
30,31,-7.7774561652826275,6.812328479099961e-13,0,1.5134560271690134e-12,68,353.0,893,146,157,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",5.818983727502995e-07
