,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.709312962601156,13.366012302351784,0,0.06883824951293072,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963268002243
1,2,-7.764908078634816,0.0555951160336603,0,0.01324313347927042,46,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.4356185692636657
2,3,-7.777598533304669,0.012690454669852969,0,0.0005526788094174506,13,9.0,21,6,8,s_q_exc_3_5,"[[3], [5]]",-0.8190785372246797
3,4,-7.777711166985574,0.00011263368090475012,0,0.0004400451285127005,13,22.0,54,11,13,"d_q_exc_[0, 11]_[5, 10]","[[0, 11], [5, 10]]",0.04223763275042098
4,5,-7.777805569268005,9.440228243118298e-05,0,0.0003456428460815175,104,35.0,87,22,23,"d_q_exc_[0, 11]_[1, 10]","[[0, 11], [1, 10]]",0.5893707693615221
5,6,-7.777860383184778,5.481391677264469e-05,1,0.00029082892930887283,39,48.0,120,22,23,"d_q_exc_[5, 10]_[8, 9]","[[5, 10], [8, 9]]",0.7218265939694188
6,7,-7.777914393354791,5.401017001371855e-05,0,0.00023681875929515428,53,61.0,153,33,34,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",-1.0331856938096395e-12
7,8,-7.777941538696002,2.7145341210399465e-05,0,0.00020967341808475481,93,74.0,186,33,38,"d_q_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",-0.006583659273863086
8,9,-7.777975336820013,3.3798124011497066e-05,0,0.00017587529407325775,70,77.0,193,33,41,s_q_exc_4_10,"[[4], [10]]",-0.4619066034816074
9,10,-7.778003472315044,2.8135495030667812e-05,5,0.00014773979904258994,67,90.0,226,33,47,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",0.7575704704098014
10,11,-7.778026781388279,2.3309073235111555e-05,1,0.00012443072580747838,99,103.0,259,38,53,"d_q_exc_[1, 4]_[10, 11]","[[1, 4], [10, 11]]",-0.6106270578945725
11,12,-7.778046988164209,2.020677592984299e-05,0,0.00010422394987763539,146,116.0,292,44,53,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.004448476358196056
12,13,-7.778067489327736,2.0501163526809307e-05,0,8.372278635082608e-05,102,129.0,325,55,55,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.003315538039961584
13,14,-7.77810780925113,4.0319923394704915e-05,7,4.340286295612117e-05,120,142.0,358,55,55,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",5.497787143781515
14,15,-7.778120306800106,1.2497548975254347e-05,2,3.090531398086682e-05,100,155.0,391,55,63,"d_q_exc_[1, 10]_[2, 3]","[[1, 10], [2, 3]]",0.4061111678054153
15,16,-7.7781302034332285,9.896633122785659e-06,2,2.1008680858081163e-05,89,168.0,424,66,66,"d_q_exc_[0, 5]_[1, 4]","[[0, 5], [1, 4]]",0.29916971590959307
16,17,-7.778139801890813,9.598457584303333e-06,6,1.1410223273777831e-05,86,181.0,457,66,66,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-0.6663607222908552
17,18,-7.778145490581986,5.688691173233451e-06,0,5.72153210054438e-06,105,194.0,490,77,77,"d_q_exc_[0, 3]_[1, 2]","[[0, 3], [1, 2]]",-0.22928736984064318
18,19,-7.778148897634351,3.407052364678975e-06,2,2.3144797358654046e-06,181,207.0,523,77,77,"d_q_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",0.4082213203285381
19,20,-7.778149757549306,8.599149552424024e-07,0,1.4545647806230022e-06,124,220.0,556,77,77,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",6.351307747511739
20,21,-7.778150786583346,1.0290340402008269e-06,0,4.255307404221753e-07,116,233.0,589,77,83,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",-0.15308277274091103
21,22,-7.778151170374847,3.8379150080203317e-07,0,4.1739239620142143e-08,172,246.0,622,77,86,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",-0.1678375532734768
22,23,-7.77815121022898,3.985413332685539e-08,5,1.8851062932867535e-09,101,259.0,655,87,94,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",-0.23792792169505125
23,24,-7.778151212113487,1.884506772853456e-09,9,5.995204332975845e-13,229,262.0,662,87,94,s_q_exc_2_4,"[[2], [4]]",0.012378068211215983
24,25,-7.778151212113584,9.681144774731365e-14,1,5.027089855502709e-13,5,265.0,669,87,94,s_q_exc_0_2,"[[0], [2]]",2.3756121862823943e-07
