,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-15.217049917154293,28.400890017803157,0,0.09603710241014163,3,3.0,7,3,4,s_q_exc_5_6,"[[5], [6]]",1.570796334605352
1,2,-15.239313977485535,0.022264060331242064,0,0.07377304207889956,36,16.0,40,11,11,"d_q_exc_[3, 4]_[5, 10]","[[3, 4], [5, 10]]",-0.3293902445655206
2,3,-15.258567452055933,0.019253474570398055,0,0.05451956750850151,8,19.0,47,11,14,s_q_exc_4_12,"[[4], [12]]",0.15916515565161887
3,4,-15.275065971819664,0.016498519763731068,0,0.03802104774477044,11,32.0,80,17,21,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",-0.2269452347509924
4,5,-15.285152844448032,0.01008687262836716,3,0.02793417511640328,28,45.0,113,22,22,"d_q_exc_[2, 13]_[11, 4]","[[2, 13], [11, 4]]",0.8381443793474218
5,6,-15.29309137968951,0.007938535241478917,0,0.019995639874924365,18,58.0,146,24,31,"d_q_exc_[4, 7]_[6, 5]","[[4, 7], [6, 5]]",0.6334258003350938
6,7,-15.296169908599314,0.003078528909803424,2,0.01691711096512094,26,71.0,179,33,37,"d_q_exc_[2, 13]_[4, 3]","[[2, 13], [4, 3]]",0.6767818385944959
7,8,-15.298294684716652,0.0021247761173377455,0,0.014792334847783195,27,84.0,212,44,44,"d_q_exc_[2, 10]_[4, 12]","[[2, 10], [4, 12]]",-0.3244431215713057
8,9,-15.300905176797698,0.0026104920810468,3,0.012181842766736395,36,97.0,245,55,55,"d_q_exc_[2, 11]_[5, 4]","[[2, 11], [5, 4]]",0.6391220512904833
9,10,-15.303150730476286,0.0022455536785876973,0,0.009936289088148698,43,110.0,278,55,55,"d_q_exc_[6, 13]_[12, 7]","[[6, 13], [12, 7]]",-0.4283514820239741
10,11,-15.304289700195675,0.0011389697193884274,0,0.00879731936876027,42,123.0,311,66,66,"d_q_exc_[2, 3]_[8, 9]","[[2, 3], [8, 9]]",-0.03500143457863636
11,12,-15.304764242259425,0.00047454206375086017,0,0.00832277730500941,50,136.0,344,66,66,"d_q_exc_[4, 11]_[10, 13]","[[4, 11], [10, 13]]",0.4974677153248044
12,13,-15.30509488940281,0.00033064714338415513,2,0.007992130161625255,58,149.0,377,66,71,"d_q_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",-0.2748190899925044
13,14,-15.305173687760158,7.879835734847518e-05,0,0.00791333180427678,128,152.0,384,66,71,s_q_exc_0_10,"[[0], [10]]",0.007975079231667627
14,15,-15.30523249990991,5.881214975111959e-05,0,0.00785451965452566,91,165.0,417,66,71,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.003518770956649928
15,16,-15.305288143641743,5.564373183375437e-05,0,0.007798875922691906,55,178.0,450,66,77,"d_q_exc_[0, 3]_[4, 5]","[[0, 3], [4, 5]]",0.030608771832994097
16,17,-15.305322509562236,3.436592049332887e-05,0,0.007764510002198577,90,191.0,483,72,77,"d_q_exc_[1, 2]_[8, 9]","[[1, 2], [8, 9]]",-0.0015862288005831931
17,18,-15.305355487108432,3.2977546196022445e-05,0,0.0077315324560025545,126,204.0,516,72,77,"d_q_exc_[1, 6]_[7, 10]","[[1, 6], [7, 10]]",-0.0009375404427600959
18,19,-15.305384712956714,2.922584828191077e-05,0,0.007702306607720644,129,217.0,549,72,77,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",0.003905457281143459
19,20,-15.305413747014732,2.9034058018240216e-05,1,0.0076732725497024035,78,230.0,582,72,77,"d_q_exc_[0, 13]_[12, 1]","[[0, 13], [12, 1]]",-0.528113347066028
20,21,-15.30543909039001,2.5343375277486757e-05,0,0.007647929174424917,57,243.0,615,72,77,"d_q_exc_[0, 1]_[12, 13]","[[0, 1], [12, 13]]",-0.0018261271058187304
21,22,-15.305463970837138,2.4880447128339256e-05,0,0.0076230487272965775,127,256.0,648,72,77,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0016802937237100357
22,23,-15.30548588629144,2.1915454301080217e-05,9,0.007601133272995497,87,269.0,681,72,83,"d_q_exc_[3, 12]_[11, 4]","[[3, 12], [11, 4]]",0.03454746351016457
23,24,-15.305507579073904,2.1692782464555194e-05,0,0.007579440490530942,85,282.0,714,78,86,"d_q_exc_[1, 2]_[12, 13]","[[1, 2], [12, 13]]",-0.0005019953747835834
24,25,-15.305523304471276,1.57253973718241e-05,0,0.007563715093159118,143,295.0,747,80,94,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",-0.007235605565160535
25,26,-15.305536853289336,1.3548818060371559e-05,0,0.007550166275098746,93,308.0,780,83,94,"d_q_exc_[0, 5]_[2, 13]","[[0, 5], [2, 13]]",0.020353883481384574
26,27,-15.305549419857144,1.2566567807681395e-05,0,0.007537599707291065,161,321.0,813,91,100,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.0052001173348450915
27,28,-15.30555841182294,8.991965795956958e-06,0,0.007528607741495108,117,334.0,846,102,103,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",-0.3085136101880368
28,29,-15.305565629339274,7.217516333923868e-06,0,0.007521390225161184,118,347.0,879,102,106,"d_q_exc_[1, 2]_[4, 5]","[[1, 2], [4, 5]]",-0.027520143182781977
29,30,-15.30557180813978,6.178800505907134e-06,0,0.007515211424655277,115,360.0,912,113,114,"d_q_exc_[0, 11]_[10, 1]","[[0, 11], [10, 1]]",1.1270776668322726
30,31,-15.305576924902883,5.116763103885091e-06,0,0.007510094661551392,159,373.0,945,124,125,"d_q_exc_[0, 5]_[4, 1]","[[0, 5], [4, 1]]",-0.2951458890580498
31,32,-15.305583209485752,6.2845828683322225e-06,1,0.00750381007868306,135,376.0,952,124,125,s_q_exc_1_3,"[[1], [3]]",-0.009153086772759557
32,33,-15.305587726138025,4.516652273522936e-06,3,0.007499293426409537,126,389.0,985,124,125,"d_q_exc_[4, 13]_[11, 10]","[[4, 13], [11, 10]]",-0.02483883317877999
33,34,-15.305592198090189,4.4719521632430315e-06,9,0.007494821474246294,143,402.0,1018,124,129,"d_q_exc_[1, 12]_[11, 4]","[[1, 12], [11, 4]]",0.040344235621469424
34,35,-15.305593987486091,1.7893959025627737e-06,0,0.007493032078343731,149,415.0,1051,124,139,"d_q_exc_[1, 4]_[3, 12]","[[1, 4], [3, 12]]",0.0008271734731937972
35,36,-15.305595687425363,1.6999392720151718e-06,9,0.007491332139071716,165,428.0,1084,135,140,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.8403754735794688
36,37,-15.305597940222352,2.252796988955197e-06,1,0.007489079342082761,163,441.0,1117,135,151,"d_q_exc_[1, 6]_[2, 7]","[[1, 6], [2, 7]]",-0.008701467164977019
37,38,-15.305600165494686,2.2252723343996195e-06,0,0.007486854069748361,232,454.0,1150,146,157,"d_q_exc_[0, 7]_[6, 1]","[[0, 7], [6, 1]]",-0.323964511077654
38,39,-15.305601124388819,9.588941320970434e-07,4,0.007485895175616264,163,467.0,1183,157,167,"d_q_exc_[0, 1]_[5, 12]","[[0, 1], [5, 12]]",-0.00010038491603087322
39,40,-15.305601980438409,8.560495903253695e-07,1,0.007485039126025939,190,480.0,1216,168,169,"d_q_exc_[0, 13]_[10, 5]","[[0, 13], [10, 5]]",-0.029493299809733378
