,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.71985500370053,15.298209390943068,0,0.04383110851563021,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963250589656
1,2,-7.7573715354210995,0.0375165317205699,0,0.0063145767950603116,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.2333883944148991
2,3,-7.763033778736969,0.0056622433158697305,0,0.000652333479190581,9,9.0,21,6,7,s_q_exc_5_11,"[[5], [11]]",0.1420180105041766
3,4,-7.763201672560283,0.00016789382331339198,0,0.00048443965587718907,13,22.0,54,12,16,"d_q_exc_[0, 11]_[5, 10]","[[0, 11], [5, 10]]",0.07281274555556698
4,5,-7.763298630257935,9.695769765283302e-05,0,0.00038748195822435605,14,25.0,61,15,19,s_q_exc_1_11,"[[1], [11]]",-0.012184177154066668
5,6,-7.76338203288563,8.340262769479523e-05,3,0.0003040793305295608,29,38.0,94,22,29,"d_q_exc_[0, 11]_[1, 4]","[[0, 11], [1, 4]]",-0.9825584185920403
6,7,-7.763432185010119,5.015212448888917e-05,3,0.00025392720604067165,39,51.0,127,22,29,"d_q_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.9375614844469812
7,8,-7.763481605101312,4.9420091192686755e-05,5,0.0002045071148479849,39,64.0,160,22,29,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",-0.8411844169570035
8,9,-7.763529359213636,4.775411232404991e-05,2,0.00015675300252393498,86,67.0,167,22,29,s_q_exc_2_10,"[[2], [10]]",-0.5491691031442091
9,10,-7.763549787429182,2.0428215545820194e-05,1,0.0001363247869781148,55,80.0,200,33,33,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.0027413414553654073
10,11,-7.763570088980218,2.0301551036716603e-05,0,0.00011602323594139818,55,93.0,233,44,44,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.00251970923861714
11,12,-7.763589476210809,1.9387230590695026e-05,3,9.663600535070316e-05,57,106.0,266,44,44,"d_q_exc_[1, 10]_[2, 11]","[[1, 10], [2, 11]]",-0.22909901933713034
12,13,-7.763607121625943,1.7645415133493714e-05,0,7.899059021720944e-05,75,119.0,299,55,55,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.003994547711387112
13,14,-7.763628808070306,2.168644436384426e-05,0,5.7304145853365185e-05,90,132.0,332,55,55,"d_q_exc_[6, 7]_[10, 11]","[[6, 7], [10, 11]]",0.5939450447194677
14,15,-7.763648133037489,1.9324967182932085e-05,0,3.79791786704331e-05,118,145.0,365,55,55,"d_q_exc_[3, 10]_[8, 9]","[[3, 10], [8, 9]]",-0.1749511520053051
15,16,-7.76366651008279,1.8377045300610462e-05,0,1.960213336982264e-05,148,158.0,398,55,55,"d_q_exc_[3, 10]_[4, 5]","[[3, 10], [4, 5]]",-1.313044365319978
16,17,-7.763674229108616,7.71902582563655e-06,6,1.1883107544186089e-05,133,171.0,431,55,55,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",0.341181014616938
17,18,-7.763680073595202,5.844486586248365e-06,0,6.038620957937724e-06,148,184.0,464,55,55,"d_q_exc_[2, 3]_[4, 5]","[[2, 3], [4, 5]]",-0.6086059902670314
18,19,-7.76368382394642,3.7503512180236953e-06,0,2.2882697399140284e-06,162,197.0,497,55,61,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-0.38100755107090595
19,20,-7.763684944587654,1.1206412340314387e-06,0,1.1676285058825897e-06,173,210.0,530,55,63,"d_q_exc_[1, 10]_[3, 4]","[[1, 10], [3, 4]]",0.2807647124330991
20,21,-7.76368568515474,7.405670858773306e-07,6,4.2706142000525915e-07,171,223.0,563,58,69,"d_q_exc_[3, 4]_[6, 7]","[[3, 4], [6, 7]]",0.13068066168319598
21,22,-7.763685863605215,1.784504748414406e-07,0,2.4861094516381854e-07,182,236.0,596,64,74,"d_q_exc_[1, 4]_[6, 7]","[[1, 4], [6, 7]]",-0.04762762078153052
22,23,-7.763685978801594,1.1519637954648942e-07,8,1.3341456561732912e-07,168,249.0,629,75,85,"d_q_exc_[1, 4]_[3, 10]","[[1, 4], [3, 10]]",0.07898156790797432
23,24,-7.7636860404298815,6.162828736222536e-08,0,7.178627825510375e-08,143,262.0,662,75,85,"d_q_exc_[2, 5]_[3, 4]","[[2, 5], [3, 4]]",-0.11350673579628182
24,25,-7.7636860910288235,5.059894192527281e-08,1,2.118733632983094e-08,186,275.0,695,86,96,"d_q_exc_[1, 10]_[8, 9]","[[1, 10], [8, 9]]",0.04242402500229561
25,26,-7.763686107773637,1.6744813535751746e-08,3,4.442522794079196e-09,168,288.0,728,97,107,"d_q_exc_[1, 4]_[8, 9]","[[1, 4], [8, 9]]",-0.025044669617527993
26,27,-7.763686112176068,4.402431308392352e-09,2,4.009148568684395e-11,222,301.0,761,97,107,"d_q_exc_[2, 5]_[6, 7]","[[2, 5], [6, 7]]",0.015701220969097943
27,28,-7.763686112211911,3.5842440126998554e-11,4,4.249045559845399e-12,130,314.0,794,102,113,"d_q_exc_[0, 3]_[1, 10]","[[0, 3], [1, 10]]",0.0010044350983542155
28,29,-7.763686112213275,1.3642420526593924e-12,4,2.8848035071860068e-12,23,327.0,827,102,113,"d_q_exc_[0, 5]_[4, 11]","[[0, 5], [4, 11]]",-7.382190602783008e-07
29,30,-7.763686112213831,5.559996907322784e-13,0,2.3288038164537284e-12,98,340.0,860,102,113,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",6.250064255503216e-05
