,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.680813672532452,15.02186520471058,0,0.07236425900873211,3,3.0,7,3,4,s_q_exc_2_7,"[[2], [7]]",-1.5707963267218832
1,2,-7.710226615602581,0.029412943070129316,0,0.042951315938602797,45,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",-2.8920894344854746
2,3,-7.718067959998782,0.007841344396201322,0,0.035109971542401475,9,9.0,21,6,8,s_q_exc_3_5,"[[3], [5]]",-0.13910736919991568
3,4,-7.718195580129553,0.00012762013077072254,0,0.03498235141163075,9,12.0,28,6,8,s_q_exc_1_11,"[[1], [11]]",-0.007916228350723246
4,5,-7.718293047067007,9.746693745427137e-05,0,0.03488488447417648,11,25.0,61,11,14,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.0037535495975496345
5,6,-7.718356544901324,6.349783431680578e-05,0,0.034821386639859675,12,38.0,94,22,22,"d_q_exc_[0, 7]_[3, 6]","[[0, 7], [3, 6]]",0.051357080957793996
6,7,-7.71842014467967,6.359977834602404e-05,0,0.03475778686151365,28,51.0,127,22,22,"d_q_exc_[6, 11]_[7, 10]","[[6, 11], [7, 10]]",0.8969108697407466
7,8,-7.71847407822741,5.393354773985948e-05,1,0.03470385331377379,73,64.0,160,22,27,"d_q_exc_[1, 6]_[2, 7]","[[1, 6], [2, 7]]",-0.25317088937012
8,9,-7.718501464176474,2.738594906404046e-05,0,0.03467646736470975,43,77.0,193,33,35,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.0025413615243969575
9,10,-7.718518341446912,1.6877270438087066e-05,0,0.034659590094271664,25,90.0,226,44,45,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.002665143816415292
10,11,-7.718534055941265,1.571449435289196e-05,0,0.03464387559991877,44,103.0,259,55,55,"d_q_exc_[0, 11]_[3, 4]","[[0, 11], [3, 4]]",0.01438756398854027
11,12,-7.7185473741283115,1.3318187046529317e-05,1,0.03463055741287224,63,116.0,292,66,66,"d_q_exc_[0, 5]_[1, 4]","[[0, 5], [1, 4]]",-0.6503920687431737
