,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.72235535045448,13.705930860525765,0,0.05385593542815492,3,3.0,7,3,4,s_q_exc_2_5,"[[2], [5]]",1.5707963267950287
1,2,-7.767259727329337,0.04490437687485738,0,0.008951558553297545,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.2711152676961682
2,3,-7.775551577337676,0.008291850008339097,0,0.0006597085449584483,8,9.0,21,6,7,s_q_exc_5_11,"[[5], [11]]",0.21430433965100917
3,4,-7.7757105761673655,0.00015899882968906098,0,0.0005007097152693873,13,22.0,54,12,16,"d_q_exc_[0, 11]_[5, 10]","[[0, 11], [5, 10]]",0.06132554505797877
4,5,-7.775839070752927,0.00012849458556107862,0,0.0003722151297083087,13,25.0,61,15,19,s_q_exc_1_11,"[[1], [11]]",-0.009658192493476688
5,6,-7.775893867345931,5.479659300444695e-05,0,0.0003174185367038618,29,38.0,94,22,24,"d_q_exc_[5, 10]_[6, 7]","[[5, 10], [6, 7]]",0.8386080175768134
6,7,-7.775947852036787,5.3984690856268e-05,1,0.00026343384584759377,28,51.0,127,22,24,"d_q_exc_[6, 7]_[8, 9]","[[6, 7], [8, 9]]",0.99573143443734
7,8,-7.775990611950131,4.275991334345974e-05,3,0.00022067393250413403,40,64.0,160,22,29,"d_q_exc_[0, 11]_[1, 4]","[[0, 11], [1, 4]]",-0.559578177021688
8,9,-7.776025071980961,3.446003083062976e-05,5,0.00018621390167350427,70,77.0,193,28,34,"d_q_exc_[2, 5]_[8, 9]","[[2, 5], [8, 9]]",-0.8027104604664416
9,10,-7.776050210033478,2.5138052516915366e-05,4,0.0001610758491565889,70,90.0,226,28,35,"d_q_exc_[1, 2]_[10, 11]","[[1, 2], [10, 11]]",-0.3847075967110611
10,11,-7.776073915839802,2.3705806323270906e-05,4,0.000137370042833318,85,103.0,259,31,41,"d_q_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",-0.5744702043363401
11,12,-7.776094320391017,2.0404551215769118e-05,6,0.00011696549161754888,144,116.0,292,36,47,"d_q_exc_[1, 4]_[2, 11]","[[1, 4], [2, 11]]",-0.4697359310257842
12,13,-7.77611435295702,2.0032566002470276e-05,0,9.69329256150786e-05,71,129.0,325,36,47,"d_q_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",-0.002659262504449678
13,14,-7.776134262696494,1.990973947396668e-05,0,7.702318614111192e-05,121,142.0,358,44,52,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0025691071972789815
14,15,-7.776153322023318,1.905932682433331e-05,0,5.796385931677861e-05,76,155.0,391,55,55,"d_q_exc_[0, 3]_[4, 11]","[[0, 3], [4, 11]]",-0.003046510371964745
15,16,-7.776171838884144,1.8516860825990022e-05,0,3.944699849078859e-05,92,168.0,424,55,63,"d_q_exc_[4, 11]_[8, 9]","[[4, 11], [8, 9]]",0.3583690972260228
16,17,-7.776188540528139,1.67016439949208e-05,0,2.2745354495867787e-05,126,181.0,457,66,66,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.002435091322801959
17,18,-7.776199959035591,1.1418507451566029e-05,0,1.1326847044301758e-05,145,194.0,490,66,73,"d_q_exc_[1, 11]_[3, 5]","[[1, 11], [3, 5]]",-0.6419202562092527
18,19,-7.776204146067098,4.18703150728561e-06,7,7.1398155370161476e-06,116,207.0,523,77,77,"d_q_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.0016633958154411255
19,20,-7.77620707050831,2.924441211860085e-06,0,4.215374325156063e-06,112,220.0,556,88,88,"d_q_exc_[0, 3]_[2, 11]","[[0, 3], [2, 11]]",0.0008754502038237703
20,21,-7.776209170151958,2.0996436482789704e-06,8,2.1157306768770923e-06,259,233.0,589,88,88,"d_q_exc_[1, 10]_[4, 5]","[[1, 10], [4, 5]]",-0.9654689895056733
21,22,-7.7762105059797975,1.3358278394548506e-06,8,7.799028374222416e-07,159,246.0,622,88,89,"d_q_exc_[2, 11]_[6, 7]","[[2, 11], [6, 7]]",0.10307022811854456
22,23,-7.77621092750486,4.215250628547551e-07,0,3.5837777456748654e-07,240,259.0,655,88,95,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",0.03573476290518545
23,24,-7.7762111729574155,2.454525551698339e-07,0,1.1292521939765265e-07,222,272.0,688,88,101,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",-0.05815986085331386
24,25,-7.776211261544802,8.858738631545293e-08,7,2.4337833082199722e-08,190,285.0,721,88,107,"d_q_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",0.03586255491710321
25,26,-7.776211278566213,1.702141094739318e-08,4,7.316422134806544e-09,256,298.0,754,88,107,"d_q_exc_[3, 4]_[8, 9]","[[3, 4], [8, 9]]",0.05538819551630214
26,27,-7.776211285881632,7.3154193813707025e-09,6,1.0027534358414414e-12,265,311.0,787,88,117,"d_q_exc_[2, 11]_[8, 9]","[[2, 11], [8, 9]]",0.03068152664343726
27,28,-7.776211285881941,3.090860900556436e-13,0,6.936673457857978e-13,6,324.0,820,97,123,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",-7.03735635538771e-05
