,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.599839352742155,10.98767513857424,0,0.12477486886067002,3,3.0,7,3,4,s_q_exc_2_9,"[[2], [9]]",-1.570796326775713
1,2,-7.648769855465791,0.048930502723636415,0,0.0758443661370336,1,6.0,14,3,4,s_q_exc_3_11,"[[3], [11]]",0.5602441426819018
2,3,-7.701092946991292,0.05232309152550041,0,0.023521274611533194,11,9.0,21,6,6,s_q_exc_5_11,"[[5], [11]]",0.7327445075062425
3,4,-7.701235552407846,0.00014260541655453096,0,0.023378669194978663,53,12.0,28,6,7,s_q_exc_1_3,"[[1], [3]]",-0.02403237431352297
4,5,-7.7013435475407555,0.00010799513290926654,0,0.023270674062069396,13,25.0,61,11,14,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.004512974361322904
5,6,-7.701419661960555,7.611441979982203e-05,1,0.023194559642269574,27,38.0,94,22,22,"d_q_exc_[0, 9]_[1, 8]","[[0, 9], [1, 8]]",-0.8789404042416755
6,7,-7.701479266084235,5.960412367933543e-05,1,0.02313495551859024,36,51.0,127,25,31,"d_q_exc_[1, 8]_[2, 9]","[[1, 8], [2, 9]]",-0.4671292444507
7,8,-7.701504193878851,2.492779461604755e-05,0,0.02311002772397419,56,64.0,160,25,31,"d_q_exc_[8, 11]_[9, 10]","[[8, 11], [9, 10]]",0.3883117967264284
8,9,-7.701527771455664,2.3577576813593737e-05,0,0.023086450147160598,55,77.0,193,33,41,"d_q_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.001800905623366167
9,10,-7.701544500575088,1.6729119423963823e-05,0,0.023069721027736634,56,90.0,226,44,51,"d_q_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",-0.0017361082620657782
10,11,-7.701559162545723,1.4661970634932686e-05,2,0.0230550590571017,58,103.0,259,55,61,"d_q_exc_[0, 1]_[3, 4]","[[0, 1], [3, 4]]",0.0020103576723819404
11,12,-7.701566508482166,7.345936443137191e-06,0,0.023047713120658564,74,116.0,292,55,61,"d_q_exc_[3, 10]_[4, 11]","[[3, 10], [4, 11]]",-0.7364238050851143
12,13,-7.7015734920492065,6.983567040208527e-06,0,0.023040729553618355,60,129.0,325,66,66,"d_q_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",-0.0025318067593087285
13,14,-7.701578153441172,4.661391965754547e-06,6,0.0230360681616526,82,142.0,358,66,72,"d_q_exc_[1, 10]_[3, 4]","[[1, 10], [3, 4]]",-0.30573206456823515
14,15,-7.70158300567574,4.852234567920277e-06,0,0.02303121592708468,75,145.0,365,69,72,s_q_exc_0_2,"[[0], [2]]",0.0015147466156212846
15,16,-7.701589778851854,6.773176114194257e-06,3,0.023024442750970486,93,158.0,398,80,81,"d_q_exc_[0, 9]_[8, 11]","[[0, 9], [8, 11]]",-0.0034085683576502526
16,17,-7.701594713904109,4.9350522548508025e-06,1,0.023019507698715636,111,171.0,431,80,83,"d_q_exc_[1, 10]_[2, 11]","[[1, 10], [2, 11]]",0.4122256647733963
17,18,-7.701597465131485,2.7512273756968852e-06,0,0.02301675647133994,113,184.0,464,80,94,"d_q_exc_[1, 3]_[5, 11]","[[1, 3], [5, 11]]",0.0013322305160510589
18,19,-7.701599146846656,1.681715170676057e-06,0,0.023015074756169263,113,197.0,497,87,105,"d_q_exc_[1, 4]_[2, 11]","[[1, 4], [2, 11]]",0.43660482354638713
19,20,-7.701600793529202,1.6466825467631452e-06,8,0.0230134280736225,133,210.0,530,98,116,"d_q_exc_[1, 4]_[3, 10]","[[1, 4], [3, 10]]",0.3598518993326937
20,21,-7.701601433591456,6.400622538649259e-07,4,0.023012788011368634,100,223.0,563,109,127,"d_q_exc_[1, 5]_[3, 11]","[[1, 5], [3, 11]]",0.002282040097437732
21,22,-7.701602071460518,6.378690615704841e-07,0,0.023012150142307064,168,236.0,596,109,127,"d_q_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.0005956553733384913
22,23,-7.701602246251733,1.7479121527941288e-07,5,0.023011975351091785,158,249.0,629,109,127,"d_q_exc_[3, 4]_[5, 10]","[[3, 4], [5, 10]]",-0.1880235756672328
23,24,-7.701602318298096,7.204636265356612e-08,0,0.02301190330472913,221,262.0,662,109,127,"d_q_exc_[0, 9]_[5, 8]","[[0, 9], [5, 8]]",0.0002042259312378572
24,25,-7.701602354822221,3.652412505772418e-08,6,0.023011866780604073,181,275.0,695,120,138,"d_q_exc_[1, 10]_[2, 5]","[[1, 10], [2, 5]]",-0.037923937666210356
25,26,-7.70160236323286,8.410639296130284e-09,1,0.023011858369964777,50,288.0,728,120,138,"d_q_exc_[0, 3]_[2, 5]","[[0, 3], [2, 5]]",7.740524613293726e-05
26,27,-7.701602365902096,2.6692354992974288e-09,3,0.023011855700729278,151,301.0,761,120,138,"d_q_exc_[2, 5]_[6, 7]","[[2, 5], [6, 7]]",-0.007365826270333741
27,28,-7.7016023662686255,3.665299175281689e-10,2,0.02301185533419936,149,314.0,794,120,138,"d_q_exc_[3, 4]_[6, 7]","[[3, 4], [6, 7]]",0.0025762971823069074
28,29,-7.7016023665680855,2.994600123429336e-10,1,0.023011855034739348,162,327.0,827,120,138,"d_q_exc_[2, 9]_[8, 11]","[[2, 9], [8, 11]]",-0.00254157484148564
29,30,-7.701602366592764,2.467892556978768e-11,7,0.023011855010060422,131,340.0,860,131,149,"d_q_exc_[1, 10]_[4, 5]","[[1, 10], [4, 5]]",0.0007273247133285704
30,31,-7.70160236660352,1.0755840662568517e-11,2,0.023011854999304582,46,353.0,893,131,149,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",0.00041263564667555654
31,32,-7.7016023666042654,7.451816941284051e-13,0,0.0230118549985594,90,366.0,926,131,149,"d_q_exc_[2, 11]_[3, 4]","[[2, 11], [3, 4]]",-8.476280016197068e-05
