,n,E,dE,rank,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
0,1,-7.636158376563152,13.29285771631379,0,0.10548438408982186,3,3.0,7,3,4,s_q_exc_3_8,"[[3], [8]]",1.5707963294295315
1,2,-7.68209574061509,0.04593736405193738,0,0.05954702003788448,2,6.0,14,3,4,s_q_exc_2_10,"[[2], [10]]",0.3709468172926705
2,3,-7.70718973805241,0.025093997437320326,0,0.034453022600564154,9,9.0,21,6,8,s_q_exc_2_4,"[[2], [4]]",-0.2658398971890624
3,4,-7.70734089979867,0.00015116174625973144,0,0.03430186085430442,8,12.0,28,9,11,s_q_exc_0_2,"[[0], [2]]",0.024360001482202957
4,5,-7.707448448325075,0.00010754852640548762,0,0.034194312327898935,54,25.0,61,14,15,"d_q_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",-0.007070891840969909
5,6,-7.707520177138205,7.17288131300009e-05,1,0.034122583514768934,26,38.0,94,25,26,"d_q_exc_[0, 9]_[1, 8]","[[0, 9], [1, 8]]",0.5899258941911265
6,7,-7.707573386952893,5.320981468770469e-05,1,0.03406937370008123,35,51.0,127,36,37,"d_q_exc_[0, 9]_[3, 8]","[[0, 9], [3, 8]]",0.32588316264940465
7,8,-7.70761231856699,3.893161409695978e-05,0,0.03403044208598427,36,54.0,134,36,37,s_q_exc_1_11,"[[1], [11]]",-0.005745372284440746
8,9,-7.707650921327184,3.860276019462816e-05,1,0.03399183932578964,51,67.0,167,47,48,"d_q_exc_[0, 9]_[8, 11]","[[0, 9], [8, 11]]",0.5279501547459745
9,10,-7.707669239963021,1.8318635836678254e-05,8,0.03397352068995296,66,80.0,200,58,59,"d_q_exc_[0, 9]_[5, 8]","[[0, 9], [5, 8]]",0.4989648461909131
10,11,-7.707685939992557,1.6700029536131922e-05,1,0.03395682066041683,53,93.0,233,69,70,"d_q_exc_[0, 11]_[6, 7]","[[0, 11], [6, 7]]",0.3099912772800844
11,12,-7.707696002610607,1.0062618049921923e-05,7,0.03394675804236691,81,106.0,266,69,70,"d_q_exc_[4, 10]_[5, 11]","[[4, 10], [5, 11]]",-3.1415926535934284
12,13,-7.707704489755203,8.487144596003304e-06,0,0.033938270897770906,151,119.0,299,69,70,"d_q_exc_[2, 3]_[5, 10]","[[2, 3], [5, 10]]",1.0362622098805077
13,14,-7.70771078877455,6.299019347011381e-06,5,0.033931971878423894,118,132.0,332,69,70,"d_q_exc_[2, 11]_[5, 10]","[[2, 11], [5, 10]]",-0.6794542814558209
