,n_shots,expectation_value,time,ref_result
0,10,-0.8351240038346294,1.3197083473205566,-0.7583101366173686
1,50,-0.7726196261977473,1.3208355903625488,-0.7583101366173686
2,100,-0.7593415021583799,1.2436504364013672,-0.7583101366173686
3,200,-0.7828473017279162,1.300584316253662,-0.7583101366173686
4,500,-0.7550765711730014,1.2956016063690186,-0.7583101366173686
