INFO 2021-02-14 16:20:43,773 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 16:20:43,774 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 16:20:43,873 QiskitSimBackend result is -0.8831724355928885
INFO 2021-02-14 16:20:44,986 QasmBackend result is -0.6560530442458272 for n_shots=1
INFO 2021-02-14 16:20:44,986 time used = 1.1126391887664795s
INFO 2021-02-14 16:20:46,129 QasmBackend result is -0.7414577911892838 for n_shots=5
INFO 2021-02-14 16:20:46,129 time used = 1.1426050662994385s
INFO 2021-02-14 16:20:47,271 QasmBackend result is -0.8146490407156802 for n_shots=10
INFO 2021-02-14 16:20:47,271 time used = 1.1421568393707275s
INFO 2021-02-14 16:20:48,325 QasmBackend result is -0.8970097397238579 for n_shots=50
INFO 2021-02-14 16:20:48,325 time used = 1.0532493591308594s
INFO 2021-02-14 16:20:49,463 QasmBackend result is -0.8484839859432902 for n_shots=100
INFO 2021-02-14 16:20:49,464 time used = 1.1386265754699707s
INFO 2021-02-14 16:20:50,515 QasmBackend result is -0.8609422767468635 for n_shots=200
INFO 2021-02-14 16:20:50,515 time used = 1.051650047302246s
INFO 2021-02-14 16:20:51,651 QasmBackend result is -0.9010960230535628 for n_shots=500
INFO 2021-02-14 16:20:51,651 time used = 1.135507345199585s
