INFO 2021-03-17 22:49:16,162 q_exc type, prob_2=0, time_cx=0, backend=<class 'scripts.zhenghao.noisy_backends.QasmBackend'>, n_shots=1000000.0, method =automatic, optimizer=Nelder-Mead
INFO 2021-03-17 22:49:16,162 Adaptive is False
INFO 2021-03-17 22:49:16,163 Length of q_exc based ansatz is 1
INFO 2021-03-17 22:49:16,163 Noise model = None
INFO 2021-03-17 22:49:16,163 Backend is <class 'scripts.zhenghao.noisy_backends.QasmBackend'>, n_shots=1000000.0, method=automatic
INFO 2021-03-17 22:49:16,164 -----Running VQE for: H4-----
-----Number of electrons: 4-----
-----Number of orbitals: 8-----
-----Numeber of ansatz elements: 1-----
-----Ansatz type d_q_exc_[2, 3]_[4, 5]------
INFO 2021-03-18 00:55:19,808 Iteration: 42. Energy -2.098475141987108.  Energy change -1.406e-04 , Iteration duration: 186.37756299972534 Params: [9.28039551e-05]
INFO 2021-03-18 00:58:26,231 Iteration: 43. Energy -2.0986392036081756.  Energy change -1.641e-04 , Iteration duration: 186.15183305740356 Params: [9.27429199e-05]
INFO 2021-03-18 01:01:33,241 Iteration: 44. Energy -2.0983179791139968.  Energy change 3.212e-04 , Iteration duration: 186.4236261844635 Params: [9.27581787e-05]
INFO 2021-03-18 01:04:39,974 Iteration: 45. Energy -2.098596060283719.  Energy change -2.781e-04 , Iteration duration: 187.00953722000122 Params: [9.27886963e-05]
INFO 2021-03-18 01:07:46,732 Iteration: 46. Energy -2.0983504462227067.  Energy change 2.456e-04 , Iteration duration: 186.7327961921692 Params: [9.27581787e-05]
INFO 2021-03-18 01:10:53,534 Iteration: 47. Energy -2.098881311532561.  Energy change -5.309e-04 , Iteration duration: 186.75953578948975 Params: [9.27810669e-05]
INFO 2021-03-18 01:14:00,759 Iteration: 48. Energy -2.0989596336472696.  Energy change -7.832e-05 , Iteration duration: 186.80116724967957 Params: [9.27658081e-05]
INFO 2021-03-18 01:17:07,754 Iteration: 49. Energy -2.098496515499212.  Energy change 4.631e-04 , Iteration duration: 187.22451210021973 Params: [9.27696228e-05]
INFO 2021-03-18 01:20:14,762 Iteration: 50. Energy -2.098696362852734.  Energy change -1.998e-04 , Iteration duration: 186.99661660194397 Params: [9.27772522e-05]
INFO 2021-03-18 01:23:21,054 Iteration: 51. Energy -2.0986074790670166.  Energy change 8.888e-05 , Iteration duration: 187.00717306137085 Params: [9.27696228e-05]
INFO 2021-03-18 01:26:28,084 Iteration: 52. Energy -2.09839054499895.  Energy change 2.169e-04 , Iteration duration: 186.29171061515808 Params: [9.27753448e-05]
INFO 2021-03-18 01:29:34,950 Iteration: 53. Energy -2.0984662103025498.  Energy change -7.567e-05 , Iteration duration: 187.0296950340271 Params: [9.27753448e-05]
INFO 2021-03-18 01:32:41,679 Iteration: 54. Energy -2.098664425986691.  Energy change -1.982e-04 , Iteration duration: 186.8661994934082 Params: [9.27715302e-05]
INFO 2021-03-18 01:35:48,348 Iteration: 55. Energy -2.0984881156854387.  Energy change 1.763e-04 , Iteration duration: 186.73061513900757 Params: [9.27724838e-05]
INFO 2021-03-18 01:38:55,556 Iteration: 56. Energy -2.0981031437630557.  Energy change 3.850e-04 , Iteration duration: 186.6671848297119 Params: [9.27743912e-05]
INFO 2021-03-18 01:42:02,249 Iteration: 57. Energy -2.098504171618628.  Energy change -4.010e-04 , Iteration duration: 187.20809173583984 Params: [9.27724838e-05]
INFO 2021-03-18 01:45:09,382 Iteration: 58. Energy -2.0983471890688157.  Energy change 1.570e-04 , Iteration duration: 186.69360065460205 Params: [9.27729607e-05]
INFO 2021-03-18 01:48:16,057 Iteration: 59. Energy -2.0987009595526445.  Energy change -3.538e-04 , Iteration duration: 187.13273859024048 Params: [9.27739143e-05]
INFO 2021-03-18 01:51:22,571 Iteration: 60. Energy -2.098638504396531.  Energy change 6.246e-05 , Iteration duration: 186.67496728897095 Params: [9.27729607e-05]
INFO 2021-03-18 01:54:29,034 Iteration: 61. Energy -2.0982095230300883.  Energy change 4.290e-04 , Iteration duration: 186.5140836238861 Params: [9.27736759e-05]
INFO 2021-03-18 01:57:35,796 Iteration: 62. Energy -2.0983724452982644.  Energy change -1.629e-04 , Iteration duration: 186.46550607681274 Params: [9.27736759e-05]
INFO 2021-03-18 02:00:42,200 Iteration: 63. Energy -2.0987655825971183.  Energy change -3.931e-04 , Iteration duration: 186.75979471206665 Params: [9.27731991e-05]
INFO 2021-03-18 02:03:48,596 Iteration: 64. Energy -2.0986635719280904.  Energy change 1.020e-04 , Iteration duration: 186.4042408466339 Params: [9.27733183e-05]
INFO 2021-03-18 02:06:56,017 Iteration: 65. Energy -2.0984216761157635.  Energy change 2.419e-04 , Iteration duration: 186.39576148986816 Params: [9.27735567e-05]
INFO 2021-03-18 02:10:02,130 Iteration: 66. Energy -2.0984899621581423.  Energy change -6.829e-05 , Iteration duration: 187.4208104610443 Params: [9.27733183e-05]
INFO 2021-03-18 02:13:08,331 Iteration: 67. Energy -2.0985036997660584.  Energy change -1.374e-05 , Iteration duration: 186.11314153671265 Params: [9.27733779e-05]
INFO 2021-03-18 02:16:14,766 Iteration: 68. Energy -2.098676456109954.  Energy change -1.728e-04 , Iteration duration: 186.201274394989 Params: [9.27734971e-05]
INFO 2021-03-18 02:19:21,938 Iteration: 69. Energy -2.0986371071693255.  Energy change 3.935e-05 , Iteration duration: 186.43668365478516 Params: [9.27734673e-05]
INFO 2021-03-18 02:22:28,767 Iteration: 70. Energy -2.098472519306701.  Energy change 1.646e-04 , Iteration duration: 187.1704602241516 Params: [9.27734077e-05]
INFO 2021-03-18 02:25:35,467 Iteration: 71. Energy -2.0983315650021424.  Energy change 1.410e-04 , Iteration duration: 186.82876062393188 Params: [9.27734673e-05]
INFO 2021-03-18 02:28:42,261 Iteration: 72. Energy -2.098673971126632.  Energy change -3.424e-04 , Iteration duration: 186.7014343738556 Params: [9.27734226e-05]
INFO 2021-03-18 02:31:48,920 Iteration: 73. Energy -2.098605934654526.  Energy change 6.804e-05 , Iteration duration: 186.79259157180786 Params: [9.27734524e-05]
INFO 2021-03-18 02:34:56,384 Iteration: 74. Energy -2.099059261919245.  Energy change -4.533e-04 , Iteration duration: 186.65967774391174 Params: [9.277343e-05]
INFO 2021-03-18 02:38:03,117 Iteration: 75. Energy -2.0984957494746923.  Energy change 5.635e-04 , Iteration duration: 187.46408128738403 Params: [9.2773445e-05]
INFO 2021-03-18 02:41:09,820 Iteration: 76. Energy -2.098344388597459.  Energy change 1.514e-04 , Iteration duration: 186.73238849639893 Params: [9.27734338e-05]
INFO 2021-03-18 02:44:16,213 Iteration: 77. Energy -2.0985465779460273.  Energy change -2.022e-04 , Iteration duration: 186.7036430835724 Params: [9.27734338e-05]
INFO 2021-03-18 02:47:22,901 Iteration: 78. Energy -2.0985225300635104.  Energy change 2.405e-05 , Iteration duration: 186.3939266204834 Params: [9.27734412e-05]
INFO 2021-03-18 02:50:29,116 Iteration: 79. Energy -2.0981329622510585.  Energy change 3.896e-04 , Iteration duration: 186.6870653629303 Params: [9.27734356e-05]
INFO 2021-03-18 02:53:35,826 Iteration: 80. Energy -2.0986496060259965.  Energy change -5.166e-04 , Iteration duration: 186.21445631980896 Params: [9.27734356e-05]
INFO 2021-03-18 02:56:43,351 Iteration: 81. Energy -2.098191099951443.  Energy change 4.585e-04 , Iteration duration: 186.71021628379822 Params: [9.27734394e-05]
INFO 2021-03-18 02:59:49,868 Iteration: 82. Energy -2.098276163235373.  Energy change -8.506e-05 , Iteration duration: 187.52578735351562 Params: [9.27734366e-05]
INFO 2021-03-18 03:02:56,516 Iteration: 83. Energy -2.098333918906276.  Energy change -5.776e-05 , Iteration duration: 186.51660299301147 Params: [9.27734366e-05]
INFO 2021-03-18 03:06:03,358 Iteration: 84. Energy -2.0982009344543457.  Energy change 1.330e-04 , Iteration duration: 186.6480996608734 Params: [9.27734384e-05]
INFO 2021-03-18 03:09:10,073 Iteration: 85. Energy -2.098347341741401.  Energy change -1.464e-04 , Iteration duration: 186.84311389923096 Params: [9.2773437e-05]
INFO 2021-03-18 03:12:17,505 Iteration: 86. Energy -2.0984823779461235.  Energy change -1.350e-04 , Iteration duration: 186.7136514186859 Params: [9.2773438e-05]
INFO 2021-03-18 03:15:24,050 Iteration: 87. Energy -2.098804775124578.  Energy change -3.224e-04 , Iteration duration: 187.43362855911255 Params: [9.27734377e-05]
INFO 2021-03-18 03:18:30,445 Iteration: 88. Energy -2.0981142286444467.  Energy change 6.905e-04 , Iteration duration: 186.54390168190002 Params: [9.27734373e-05]
INFO 2021-03-18 03:21:37,396 Iteration: 89. Energy -2.098413912870242.  Energy change -2.997e-04 , Iteration duration: 186.39473462104797 Params: [9.27734376e-05]
INFO 2021-03-18 03:24:43,863 Iteration: 90. Energy -2.098416856115173.  Energy change -2.943e-06 , Iteration duration: 186.9530725479126 Params: [9.27734376e-05]
INFO 2021-03-18 03:27:50,632 Iteration: 91. Energy -2.0979335283041007.  Energy change 4.833e-04 , Iteration duration: 186.4648220539093 Params: [9.27734374e-05]
INFO 2021-03-18 03:30:57,640 Iteration: 92. Energy -2.0985238948252873.  Energy change -5.904e-04 , Iteration duration: 186.769282579422 Params: [9.27734376e-05]
INFO 2021-03-18 03:34:03,927 Iteration: 93. Energy -2.09772663777154.  Energy change 7.973e-04 , Iteration duration: 187.01030039787292 Params: [9.27734374e-05]
INFO 2021-03-18 03:37:10,465 Iteration: 94. Energy -2.0988696329588543.  Energy change -1.143e-03 , Iteration duration: 186.28501915931702 Params: [9.27734375e-05]
INFO 2021-03-18 03:40:17,082 Iteration: 95. Energy -2.097994313537521.  Energy change 8.753e-04 , Iteration duration: 186.5376489162445 Params: [9.27734375e-05]
INFO 2021-03-18 03:43:23,579 Iteration: 96. Energy -2.0984869512984226.  Energy change -4.926e-04 , Iteration duration: 186.61700248718262 Params: [9.27734375e-05]
INFO 2021-03-18 03:46:30,613 Iteration: 97. Energy -2.0984032812324873.  Energy change 8.367e-05 , Iteration duration: 186.49734020233154 Params: [9.27734375e-05]
INFO 2021-03-18 03:49:37,554 Iteration: 98. Energy -2.098354974973931.  Energy change 4.831e-05 , Iteration duration: 187.03459286689758 Params: [9.27734375e-05]
INFO 2021-03-18 03:52:44,084 Iteration: 99. Energy -2.098596083386065.  Energy change -2.411e-04 , Iteration duration: 186.9426577091217 Params: [9.27734375e-05]
INFO 2021-03-18 03:55:50,459 Iteration: 100. Energy -2.0987123174988254.  Energy change -1.162e-04 , Iteration duration: 186.52774047851562 Params: [9.27734375e-05]
INFO 2021-03-18 03:58:57,893 Iteration: 101. Energy -2.098692762668378.  Energy change 1.955e-05 , Iteration duration: 186.37531328201294 Params: [9.27734375e-05]
INFO 2021-03-18 04:02:04,738 Iteration: 102. Energy -2.0982801650314684.  Energy change 4.126e-04 , Iteration duration: 187.4350574016571 Params: [9.27734375e-05]
INFO 2021-03-18 04:05:11,409 Iteration: 103. Energy -2.09841072997974.  Energy change -1.306e-04 , Iteration duration: 186.84406280517578 Params: [9.27734375e-05]
INFO 2021-03-18 04:08:18,166 Iteration: 104. Energy -2.0987165596269297.  Energy change -3.058e-04 , Iteration duration: 186.67058444023132 Params: [9.27734375e-05]
INFO 2021-03-18 04:11:24,211 Iteration: 105. Energy -2.098578957530369.  Energy change 1.376e-04 , Iteration duration: 186.75916600227356 Params: [9.27734375e-05]
INFO 2021-03-18 04:14:30,887 Iteration: 106. Energy -2.098154300067421.  Energy change 4.247e-04 , Iteration duration: 186.04295539855957 Params: [9.27734375e-05]
INFO 2021-03-18 04:17:38,422 Iteration: 107. Energy -2.0982684370178633.  Energy change -1.141e-04 , Iteration duration: 186.67624187469482 Params: [9.27734375e-05]
INFO 2021-03-18 04:20:45,400 Iteration: 108. Energy -2.0980777879810293.  Energy change 1.906e-04 , Iteration duration: 187.53692078590393 Params: [9.27734375e-05]
INFO 2021-03-18 04:23:51,914 Iteration: 109. Energy -2.0985830745848264.  Energy change -5.053e-04 , Iteration duration: 186.97612738609314 Params: [9.27734375e-05]
INFO 2021-03-18 04:26:58,621 Iteration: 110. Energy -2.0984142187498116.  Energy change 1.689e-04 , Iteration duration: 186.5146300792694 Params: [9.27734375e-05]
INFO 2021-03-18 04:30:05,470 Iteration: 111. Energy -2.098380515170926.  Energy change 3.370e-05 , Iteration duration: 186.70907330513 Params: [9.27734375e-05]
INFO 2021-03-18 04:33:11,817 Iteration: 112. Energy -2.0988040806959822.  Energy change -4.236e-04 , Iteration duration: 186.84684681892395 Params: [9.27734375e-05]
INFO 2021-03-18 04:36:18,730 Iteration: 113. Energy -2.098563875280174.  Energy change 2.402e-04 , Iteration duration: 186.34672379493713 Params: [9.27734375e-05]
INFO 2021-03-18 04:39:25,019 Iteration: 114. Energy -2.0981415840915303.  Energy change 4.223e-04 , Iteration duration: 186.91500115394592 Params: [9.27734375e-05]
INFO 2021-03-18 04:42:31,387 Iteration: 115. Energy -2.0985344955732934.  Energy change -3.929e-04 , Iteration duration: 186.28711318969727 Params: [9.27734375e-05]
INFO 2021-03-18 04:45:37,880 Iteration: 116. Energy -2.098409106244718.  Energy change 1.254e-04 , Iteration duration: 186.36818099021912 Params: [9.27734375e-05]
INFO 2021-03-18 04:48:44,346 Iteration: 117. Energy -2.0984945849168013.  Energy change -8.548e-05 , Iteration duration: 186.49451184272766 Params: [9.27734375e-05]
INFO 2021-03-18 04:51:51,218 Iteration: 118. Energy -2.0984835122952608.  Energy change 1.107e-05 , Iteration duration: 186.46436834335327 Params: [9.27734375e-05]
INFO 2021-03-18 04:54:57,599 Iteration: 119. Energy -2.0985323074375226.  Energy change -4.880e-05 , Iteration duration: 186.87190437316895 Params: [9.27734375e-05]
INFO 2021-03-18 04:58:04,303 Iteration: 120. Energy -2.098499460348512.  Energy change 3.285e-05 , Iteration duration: 186.38273429870605 Params: [9.27734375e-05]
INFO 2021-03-18 05:01:11,028 Iteration: 121. Energy -2.098757658702702.  Energy change -2.582e-04 , Iteration duration: 186.70284986495972 Params: [9.27734375e-05]
INFO 2021-03-18 05:04:17,590 Iteration: 122. Energy -2.0986093681256777.  Energy change 1.483e-04 , Iteration duration: 186.72481656074524 Params: [9.27734375e-05]
INFO 2021-03-18 05:07:24,360 Iteration: 123. Energy -2.098246893554135.  Energy change 3.625e-04 , Iteration duration: 186.56229424476624 Params: [9.27734375e-05]
INFO 2021-03-18 05:10:31,209 Iteration: 124. Energy -2.098912901210374.  Energy change -6.660e-04 , Iteration duration: 186.77015161514282 Params: [9.27734375e-05]
INFO 2021-03-18 05:13:38,312 Iteration: 125. Energy -2.0985391276319625.  Energy change 3.738e-04 , Iteration duration: 186.84839296340942 Params: [9.27734375e-05]
INFO 2021-03-18 05:16:44,929 Iteration: 126. Energy -2.098739234639893.  Energy change -2.001e-04 , Iteration duration: 187.10326170921326 Params: [9.27734375e-05]
INFO 2021-03-18 05:19:51,607 Iteration: 127. Energy -2.098684073716876.  Energy change 5.516e-05 , Iteration duration: 186.61757969856262 Params: [9.27734375e-05]
INFO 2021-03-18 05:22:58,743 Iteration: 128. Energy -2.098497965898795.  Energy change 1.861e-04 , Iteration duration: 186.6777000427246 Params: [9.27734375e-05]
INFO 2021-03-18 05:26:05,731 Iteration: 129. Energy -2.098737017887039.  Energy change -2.391e-04 , Iteration duration: 187.13623094558716 Params: [9.27734375e-05]
INFO 2021-03-18 05:29:12,514 Iteration: 130. Energy -2.098222698713396.  Energy change 5.143e-04 , Iteration duration: 186.98778223991394 Params: [9.27734375e-05]
INFO 2021-03-18 05:32:19,155 Iteration: 131. Energy -2.098608207585457.  Energy change -3.855e-04 , Iteration duration: 186.78348898887634 Params: [9.27734375e-05]
INFO 2021-03-18 05:35:25,870 Iteration: 132. Energy -2.0982084758541575.  Energy change 3.997e-04 , Iteration duration: 186.64023327827454 Params: [9.27734375e-05]
INFO 2021-03-18 05:38:32,993 Iteration: 133. Energy -2.098110540197149.  Energy change 9.794e-05 , Iteration duration: 186.72740364074707 Params: [9.27734375e-05]
INFO 2021-03-18 05:41:39,869 Iteration: 134. Energy -2.098246949373439.  Energy change -1.364e-04 , Iteration duration: 187.11069512367249 Params: [9.27734375e-05]
INFO 2021-03-18 05:44:46,483 Iteration: 135. Energy -2.0985614721298598.  Energy change -3.145e-04 , Iteration duration: 186.87664794921875 Params: [9.27734375e-05]
INFO 2021-03-18 05:47:52,845 Iteration: 136. Energy -2.098867441907345.  Energy change -3.060e-04 , Iteration duration: 186.6157579421997 Params: [9.27734375e-05]
INFO 2021-03-18 05:50:59,571 Iteration: 137. Energy -2.0980649973643066.  Energy change 8.024e-04 , Iteration duration: 186.36042594909668 Params: [9.27734375e-05]
INFO 2021-03-18 05:54:06,812 Iteration: 138. Energy -2.098634658967088.  Energy change -5.697e-04 , Iteration duration: 186.7256863117218 Params: [9.27734375e-05]
INFO 2021-03-18 05:57:13,806 Iteration: 139. Energy -2.0981712341846714.  Energy change 4.634e-04 , Iteration duration: 187.2456431388855 Params: [9.27734375e-05]
INFO 2021-03-18 06:00:20,481 Iteration: 140. Energy -2.0982840868943655.  Energy change -1.129e-04 , Iteration duration: 186.9898886680603 Params: [9.27734375e-05]
INFO 2021-03-18 06:03:27,659 Iteration: 141. Energy -2.0984281345764435.  Energy change -1.440e-04 , Iteration duration: 186.67469835281372 Params: [9.27734375e-05]
INFO 2021-03-18 06:06:34,432 Iteration: 142. Energy -2.0987519605883875.  Energy change -3.238e-04 , Iteration duration: 187.17796754837036 Params: [9.27734375e-05]
INFO 2021-03-18 06:09:41,569 Iteration: 143. Energy -2.0985010220943368.  Energy change 2.509e-04 , Iteration duration: 186.77336072921753 Params: [9.27734375e-05]
INFO 2021-03-18 06:12:47,935 Iteration: 144. Energy -2.0984621930826775.  Energy change 3.883e-05 , Iteration duration: 187.1365180015564 Params: [9.27734375e-05]
INFO 2021-03-18 06:15:54,711 Iteration: 145. Energy -2.0984590935453666.  Energy change 3.100e-06 , Iteration duration: 186.3666069507599 Params: [9.27734375e-05]
INFO 2021-03-18 06:19:01,751 Iteration: 146. Energy -2.0985024677284434.  Energy change -4.337e-05 , Iteration duration: 186.77533864974976 Params: [9.27734375e-05]
INFO 2021-03-18 06:22:08,547 Iteration: 147. Energy -2.098678465826976.  Energy change -1.760e-04 , Iteration duration: 187.04034328460693 Params: [9.27734375e-05]
INFO 2021-03-18 06:25:15,244 Iteration: 148. Energy -2.0984776296153953.  Energy change 2.008e-04 , Iteration duration: 186.7958447933197 Params: [9.27734375e-05]
INFO 2021-03-18 06:28:21,917 Iteration: 149. Energy -2.098492516131799.  Energy change -1.489e-05 , Iteration duration: 186.6978096961975 Params: [9.27734375e-05]
INFO 2021-03-18 06:31:28,674 Iteration: 150. Energy -2.0984984486399605.  Energy change -5.933e-06 , Iteration duration: 186.67280268669128 Params: [9.27734375e-05]
INFO 2021-03-18 06:34:36,140 Iteration: 151. Energy -2.0990092286464863.  Energy change -5.108e-04 , Iteration duration: 186.7564389705658 Params: [9.27734375e-05]
INFO 2021-03-18 06:37:42,646 Iteration: 152. Energy -2.098540958985171.  Energy change 4.683e-04 , Iteration duration: 187.46678924560547 Params: [9.27734375e-05]
INFO 2021-03-18 06:40:49,619 Iteration: 153. Energy -2.098313235417777.  Energy change 2.277e-04 , Iteration duration: 186.505535364151 Params: [9.27734375e-05]
INFO 2021-03-18 06:43:56,297 Iteration: 154. Energy -2.098547809531906.  Energy change -2.346e-04 , Iteration duration: 186.97343945503235 Params: [9.27734375e-05]
INFO 2021-03-18 06:47:03,131 Iteration: 155. Energy -2.0986831445635135.  Energy change -1.353e-04 , Iteration duration: 186.6783127784729 Params: [9.27734375e-05]
INFO 2021-03-18 06:50:10,429 Iteration: 156. Energy -2.098457248873076.  Energy change 2.259e-04 , Iteration duration: 186.8332142829895 Params: [9.27734375e-05]
INFO 2021-03-18 06:53:16,901 Iteration: 157. Energy -2.0983887481944667.  Energy change 6.850e-05 , Iteration duration: 187.300363779068 Params: [9.27734375e-05]
INFO 2021-03-18 06:56:23,632 Iteration: 158. Energy -2.098540576379327.  Energy change -1.518e-04 , Iteration duration: 186.4704451560974 Params: [9.27734375e-05]
