INFO 2021-02-14 15:54:17,011 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 15:54:17,011 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 15:54:17,148 QiskitSimBackend result is -0.757733535455623
INFO 2021-02-14 15:54:18,602 QasmBackend result is -0.781023634898907 for n_shots=1
INFO 2021-02-14 15:54:18,602 time used = 1.4540119171142578s
INFO 2021-02-14 15:54:19,877 QasmBackend result is -0.8457209687791675 for n_shots=5
INFO 2021-02-14 15:54:19,877 time used = 1.274536371231079s
INFO 2021-02-14 15:54:21,562 QasmBackend result is -0.9518477836424101 for n_shots=10
INFO 2021-02-14 15:54:21,562 time used = 1.684532880783081s
INFO 2021-02-14 15:54:23,158 QasmBackend result is -0.752034738421806 for n_shots=50
INFO 2021-02-14 15:54:23,158 time used = 1.595933437347412s
INFO 2021-02-14 15:54:25,063 QasmBackend result is -0.7180320649477332 for n_shots=100
INFO 2021-02-14 15:54:25,063 time used = 1.905346393585205s
INFO 2021-02-14 15:54:26,298 QasmBackend result is -0.7351469514798958 for n_shots=200
INFO 2021-02-14 15:54:26,298 time used = 1.2341623306274414s
INFO 2021-02-14 15:54:28,003 QasmBackend result is -0.7476014232681777 for n_shots=500
INFO 2021-02-14 15:54:28,003 time used = 1.7050542831420898s
