INFO 2021-02-14 16:35:11,007 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 16:35:11,008 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 16:35:11,127 QiskitSimBackend result is -0.7583101366173686
INFO 2021-02-14 16:35:12,447 QasmBackend result is -0.8351240038346294 for n_shots=10
INFO 2021-02-14 16:35:12,447 time used = 1.3197083473205566s
INFO 2021-02-14 16:35:13,768 QasmBackend result is -0.7726196261977473 for n_shots=50
INFO 2021-02-14 16:35:13,768 time used = 1.3208355903625488s
INFO 2021-02-14 16:35:15,015 QasmBackend result is -0.7593415021583799 for n_shots=100
INFO 2021-02-14 16:35:15,015 time used = 1.2436504364013672s
INFO 2021-02-14 16:35:16,316 QasmBackend result is -0.7828473017279162 for n_shots=200
INFO 2021-02-14 16:35:16,316 time used = 1.300584316253662s
INFO 2021-02-14 16:35:17,612 QasmBackend result is -0.7550765711730014 for n_shots=500
INFO 2021-02-14 16:35:17,612 time used = 1.2956016063690186s
