INFO 2021-02-14 16:12:17,633 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 16:12:17,634 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 16:12:17,737 QiskitSimBackend result is -0.6051464929170381
INFO 2021-02-14 16:12:18,848 QasmBackend result is -0.9944562587272298 for n_shots=1
INFO 2021-02-14 16:12:18,848 time used = 1.1103410720825195s
INFO 2021-02-14 16:12:20,154 QasmBackend result is -0.612171903919574 for n_shots=5
INFO 2021-02-14 16:12:20,155 time used = 1.3067376613616943s
INFO 2021-02-14 16:12:21,349 QasmBackend result is -0.6860498407212275 for n_shots=10
INFO 2021-02-14 16:12:21,349 time used = 1.1939246654510498s
INFO 2021-02-14 16:12:22,433 QasmBackend result is -0.580186545368899 for n_shots=50
INFO 2021-02-14 16:12:22,433 time used = 1.08441162109375s
INFO 2021-02-14 16:12:23,632 QasmBackend result is -0.6329399650223442 for n_shots=100
INFO 2021-02-14 16:12:23,632 time used = 1.198415994644165s
INFO 2021-02-14 16:12:24,760 QasmBackend result is -0.603281325113103 for n_shots=200
INFO 2021-02-14 16:12:24,760 time used = 1.1279182434082031s
INFO 2021-02-14 16:12:26,009 QasmBackend result is -0.5971172152477886 for n_shots=500
INFO 2021-02-14 16:12:26,009 time used = 1.2484331130981445s
