INFO 2021-02-14 15:53:31,023 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 15:53:31,023 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 15:53:31,128 QiskitSimBackend result is -0.6608966962306108
INFO 2021-02-14 15:53:32,406 QasmBackend result is -0.5149105286660016 for n_shots=1
INFO 2021-02-14 15:53:32,406 time used = 1.277696132659912s
INFO 2021-02-14 15:53:33,949 QasmBackend result is -0.6743669437016314 for n_shots=5
INFO 2021-02-14 15:53:33,949 time used = 1.5414423942565918s
INFO 2021-02-14 15:53:35,535 QasmBackend result is -0.43484457928871073 for n_shots=10
INFO 2021-02-14 15:53:35,535 time used = 1.5855796337127686s
INFO 2021-02-14 15:53:36,931 QasmBackend result is -0.6991635221902742 for n_shots=50
INFO 2021-02-14 15:53:36,931 time used = 1.3961060047149658s
INFO 2021-02-14 15:53:38,201 QasmBackend result is -0.6701333166722505 for n_shots=100
INFO 2021-02-14 15:53:38,201 time used = 1.2696681022644043s
INFO 2021-02-14 15:53:39,496 QasmBackend result is -0.682397544413187 for n_shots=200
INFO 2021-02-14 15:53:39,496 time used = 1.2947838306427002s
INFO 2021-02-14 15:53:41,546 QasmBackend result is -0.6611699180863085 for n_shots=500
INFO 2021-02-14 15:53:41,547 time used = 2.050006628036499s
