INFO 2021-02-14 15:55:56,239 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 15:55:56,240 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 15:55:56,420 QiskitSimBackend result is -0.7418945373004674
INFO 2021-02-14 15:55:58,672 QasmBackend result is -0.5708021629977786 for n_shots=1
INFO 2021-02-14 15:55:58,672 time used = 2.2512078285217285s
INFO 2021-02-14 15:56:00,523 QasmBackend result is -0.9016675182898085 for n_shots=5
INFO 2021-02-14 15:56:00,523 time used = 1.8506183624267578s
INFO 2021-02-14 15:56:02,252 QasmBackend result is -0.6750529537436012 for n_shots=10
INFO 2021-02-14 15:56:02,252 time used = 1.7282922267913818s
INFO 2021-02-14 15:56:04,039 QasmBackend result is -0.7048178539822526 for n_shots=50
INFO 2021-02-14 15:56:04,039 time used = 1.78654146194458s
INFO 2021-02-14 15:56:05,854 QasmBackend result is -0.6977354346792854 for n_shots=100
INFO 2021-02-14 15:56:05,854 time used = 1.8153588771820068s
INFO 2021-02-14 15:56:07,477 QasmBackend result is -0.7634884815990128 for n_shots=200
INFO 2021-02-14 15:56:07,477 time used = 1.622375249862671s
INFO 2021-02-14 15:56:09,165 QasmBackend result is -0.7377227197870796 for n_shots=500
INFO 2021-02-14 15:56:09,165 time used = 1.687361717224121s
