INFO 2021-02-14 15:55:19,352 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 15:55:19,352 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 15:55:19,585 QiskitSimBackend result is -0.7985587347169734
INFO 2021-02-14 15:55:21,700 QasmBackend result is -1.2872928201987608 for n_shots=1
INFO 2021-02-14 15:55:21,700 time used = 2.1139678955078125s
INFO 2021-02-14 15:55:23,955 QasmBackend result is -0.7534469675492501 for n_shots=5
INFO 2021-02-14 15:55:23,955 time used = 2.254589796066284s
INFO 2021-02-14 15:55:25,788 QasmBackend result is -0.8768001452893563 for n_shots=10
INFO 2021-02-14 15:55:25,789 time used = 1.833552360534668s
INFO 2021-02-14 15:55:27,509 QasmBackend result is -0.7655935595145167 for n_shots=50
INFO 2021-02-14 15:55:27,510 time used = 1.7207043170928955s
INFO 2021-02-14 15:55:30,362 QasmBackend result is -0.8148060629935028 for n_shots=100
INFO 2021-02-14 15:55:30,363 time used = 2.8521997928619385s
INFO 2021-02-14 15:55:32,453 QasmBackend result is -0.8216245159674082 for n_shots=200
INFO 2021-02-14 15:55:32,454 time used = 2.0902554988861084s
INFO 2021-02-14 15:55:34,164 QasmBackend result is -0.7979702671896929 for n_shots=500
INFO 2021-02-14 15:55:34,164 time used = 1.7100226879119873s
