INFO 2021-02-14 15:57:14,423 H2, r=1.546 ,UCCSD ansatz
INFO 2021-02-14 15:57:14,424 n_qubits = 4, n_electrons = 2
INFO 2021-02-14 15:57:14,601 QiskitSimBackend result is -0.6657056892755338
INFO 2021-02-14 15:57:17,497 QasmBackend result is -0.5550680346363429 for n_shots=1
INFO 2021-02-14 15:57:17,497 time used = 2.8962700366973877s
INFO 2021-02-14 15:57:19,651 QasmBackend result is -0.4735373939161759 for n_shots=5
INFO 2021-02-14 15:57:19,651 time used = 2.153587818145752s
INFO 2021-02-14 15:57:22,885 QasmBackend result is -0.5545117073246438 for n_shots=10
INFO 2021-02-14 15:57:22,885 time used = 3.2337231636047363s
INFO 2021-02-14 15:57:25,304 QasmBackend result is -0.744882730628324 for n_shots=50
INFO 2021-02-14 15:57:25,304 time used = 2.4187843799591064s
INFO 2021-02-14 15:57:27,582 QasmBackend result is -0.6850215926740955 for n_shots=100
INFO 2021-02-14 15:57:27,582 time used = 2.2773470878601074s
INFO 2021-02-14 15:57:29,265 QasmBackend result is -0.6780397378511166 for n_shots=200
INFO 2021-02-14 15:57:29,265 time used = 1.682952642440796s
INFO 2021-02-14 15:57:30,972 QasmBackend result is -0.6698011712221833 for n_shots=500
INFO 2021-02-14 15:57:30,972 time used = 1.7063109874725342s
